"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"38","Balbuena (ZAG)","Corinthians","16,35",7,"6,77","-0,70","-2,33",25,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,20
"39","Rodrigo Moledo (ZAG)","Internacional","12,84",8,"6,74","6,70","0,78",17,1,NA,5,8,4,1,NA,NA,NA,NA,NA,2,NA,NA,11,1,10
"40","Vinicius Junior (ATA)","Flamengo","15,67",9,"6,73","2,70","-0,21",7,4,3,NA,17,5,6,NA,NA,NA,NA,NA,2,NA,NA,7,1,29
"41","Bruno Cortez (LAT)","Grêmio","15,42",8,"6,66","4,70","-0,08",18,NA,NA,7,13,NA,1,NA,NA,NA,NA,NA,1,NA,NA,15,NA,23
"42","Ricardo Oliveira (ATA)","Atlético-MG","10,80",8,"6,59","12,40","1,57",5,4,2,NA,9,9,7,NA,NA,NA,NA,NA,2,NA,NA,11,7,13
"43","Rodrigo Caio (ZAG)","São Paulo","12,76",2,"6,55","0,00","0,00",3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"44","Sidcley (LAT)","Corinthians","13,95",8,"6,54","0,90","-0,69",17,1,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,14
"45","Rodinei (LAT)","Flamengo","13,50",9,"6,52","8,90","0,57",12,NA,1,6,13,4,3,NA,NA,NA,NA,NA,1,NA,NA,2,1,14
"46","João Pedro  (LAT)","Bahia","5,11",3,"6,40","0,00","0,00",7,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15
"47","Zeca (LAT)","Internacional","10,87",5,"6,36","7,20","0,25",10,NA,1,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,15
"48","Nino Paraíba (LAT)","Bahia","12,49",6,"6,32","1,20","-1,35",18,NA,NA,2,12,2,2,NA,NA,NA,NA,NA,1,NA,NA,4,NA,17
"49","Rodrygo (ATA)","Santos","15,79",8,"6,31","31,10","6,20",3,5,1,NA,17,3,3,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,25
"50","Réver (ZAG)","Flamengo","16,24",5,"6,30","0,00","0,00",1,1,NA,3,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"51","Léo Duarte (ZAG)","Flamengo","9,65",7,"6,27","12,10","1,65",12,NA,NA,5,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,4
"52","Arthur  (ATA)","Chapecoense","10,97",9,"6,27","8,20","-0,26",9,4,NA,NA,21,13,1,1,NA,NA,NA,NA,1,NA,NA,13,1,17
"53","Marcos Rocha (LAT)","Palmeiras","12,11",8,"6,22","0,00","0,00",27,1,1,3,8,NA,NA,1,NA,NA,NA,NA,3,NA,NA,16,NA,39
"54","Léo Moura (LAT)","Grêmio","11,85",5,"6,12","0,00","0,00",3,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"55","Maurício Barbieri (TEC)","Flamengo","13,68",9,"6,10","6,07","-0,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Richard (MEI)","Fluminense","16,54",9,"6,10","5,10","-0,42",33,1,NA,NA,16,2,1,NA,NA,NA,NA,NA,1,NA,NA,9,NA,23
"57","Wallyson (ATA)","Vitória","9,66",7,"5,97","-2,40","-2,76",6,2,3,NA,6,6,3,1,NA,NA,NA,NA,1,NA,NA,7,1,22
"58","Jailson (GOL)","Palmeiras","14,47",8,"5,90","2,00","0,01",NA,NA,NA,2,NA,NA,NA,NA,19,NA,NA,NA,1,NA,8,NA,NA,6
"59","Paulo André (ZAG)","Atlético-PR","8,08",2,"5,80","0,00","0,00",3,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,3
"60","Maílson (GOL)","Sport","5,14",3,"5,80","0,00","0,00",NA,NA,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"61","Pio (MEI)","Ceará","7,59",5,"5,78","0,00","0,00",13,1,1,NA,5,4,5,NA,NA,NA,1,NA,1,NA,NA,6,1,16
"62","Giovanni (LAT)","América-MG","7,34",5,"5,70","0,50","-0,20",7,2,NA,1,7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,5
"63","Ayrton Lucas (LAT)","Fluminense","10,43",4,"5,70","0,00","0,00",9,NA,NA,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5
"64","Tiago  (ZAG)","Bahia","8,50",5,"5,60","7,00","0,51",11,NA,NA,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,9,1,6
"65","Bruno Cosendey (MEI)","Vasco","4,75",3,"5,60","0,00","0,00",3,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9
"66","Jean Mota (MEI)","Santos","11,33",8,"5,56","6,50","0,72",16,1,NA,NA,11,9,10,1,NA,NA,NA,NA,NA,NA,NA,13,NA,29
"67","Willian (ATA)","Palmeiras","11,66",8,"5,55","17,80","3,75",4,4,NA,NA,7,3,6,1,NA,NA,NA,NA,1,NA,NA,12,1,4
"68","Fabiano (LAT)","Internacional","9,59",4,"5,55","0,00","0,00",9,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,12
"69","Weverton (GOL)","Palmeiras","8,88",1,"5,50","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Jonas (MEI)","Flamengo","7,85",6,"5,50","5,90","0,73",25,NA,NA,NA,2,4,1,NA,NA,NA,NA,NA,2,NA,NA,7,NA,8
"71","Leandro Carvalho (ATA)","Botafogo","5,86",1,"5,50","0,00","0,00",2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"72","Bressan (ZAG)","Grêmio","9,36",7,"5,41","5,00","-0,07",10,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,7
"73","Paulo Miranda (ZAG)","Grêmio","7,76",2,"5,40","0,00","0,00",4,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5
"74","Murilo (ZAG)","Cruzeiro","8,07",2,"5,40","0,00","0,00",4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"75","Rafael Moura (ATA)","América-MG","12,08",6,"5,40","0,00","0,00",2,3,2,NA,6,3,4,NA,NA,NA,NA,NA,1,NA,NA,13,3,16
"76","Éder Militão (LAT)","São Paulo","12,56",7,"5,37","2,50","0,29",16,1,NA,3,7,6,2,NA,NA,NA,NA,NA,4,NA,NA,14,NA,17
"77","Lucca (ATA)","Internacional","9,09",7,"5,36","2,90","0,25",7,1,2,NA,19,5,4,1,NA,NA,NA,NA,2,NA,NA,7,NA,16
"78","Marcelo Grohe (GOL)","Grêmio","16,39",8,"5,30","5,00","-0,31",NA,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2
"79","Marcelo (MEI)","Botafogo","4,13",1,"5,30","5,30","0,13",2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Luan (ATA)","Grêmio","15,80",6,"5,28","0,00","0,00",5,NA,1,NA,22,13,4,2,NA,NA,NA,NA,NA,NA,NA,11,NA,25
"81","Matheus Fernandes (MEI)","Botafogo","13,56",8,"5,28","0,00","0,00",28,NA,1,NA,7,5,1,1,NA,NA,NA,NA,3,NA,NA,9,1,18
"82","Fellipe Bastos (MEI)","Sport","8,70",8,"5,26","4,10","0,46",16,NA,2,NA,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,9,1,21
"83","Walter (GOL)","Corinthians","6,77",4,"5,25","1,00","-1,39",NA,NA,NA,1,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,4,NA,NA,NA
"84","Renato Gaúcho (TEC)","Grêmio","14,81",9,"5,24","4,72","0,12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Léo (ZAG)","Cruzeiro","8,84",7,"5,23","4,20","0,09",10,NA,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,4
"86","Thiago Larghi (TEC)","Atlético-MG","10,63",9,"5,22","5,52","0,47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Santos (GOL)","Atlético-PR","10,05",8,"5,21","0,00","0,00",NA,NA,NA,4,1,NA,NA,NA,13,NA,NA,NA,NA,NA,8,NA,NA,6
"88","Gabriel (ATA)","Santos","14,43",8,"5,21","14,30","2,31",7,3,1,NA,14,14,2,NA,NA,NA,NA,NA,1,NA,NA,13,6,23
"89","Marcelo Lomba (GOL)","Internacional","7,72",1,"5,20","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"90","Hyoran (MEI)","Palmeiras","5,92",5,"5,14","10,40","1,98",1,1,3,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"91","Bruno Henrique (MEI)","Palmeiras","9,66",8,"5,12","2,80","0,41",21,1,1,NA,18,5,NA,1,NA,NA,NA,NA,2,NA,NA,21,NA,17
"92","Borja (ATA)","Palmeiras","12,68",4,"5,08","0,00","0,00",7,1,1,NA,4,10,2,NA,NA,NA,NA,NA,3,NA,NA,11,4,7
"93","Edigar Junio (ATA)","Bahia","9,88",5,"5,06","0,00","0,00",3,2,NA,NA,7,1,3,1,NA,NA,NA,NA,NA,NA,NA,7,1,7
"94","Leonardo Valencia (MEI)","Botafogo","9,01",7,"5,03","7,90","-0,37",5,1,2,NA,11,5,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,18
"95","Eduardo (LAT)","Chapecoense","5,82",2,"5,00","0,00","0,00",3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Yago (ZAG)","Botafogo","4,90",1,"5,00","0,00","0,00",3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Júnior Tavares (LAT)","São Paulo","7,58",1,"5,00","0,00","0,00",1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"98","Caio Monteiro (ATA)","Vasco","5,20",4,"4,97","0,00","0,00",4,1,1,NA,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9
"99","Cueva (MEI)","São Paulo","12,56",3,"4,93","0,00","0,00",4,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9
"100","Odair Hellmann (TEC)","Internacional","11,16",9,"4,93","4,84","0,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Ángel Romero (ATA)","Corinthians","10,87",5,"4,92","0,00","0,00",9,NA,2,NA,22,5,1,NA,NA,NA,NA,NA,2,NA,NA,9,NA,22
"102","Gabriel (MEI)","Corinthians","11,40",7,"4,91","2,60","-0,42",24,1,NA,NA,11,2,1,NA,NA,NA,NA,NA,3,NA,NA,16,NA,13
"103","Luan (ATA)","Atlético-MG","13,76",9,"4,86","2,10","-0,58",32,NA,1,NA,6,6,3,NA,NA,NA,NA,NA,2,NA,NA,16,1,27
"104","Raphael Alemão (ATA)","Paraná","4,45",2,"4,85","0,00","0,00",3,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"105","Claudinei Oliveira (TEC)","Sport","8,87",7,"4,82","4,86","0,26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Rogério (ATA)","Sport","9,01",8,"4,80","0,90","-1,24",3,2,1,NA,14,7,8,NA,NA,NA,NA,NA,NA,NA,NA,6,6,11
"107","Alemão (LAT)","Paraná","7,80",6,"4,78","0,00","0,00",17,NA,NA,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,19
"108","Danilo Fernandes (GOL)","Internacional","9,39",8,"4,77","5,00","-0,12",NA,NA,NA,4,1,NA,NA,NA,10,NA,NA,NA,NA,NA,6,NA,NA,1
"109","Iago (LAT)","Internacional","11,58",8,"4,74","12,10","1,97",19,NA,NA,5,2,3,2,NA,NA,NA,NA,NA,3,NA,NA,13,1,28
"110","Cléber Reis (ZAG)","Paraná","6,53",5,"4,72","0,00","0,00",9,NA,NA,2,5,3,1,NA,NA,NA,NA,NA,1,NA,NA,4,1,5
"111","Abel Braga (TEC)","Fluminense","11,32",9,"4,70","2,68","-0,34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Norberto  (LAT)","América-MG","10,66",7,"4,70","-0,10","-1,23",17,NA,1,2,8,NA,1,NA,NA,NA,NA,NA,2,NA,NA,11,NA,11
"113","Nenê (MEI)","São Paulo","8,50",9,"4,69","-1,90","-1,84",6,3,1,NA,19,7,3,2,NA,NA,NA,NA,3,NA,NA,10,1,30
"114","Sander (LAT)","Sport","9,91",9,"4,62","5,90","0,32",25,NA,NA,2,16,2,4,NA,NA,NA,NA,NA,3,NA,NA,20,1,13
"115","Edílson (LAT)","Cruzeiro","8,81",4,"4,60","5,90","-0,23",5,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,8
"116","Dudu (ATA)","Palmeiras","15,54",8,"4,58","8,70","0,79",6,2,1,NA,24,5,7,NA,NA,NA,NA,NA,4,NA,NA,5,2,21
"117","Everton (MEI)","São Paulo","10,27",8,"4,57","1,80","-0,88",5,2,3,NA,19,3,3,NA,NA,NA,NA,NA,1,NA,NA,8,6,28
"118","Mano Menezes (TEC)","Cruzeiro","11,02",9,"4,53","5,06","0,24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Thiago Heleno (ZAG)","Atlético-PR","9,74",6,"4,53","3,50","-1,24",6,1,NA,3,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,8,NA,7
"120","Rodrigo Becão (ZAG)","Bahia","3,61",1,"4,50","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"121","Léo (LAT)","Bahia","9,14",7,"4,49","0,80","-0,62",18,NA,NA,2,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,3,17
"122","Renato Chaves (ZAG)","Fluminense","8,64",9,"4,47","6,90","0,58",21,NA,1,3,5,NA,2,NA,NA,NA,NA,NA,2,NA,NA,11,NA,22
"123","Jonathan (LAT)","Atlético-PR","9,36",4,"4,45","0,00","0,00",2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"124","Silvinho (ATA)","Paraná","7,20",8,"4,43","0,00","0,00",11,1,NA,NA,18,9,7,NA,NA,NA,NA,NA,1,NA,NA,10,NA,22
"125","Fagner (LAT)","Corinthians","11,70",3,"4,40","0,00","0,00",5,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11
"126","Kelvin (ATA)","Vasco","6,67",4,"4,40","0,00","0,00",1,1,2,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,4
"127","Wellington Paulista (ATA)","Chapecoense","12,40",8,"4,40","12,60","1,59",7,3,2,NA,14,11,NA,NA,NA,NA,NA,NA,5,NA,NA,16,4,17
"128","Thiago Galhardo (MEI)","Vasco","8,65",4,"4,35","0,00","0,00",2,NA,2,NA,6,3,2,1,NA,NA,NA,NA,1,NA,NA,4,NA,8
"129","Pedro Henrique (ZAG)","Corinthians","5,65",2,"4,35","0,00","0,00",4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"130","Roger Machado  (TEC)","Palmeiras","11,12",9,"4,34","3,02","0,24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Diego Aguirre (TEC)","São Paulo","10,88",9,"4,34","0,93","-0,61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Bremer (ZAG)","Atlético-MG","6,58",8,"4,30","4,70","0,79",18,1,NA,2,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,11,NA,17
"133","Alisson (MEI)","Grêmio","7,73",3,"4,30","0,00","0,00",4,NA,NA,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"134","Nico López (ATA)","Internacional","14,27",7,"4,30","3,30","-0,66",1,3,NA,NA,1,3,4,1,NA,NA,NA,NA,1,NA,NA,NA,1,12
"135","Marlone (MEI)","Sport","8,85",8,"4,29","0,80","-0,22",6,1,2,NA,12,4,7,NA,NA,NA,NA,NA,1,NA,NA,3,1,21
"136","Cássio (GOL)","Corinthians","10,84",5,"4,28","0,00","0,00",NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,2
"137","Petros (MEI)","São Paulo","8,51",4,"4,28","2,40","-0,35",12,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3
"138","Madson (LAT)","Grêmio","6,98",4,"4,25","0,00","0,00",3,NA,NA,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"139","Gilson (LAT)","Botafogo","8,20",6,"4,22","0,00","0,00",14,1,NA,NA,14,1,1,NA,NA,NA,NA,NA,1,NA,NA,7,NA,24
"140","Marcos Junior (ATA)","Fluminense","6,65",8,"4,16","0,00","-1,41",5,2,1,NA,12,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8
"141","Anderson (GOL)","Bahia","3,92",3,"4,13","0,00","0,00",NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"142","Maicon (MEI)","Grêmio","8,19",8,"4,11","-0,50","-0,27",17,3,NA,NA,7,3,1,NA,NA,NA,NA,NA,2,1,NA,14,NA,29
"143","Ezequiel  (LAT)","Cruzeiro","4,41",2,"4,10","0,00","0,00",5,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,6
"144","Rodrigo Dourado (MEI)","Internacional","10,17",9,"4,09","-3,60","-1,59",32,NA,NA,NA,12,1,2,NA,NA,NA,NA,NA,3,NA,NA,20,1,13
"145","Elton (MEI)","Bahia","9,67",8,"4,06","8,40","1,58",27,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,1,NA,NA,25,NA,14
"146","Cazares (MEI)","Atlético-MG","10,06",7,"4,06","1,60","-0,68",5,1,2,NA,1,10,6,NA,NA,NA,NA,NA,1,NA,NA,6,NA,26
"147","Keno (ATA)","Palmeiras","9,87",9,"4,04","-1,00","-0,59",17,1,1,NA,22,3,4,NA,NA,NA,NA,NA,NA,1,NA,12,7,23
"148","Thaciano (MEI)","Grêmio","3,80",3,"4,03","10,30","2,27",1,1,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
"149","Marquinhos (ATA)","América-MG","7,00",5,"4,02","0,00","0,00",4,1,1,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12
"150","Alison (MEI)","Santos","9,00",5,"4,02","0,00","0,00",17,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,9
"151","Jair Ventura (TEC)","Santos","11,61",8,"4,00","8,09","1,14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Aderlan (LAT)","América-MG","3,97",5,"3,96","5,00","0,39",13,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,9,NA,10
"153","Torito González (MEI)","Paraná","4,77",6,"3,95","1,40","0,05",15,NA,NA,NA,16,4,1,NA,NA,NA,NA,NA,3,NA,NA,8,NA,4
"154","Pablo Dyego (ATA)","Fluminense","6,22",6,"3,92","9,20","1,58",1,2,NA,NA,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"155","Rafael Sobis (ATA)","Cruzeiro","6,72",7,"3,90","0,10","-1,39",6,1,NA,NA,7,11,3,NA,NA,NA,NA,NA,1,NA,NA,3,NA,7
"156","Renato (MEI)","Santos","8,60",4,"3,90","9,30","1,37",4,1,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8
"157","Rafael Marques (ATA)","Sport","4,24",6,"3,90","4,50","0,08",4,1,1,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3
"158","Juninho (MEI)","América-MG","7,92",9,"3,86","1,70","0,33",24,1,NA,NA,10,3,NA,NA,NA,NA,NA,NA,2,NA,NA,11,NA,24
