"","Nome","Posição","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"184","Marlone","MEI","Sport","8,70",12,"3,30","1,20","-0,23",8,1,2,0,19,7,8,0,0,0,0,0,1,0,0,5,1,34
"185","Pablo Dyego","ATA","Fluminense","5,75",10,"3,29","3,50","0,39",3,2,0,0,12,6,4,1,0,0,0,0,0,0,0,4,0,14
"186","Adilson","MEI","Atlético-MG","6,64",10,"3,28","0,00","0,00",30,0,0,0,16,0,0,0,0,0,0,0,3,0,0,17,0,19
"187","Wellington Paulista","ATA","Chapecoense","10,70",12,"3,26","3,20","0,34",9,3,2,0,16,15,2,0,0,0,0,0,5,0,0,22,5,24
"188","Leandro Damião","ATA","Internacional","7,83",9,"3,25","0,00","0,00",3,2,1,0,10,13,8,0,0,0,0,0,3,0,0,15,4,19
"189","Rhayner","ATA","Vitória","8,58",11,"3,25","0,00","0,00",20,0,1,0,20,6,9,1,0,0,0,0,4,0,0,24,0,26
"190","Walisson Maia","ZAG","Vitória","5,06",2,"3,25","0,00","0,00",7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,5
"191","Jean","MEI","Botafogo","3,34",3,"3,23","0,00","0,00",5,0,1,0,7,0,0,0,0,0,0,0,1,0,0,5,0,6
"192","Maicon","MEI","Grêmio","7,74",10,"3,21","0,20","-0,11",18,3,0,0,8,4,2,0,0,0,0,0,3,1,0,16,0,35
"193","Pedro Botelho","LAT","Vitória","6,26",5,"3,20","0,00","0,00",8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,15
"194","Jean","LAT","Palmeiras","6,18",3,"3,20","3,70","0,61",3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,4,0,2
"195","Valdo","ZAG","Ceará","7,22",10,"3,20","3,70","-0,14",11,0,0,3,4,3,0,0,0,0,0,0,0,0,0,5,0,5
"196","Marcelo Hermes","LAT","Cruzeiro","4,76",4,"3,17","0,00","0,00",9,0,0,1,3,3,0,0,0,0,0,0,1,0,0,4,0,19
"197","Jonathan","LAT","Atlético-PR","7,78",5,"3,16","-2,00","-1,58",2,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,4
"198","João Ricardo","GOL","América-MG","5,30",4,"3,13","2,70","-0,57",0,0,0,1,0,0,0,0,9,0,0,0,0,0,9,0,0,5
"199","Canteros","MEI","Chapecoense","8,22",13,"3,13","2,10","0,60",22,2,1,0,12,3,1,1,0,0,0,0,1,0,0,13,0,58
"200","Vagner Mancini","TEC","Vitória","8,00",13,"3,13","4,95","1,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Fabiano","LAT","Internacional","7,87",7,"3,09","-0,40","0,12",11,0,0,3,1,3,0,0,0,0,0,0,2,0,0,5,0,21
"202","Lucas Fonseca","ZAG","Bahia","7,44",12,"3,09","0,50","-0,80",11,0,0,4,15,3,2,1,0,0,0,0,2,0,0,10,0,19
"203","Thiago Galhardo","MEI","Vasco","6,91",5,"3,08","0,00","0,00",2,0,2,0,6,3,2,1,0,0,0,0,2,0,0,4,0,8
"204","Igor Rabello","ZAG","Botafogo","10,26",13,"3,08","1,20","-0,69",17,2,0,2,10,3,2,0,0,0,1,0,1,0,0,11,3,24
"205","Raphael Alemão","ATA","Paraná","3,60",3,"3,07","-0,50","-0,85",3,0,0,0,3,2,4,0,0,0,0,0,0,0,0,4,0,4
"206","Thaciano","MEI","Grêmio","2,89",5,"3,06","0,00","0,00",3,1,0,0,3,2,3,0,0,0,0,0,0,0,0,5,1,3
"207","Bruno Cosendey","MEI","Vasco","4,32",6,"3,05","0,00","0,00",5,1,1,0,3,2,2,0,0,0,0,0,0,0,0,7,0,14
"208","Jefferson","GOL","Botafogo","8,55",11,"3,05","-4,00","-1,83",0,0,1,2,1,0,0,0,16,0,0,0,0,0,14,0,0,7
"209","Andrés Ríos","ATA","Vasco","7,49",11,"3,04","6,40","1,24",5,4,1,0,22,5,5,1,0,0,0,0,4,1,0,36,1,15
"210","Vanderlei","GOL","Santos","15,49",12,"3,02","7,00","0,71",0,0,0,2,2,0,0,0,20,0,0,0,0,0,17,0,0,2
"211","Bruno Silva","ATA","Chapecoense","2,73",8,"3,02","3,40","0,03",10,1,0,0,6,0,3,0,0,0,0,0,0,0,0,6,0,8
"212","Lucas Fernandes","ATA","Vitória","6,07",9,"3,02","6,10","0,87",6,1,0,0,16,2,2,2,0,0,0,0,0,0,0,5,0,18
"213","Thiago Heleno","ZAG","Atlético-PR","8,87",10,"3,02","0,00","-0,02",9,1,0,3,8,3,1,1,0,0,1,0,1,0,0,13,0,11
"214","Nikão","MEI","Atlético-PR","12,33",11,"3,01","8,00","1,72",6,1,1,0,19,9,7,1,0,0,0,0,1,0,0,8,4,30
"215","Ralf","MEI","Corinthians","8,96",1,"3,00","0,00","0,00",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"216","Thiago Martins","ZAG","Palmeiras","4,55",5,"3,00","0,00","0,00",4,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,0,5
"217","Jonathas","ATA","Corinthians","5,22",1,"3,00","3,00","0,22",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"218","Élber","MEI","Bahia","5,32",10,"2,97","-0,50","0,03",9,1,2,0,13,0,9,0,0,0,0,0,4,0,0,5,1,27
"219","Jeferson","LAT","Vitória","5,99",11,"2,96","6,40","1,39",17,0,1,3,7,1,1,0,0,0,0,0,3,0,0,10,1,23
"220","Bruno Bispo","ZAG","Vitória","4,18",2,"2,95","0,00","0,00",3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,2
"221","Messias","ZAG","América-MG","8,36",13,"2,94","0,80","-0,38",14,1,0,3,10,3,2,0,0,0,0,0,1,0,0,11,0,27
"222","Magrão","GOL","Sport","7,73",8,"2,94","1,00","0,42",0,0,0,2,1,0,0,0,12,1,0,0,3,0,11,1,0,5
"223","Everton Felipe","MEI","Sport","5,47",6,"2,92","0,00","0,00",5,1,0,0,9,1,3,0,0,0,0,0,0,0,0,3,0,18
"224","Victor Ferraz","LAT","Santos","8,57",8,"2,90","1,90","-0,33",12,1,0,1,2,0,2,0,0,0,0,0,1,0,0,7,3,14
"225","Igor","LAT","Paraná","3,19",6,"2,90","3,20","0,78",10,0,0,1,4,3,0,0,0,0,0,0,1,0,0,3,1,10
"226","Antônio Carlos ","ZAG","Palmeiras","7,63",10,"2,88","-1,10","-0,35",8,1,0,3,5,1,2,2,0,0,0,0,4,0,0,10,1,15
"227","Luiz Otávio","ZAG","Ceará","8,04",12,"2,86","5,90","1,20",20,0,0,3,7,1,0,0,0,0,0,0,4,0,0,7,0,12
"228","Ezequiel","ATA","Botafogo","5,02",5,"2,84","2,00","-0,05",4,0,1,0,4,3,1,0,0,0,0,0,0,0,0,3,0,3
"229","Marcinho","LAT","Botafogo","6,51",11,"2,83","0,00","0,00",17,0,3,1,4,4,1,0,0,0,0,0,2,0,0,12,0,36
"230","Felipe Azevedo","ATA","Ceará","6,49",11,"2,82","9,60","1,99",7,1,2,0,14,4,4,0,0,0,0,0,0,0,0,10,0,25
"231","Régis","LAT","São Paulo","6,86",6,"2,82","0,00","0,00",10,0,0,2,2,1,1,0,0,0,0,0,2,0,0,7,0,12
"232","Aderlan","LAT","América-MG","3,18",7,"2,81","0,20","0,04",16,0,1,1,4,3,0,0,0,0,0,0,4,0,0,13,0,14
"233","Uribe","ATA","Flamengo","6,67",1,"2,80","2,80","-0,33",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"234","Gustavo Scarpa","MEI","Palmeiras","10,51",1,"2,80","2,80","-1,49",2,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,1
"235","Henrique","MEI","Cruzeiro","9,16",8,"2,80","1,20","0,13",17,0,0,0,12,5,1,0,0,0,0,0,3,0,0,10,0,11
"236","Gabriel","ZAG","Atlético-MG","6,70",13,"2,79","-0,80","-0,75",19,0,0,2,14,2,2,1,0,0,1,0,1,0,0,13,0,9
"237","Rafael Marques","ATA","Sport","3,79",10,"2,78","0,70","-0,26",6,1,1,0,11,6,4,0,0,0,0,0,0,0,0,9,5,8
"238","Elicarlos","MEI","Chapecoense","5,28",10,"2,78","3,10","0,60",16,1,0,0,20,3,1,0,0,0,0,0,2,0,0,18,0,16
"239","Rafael Thyere","ZAG","Chapecoense","3,84",12,"2,75","1,70","-0,72",17,0,0,4,9,0,0,0,0,0,0,0,4,0,0,7,1,17
"240","Claudio Winck","LAT","Sport","3,96",6,"2,75","0,00","0,00",5,1,0,1,8,2,2,0,0,0,0,0,1,0,0,11,0,15
"241","Éverton Ribeiro","MEI","Flamengo","5,03",11,"2,74","1,70","0,73",13,2,1,0,18,6,6,0,0,0,0,1,3,0,0,19,0,36
"242","Renê Júnior","MEI","Corinthians","5,96",3,"2,73","3,00","-0,74",7,0,0,0,4,2,0,0,0,0,0,0,0,0,0,10,0,3
"243","Régis","MEI","Bahia","4,45",12,"2,71","-1,10","-0,83",10,2,1,0,10,5,2,1,0,0,0,0,2,0,0,11,0,28
"244","Rafael Pereira","ZAG","Ceará","4,61",6,"2,70","0,00","0,00",7,0,0,1,6,2,0,0,0,0,0,0,0,0,0,2,1,8
"245","Manoel","ZAG","Cruzeiro","4,94",2,"2,70","0,00","0,00",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2
"246","Pachu","ATA","Botafogo","2,55",1,"2,70","0,00","0,00",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"247","Richardson","MEI","Ceará","6,20",9,"2,69","2,50","0,65",16,0,0,0,25,1,3,0,0,0,0,0,2,0,0,14,0,19
"248","Edimar","LAT","São Paulo","3,59",4,"2,67","0,00","0,00",2,0,0,2,3,1,0,0,0,0,0,0,1,0,0,4,0,2
"249","Bruno Silva","MEI","Cruzeiro","6,80",8,"2,67","0,00","0,00",8,1,1,0,2,8,1,0,0,0,0,0,2,0,0,11,0,9
"250","Brenner","ATA","Botafogo","5,44",7,"2,67","0,00","0,00",2,1,0,0,13,4,3,0,0,0,0,0,0,0,0,5,2,7
"251","Everson","ZAG","Bahia","4,01",4,"2,67","0,00","0,00",4,0,0,1,2,2,0,1,0,0,0,0,1,0,0,2,1,8
"252","Marcos Paquetá","TEC","Botafogo","9,09",1,"2,65","2,65","-1,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Marcelo","MEI","Botafogo","3,30",2,"2,65","0,00","0,00",2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1
"254","Jandrei","GOL","Chapecoense","5,71",13,"2,65","0,70","-0,93",1,0,0,4,2,0,0,0,19,0,0,0,1,0,20,0,0,10
"255","Daniel Guedes ","LAT","Santos","7,38",4,"2,65","0,00","0,00",6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,8
"256","Eduardo Sasha","ATA","Santos","8,38",11,"2,65","4,50","0,62",10,0,3,0,17,5,1,1,0,0,0,0,0,0,0,14,8,22
"257","Victor Luis","LAT","Palmeiras","6,77",5,"2,64","0,00","0,00",6,0,0,1,3,2,2,0,0,0,0,0,1,0,0,2,0,11
"258","Jadson","MEI","Fluminense","8,14",13,"2,62","-1,40","-0,52",26,0,1,0,20,4,4,0,0,0,0,0,3,0,0,20,1,38
"259","Juan","ZAG","Flamengo","7,20",3,"2,60","0,00","0,00",2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5
"260","Mansur","LAT","Paraná","4,91",6,"2,60","0,00","0,00",7,0,0,2,5,2,2,1,0,0,0,1,0,0,0,11,0,13
"261","Paulo Roberto","MEI","Corinthians","2,93",4,"2,60","0,00","-0,38",11,0,0,0,1,1,1,0,0,0,0,0,2,0,0,5,0,7
"262","Jorginho","TEC","Vasco","5,41",6,"2,59","2,29","-0,10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","Sornoza","MEI","Fluminense","8,28",13,"2,57","2,70","0,48",15,0,1,0,8,11,9,0,0,0,0,0,2,0,0,7,0,34
"264","Edenílson","MEI","Internacional","8,91",9,"2,55","2,80","0,55",11,0,2,0,10,6,0,0,0,0,0,0,2,0,0,6,0,21
"265","Leandro Pereira","ATA","Chapecoense","6,00",11,"2,52","-0,50","-0,09",9,2,0,0,15,6,4,1,0,0,0,1,1,0,0,19,8,5
"266","Denilson","ATA","Atlético-MG","8,41",7,"2,52","-0,20","-1,63",3,2,0,0,5,5,1,0,0,0,0,0,0,0,0,11,3,12
"267","Paulinho","ATA","São Paulo","1,29",1,"2,50","0,00","0,00",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"268","Léo Cittadini","MEI","Santos","7,99",10,"2,47","-2,50","-1,02",13,0,1,0,8,4,2,0,0,0,0,0,2,0,0,8,1,3
"269","Judivan ","ATA","América-MG","3,22",7,"2,45","0,00","0,00",3,0,1,0,6,4,6,0,0,0,0,0,0,0,0,9,0,4
"270","Thiago Santos","ATA","Paraná","1,64",6,"2,43","-2,90","-0,76",1,1,1,0,8,6,0,2,0,0,0,0,2,0,0,11,5,9
"271","Gabriel","MEI","Sport","5,90",12,"2,41","3,70","0,62",7,1,1,0,18,4,5,0,0,0,0,0,1,0,0,8,1,21
"272","Ramon","ZAG","Vitória","3,50",10,"2,40","0,00","0,00",8,1,0,2,8,3,1,0,0,0,0,0,2,0,0,15,0,7
"273","Mateus Vital","MEI","Corinthians","5,20",12,"2,40","-0,30","-0,24",6,1,1,0,12,4,4,0,0,0,0,0,0,0,0,4,2,14
"274","Marquinhos","ATA","América-MG","6,19",8,"2,37","0,00","0,00",5,1,1,0,5,1,3,0,0,0,0,0,1,0,0,4,0,15
"275","Rayan","ZAG","Paraná","3,66",9,"2,37","4,20","0,78",15,0,0,1,10,3,1,0,0,0,0,0,3,0,0,9,2,11
"276","Matheus Ferraz","ZAG","América-MG","5,61",9,"2,37","2,40","-0,34",14,0,0,2,4,1,0,0,0,0,0,0,2,0,0,8,1,13
"277","Ricardo Drubscky","TEC","América-MG","8,90",1,"2,35","2,35","-1,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Werley","ZAG","Vasco","5,87",6,"2,35","0,00","0,00",9,0,0,1,5,3,2,0,0,0,1,0,0,0,0,8,0,9
"279","Willian Farias","MEI","Vitória","4,34",6,"2,33","1,50","-0,65",11,0,0,0,3,2,1,0,0,0,0,0,1,0,0,6,0,6
"280","David Braz","ZAG","Santos","9,19",11,"2,31","4,80","-0,07",15,0,0,2,5,5,0,0,0,0,0,0,2,0,0,9,0,17
"281","Luan","ATA","América-MG","9,59",8,"2,30","0,00","0,00",12,0,2,0,15,7,1,0,0,0,0,1,2,0,0,16,3,18
"282","Caio Henrique","MEI","Paraná","4,28",13,"2,30","-0,30","-0,22",14,0,2,0,10,7,3,0,0,0,0,0,1,0,0,9,2,26
"283","Edinho","ATA","Atlético-MG","3,36",1,"2,30","2,30","0,36",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"284","Bruno Guimarães","MEI","Atlético-PR","6,07",10,"2,29","2,20","0,00",12,0,0,0,32,1,0,0,0,0,0,0,2,0,0,9,0,11
"285","Gregore","MEI","Bahia","7,17",12,"2,28","4,80","0,92",36,0,0,0,11,4,5,0,0,0,0,0,5,0,0,52,0,18
"286","Arnaldo","LAT","Ceará","5,49",7,"2,26","7,60","1,46",7,0,0,2,8,0,0,0,0,0,0,0,1,0,0,5,0,14
"287","Wagner","MEI","Vasco","10,09",9,"2,24","4,20","0,92",6,2,0,0,19,5,5,0,0,0,0,0,6,0,0,12,2,18
"288","Guerra","MEI","Palmeiras","7,89",4,"2,23","0,00","0,00",2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0,7
"289","Patric","LAT","Atlético-MG","5,56",9,"2,22","3,70","0,89",16,0,1,1,2,1,1,0,0,0,0,0,0,0,0,16,2,27
"290","Michel Bastos","MEI","Sport","4,36",7,"2,21","0,20","0,12",1,2,0,0,6,2,1,0,0,0,0,0,1,0,0,5,0,11
"291","Wanderson","ZAG","Atlético-PR","5,11",7,"2,21","7,50","1,48",10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,11,1,17
"292","Marcelo Oliveira","TEC","Fluminense","9,39",1,"2,20","2,20","-1,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Robinho","MEI","Cruzeiro","7,55",12,"2,19","13,90","2,70",19,1,1,0,16,6,2,0,0,0,0,0,4,0,0,18,1,43
"294","Leandro Vilela","MEI","Paraná","4,40",9,"2,19","2,20","-0,10",19,0,0,0,17,4,0,0,0,0,0,0,3,0,0,17,0,20
"295","Rafinha","MEI","Cruzeiro","6,88",5,"2,18","0,50","0,08",4,0,1,0,8,0,1,0,0,0,0,0,0,0,0,4,3,6
"296","João Lucas","LAT","Ceará","3,06",3,"2,17","5,50","1,41",1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,6
"297","Aylon","ATA","América-MG","7,06",10,"2,16","0,00","0,00",7,0,1,0,14,9,5,1,0,0,0,0,2,0,0,14,5,12
"298","Jadson","MEI","Corinthians","7,16",6,"2,15","0,00","0,00",2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,5,0,13
"299","Neto Moura","MEI","Sport","4,30",9,"2,14","0,00","0,00",11,0,0,0,8,3,3,0,0,0,0,0,1,0,0,8,0,4
"300","Lucas Silva","MEI","Cruzeiro","4,88",8,"2,12","0,00","0,00",18,0,0,0,12,6,0,0,0,0,0,0,2,0,0,21,0,21
"301","Frazan","ZAG","Fluminense","3,74",4,"2,12","0,00","0,00",3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,0,4
"302","Zé Ivaldo","ZAG","Atlético-PR","3,19",11,"2,12","0,00","0,00",12,0,0,4,6,2,1,0,0,0,0,0,4,0,0,13,1,18
"303","Lucas Lima","MEI","Palmeiras","7,70",12,"2,08","6,60","0,98",13,1,1,0,12,5,1,1,0,0,0,0,3,0,0,20,0,19
"304","William Pottker","ATA","Internacional","4,38",11,"2,05","8,70","1,19",11,1,0,0,17,8,6,0,0,0,0,1,2,0,0,11,7,20
"305","Léo Itaperuna","ATA","Paraná","3,97",10,"2,04","0,80","-0,12",6,0,1,0,12,6,2,0,0,0,0,0,0,0,0,10,0,6
"306","Victor","GOL","Atlético-MG","9,83",13,"2,04","1,70","0,21",0,0,0,2,1,0,0,0,19,0,0,0,0,0,19,0,0,10
"307","Guilherme","ATA","Chapecoense","4,80",8,"2,04","0,50","-0,24",4,1,0,0,8,4,2,0,0,0,0,0,0,0,0,4,1,16
"308","André","ATA","Grêmio","9,79",13,"2,03","12,30","2,39",7,3,0,0,20,10,4,0,0,0,0,0,2,0,0,28,10,27
"309","Robinho","ATA","Fluminense","4,13",6,"2,03","0,00","0,00",4,0,1,0,2,4,1,1,0,0,0,0,1,0,0,4,1,9
"310","Renato","MEI","Santos","6,43",7,"2,03","0,00","0,00",5,1,0,0,6,2,2,0,0,0,0,0,1,0,0,4,2,11
"311","Fabinho","MEI","Ceará","3,48",5,"2,02","1,20","-0,25",7,0,0,0,8,2,0,0,0,0,0,0,0,0,0,6,0,10
"312","Lucas Santos","MEI","Vasco","1,18",1,"2,00","0,00","0,00",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"313","Marlon","LAT","Fluminense","4,70",9,"2,00","0,00","-0,09",16,0,0,2,4,4,1,0,0,0,0,0,3,0,0,12,1,33
"314","Danilo","MEI","Corinthians","3,53",1,"2,00","0,00","0,00",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Caíque","ATA","São Paulo","1,15",1,"2,00","0,00","0,00",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Gum","ZAG","Fluminense","4,53",9,"1,99","-2,00","-0,84",6,0,1,2,3,2,1,0,0,0,0,0,0,0,0,10,0,18
"317","Rodrigo Pimpão","ATA","Botafogo","4,53",9,"1,98","3,80","0,36",7,1,0,0,9,3,3,0,0,0,0,0,2,0,0,6,0,14
"318","Márcio Araújo","MEI","Chapecoense","3,62",12,"1,98","0,90","-0,42",19,0,0,0,11,3,1,0,0,0,0,0,1,0,0,11,0,21
"319","Thonny Anderson","MEI","Grêmio","3,36",5,"1,96","0,00","0,00",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,4
"320","Júlio César","GOL","Fluminense","3,37",13,"1,96","-2,90","-0,71",0,0,0,3,1,0,0,0,17,0,0,0,1,0,18,0,0,10
"321","Emerson Sheik","ATA","Corinthians","7,11",7,"1,95","0,00","0,00",1,0,1,0,10,0,1,1,0,0,0,0,0,0,0,3,0,2
"322","Wescley","MEI","Ceará","4,23",9,"1,94","0,00","0,00",5,2,0,0,4,5,2,0,0,0,0,0,1,0,0,13,1,18
"323","Willian Arão","MEI","Flamengo","3,77",4,"1,92","0,00","0,00",6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,7
"324","Fábio Santos","LAT","Atlético-MG","5,30",12,"1,91","0,40","0,57",13,1,0,2,17,2,0,0,0,0,0,0,4,0,0,15,4,24
"325","Edu Dracena","ZAG","Palmeiras","5,86",10,"1,90","-0,50","-0,62",8,0,0,2,8,0,1,1,0,0,1,0,1,0,0,5,1,4
"326","Hyuri","ATA","Ceará","3,71",4,"1,90","0,00","0,00",4,0,0,0,3,3,1,0,0,0,0,0,0,0,0,3,1,5
"327","Michel ","MEI","Grêmio","4,70",2,"1,90","0,00","0,00",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"328","Matheus Rossetto","MEI","Atlético-PR","9,22",8,"1,89","0,00","0,00",12,1,0,0,3,2,0,0,0,0,0,0,1,0,0,10,2,20
"329","Arthur","ATA","Ceará","5,39",7,"1,87","8,50","1,53",3,1,0,0,1,6,3,0,0,0,0,0,1,0,0,9,0,6
"330","Raphael Veiga","MEI","Atlético-PR","7,69",11,"1,85","15,60","2,87",2,1,2,0,9,2,7,0,0,0,0,0,3,0,0,8,0,17
"331","Carlos","ATA","Paraná","5,29",11,"1,83","0,00","0,00",8,1,0,0,13,8,4,0,0,0,0,0,3,0,0,12,7,7
"332","Lucas Veríssimo","ZAG","Santos","7,18",9,"1,83","0,00","0,00",13,0,0,1,8,1,2,0,0,0,0,1,2,0,0,6,1,9
"333","Allione","MEI","Bahia","4,31",8,"1,82","0,00","0,00",1,1,1,0,5,0,2,0,0,0,0,0,0,0,0,6,0,6
"334","Lucas Romero","MEI","Cruzeiro","5,23",9,"1,81","0,00","0,00",16,0,0,0,7,0,1,0,0,0,0,0,0,0,0,13,1,18
"335","Alex Santana","MEI","Paraná","2,84",5,"1,80","1,50","0,30",2,0,0,0,5,2,2,0,0,0,0,0,0,0,0,1,0,0
"336","Arthur Gomes","ATA","Santos","3,63",4,"1,80","0,00","0,00",1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"337","Yago","MEI","Vitória","8,09",8,"1,78","0,00","0,00",11,1,0,0,9,3,4,0,0,0,0,1,3,0,0,9,1,20
"338","Cícero","MEI","Grêmio","5,37",9,"1,78","2,50","0,80",8,0,1,0,4,4,4,0,0,0,0,0,2,0,0,8,0,10
"339","Henrique","LAT","Vasco","5,84",10,"1,73","1,30","-0,86",16,0,0,1,17,2,1,0,0,0,0,0,4,0,0,17,1,20
"340","Flávio","MEI","Bahia","2,82",7,"1,73","-1,00","0,07",10,0,0,0,4,1,1,0,0,0,0,0,2,0,0,4,0,3
"341","Ricardinho","MEI","Ceará","4,65",9,"1,72","0,00","0,00",12,0,0,0,8,3,3,0,0,0,0,0,0,0,0,11,2,20
"342","Jesiel","ZAG","Paraná","3,27",8,"1,71","0,00","0,00",11,0,0,1,3,1,1,0,0,0,0,0,2,0,0,8,0,11
"343","Bruno Henrique","ATA","Santos","9,74",7,"1,71","1,00","-0,91",4,1,0,0,7,6,0,0,0,0,0,0,2,0,0,8,1,6
"344","Paulo Victor","GOL","Grêmio","6,92",1,"1,70","0,00","0,00",0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
"345","Shaylon","MEI","São Paulo","2,92",2,"1,70","0,00","0,00",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2
"346","Miranda","ZAG","Vasco","1,21",1,"1,70","0,00","0,00",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"347","Raul","MEI","Vasco","1,84",1,"1,70","0,00","0,00",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"348","Marcinho","ATA","Atlético-PR","3,32",3,"1,70","0,00","0,00",3,0,0,0,7,2,0,0,0,0,0,0,0,0,0,6,0,5
"349","Gustavo Bochecha","MEI","Botafogo","4,17",5,"1,70","0,00","0,00",8,0,0,0,10,2,0,0,0,0,0,0,2,0,0,5,0,12
"350","Marcos Vinícius","MEI","Botafogo","3,80",4,"1,67","0,00","0,00",3,0,0,0,5,3,0,1,0,0,0,0,1,0,0,2,0,9
"351","Douglas","MEI","Corinthians","3,22",6,"1,65","0,00","0,00",7,0,1,0,2,4,2,0,0,0,0,0,2,0,0,11,0,9
"352","Andrigo","MEI","Sport","4,89",4,"1,65","1,50","-0,71",3,0,0,0,2,2,4,0,0,0,0,0,0,0,0,3,1,11
"353","Jhonny Lucas","MEI","Paraná","3,89",9,"1,64","0,00","0,00",15,1,0,0,10,4,3,0,0,0,0,0,5,0,0,25,0,17
"354","Caíque","GOL","Vitória","3,50",5,"1,62","0,00","0,00",0,0,0,0,1,0,0,0,8,1,0,0,1,0,10,1,0,3
"355","Luiz Antonio ","MEI","Chapecoense","5,01",4,"1,62","-0,80","-0,41",3,0,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,7
"356","Samuel Xavier","LAT","Ceará","4,33",5,"1,62","0,00","0,00",4,0,1,0,11,1,0,1,0,0,0,0,2,0,0,8,0,14
"357","Lucas","LAT","Vitória","5,17",5,"1,62","0,00","0,00",5,0,0,0,7,2,0,0,0,0,0,0,0,0,0,3,0,10
"358","Camacho","MEI","Atlético-PR","4,49",12,"1,61","0,50","-0,43",24,0,0,0,8,3,2,0,0,0,0,1,1,0,0,19,0,30
"359","Rossi","ATA","Internacional","3,70",8,"1,61","-0,10","0,25",6,1,1,0,8,1,0,0,0,0,0,0,2,1,0,7,0,8
"360","Weverton","GOL","Palmeiras","6,76",2,"1,60","-2,30","-2,12",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"361","Edílson","LAT","Cruzeiro","6,80",7,"1,60","-1,50","0,04",7,0,0,3,5,1,0,0,0,0,0,0,4,0,0,9,0,17
"362","Nickson","MEI","Vitória","2,08",2,"1,60","0,00","0,00",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"363","Romário ","LAT","Ceará","2,95",8,"1,58","0,00","0,00",12,0,0,1,6,0,1,0,0,0,0,0,1,0,0,9,3,22
"364","Gabriel Dias","MEI","Internacional","3,55",5,"1,58","0,00","0,00",5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,5,0,3
"365","Camilo","MEI","Internacional","3,44",3,"1,57","0,00","-0,73",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7
"366","Guilherme Biteco","MEI","Paraná","4,68",4,"1,57","0,00","0,00",2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4
"367","Jailson","MEI","Grêmio","4,08",7,"1,57","1,20","-0,22",11,0,0,0,5,0,0,0,0,0,0,0,1,0,0,6,0,10
"368","Henrique Dourado","ATA","Flamengo","10,08",12,"1,56","0,00","0,00",2,3,0,0,16,6,1,0,0,0,0,1,2,0,0,17,4,9
