"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"49","Léo Moura (LAT)","Grêmio","11,65",4,"6,42","5,50","-0,27",3,NA,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1
"50","Bruno Cosendey (MEI)","Vasco","4,13",2,"6,40","0,00","0,00",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"51","Richard (MEI)","Fluminense","16,41",6,"6,37","5,70","0,45",21,1,NA,NA,10,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,13
"52","Neilton (ATA)","Vitória","12,23",5,"6,32","16,30","3,18",6,2,1,NA,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18
"53","Réver (ZAG)","Flamengo","16,24",5,"6,30","0,80","-1,98",1,1,NA,3,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"54","Zé Rafael  (MEI)","Bahia","17,03",6,"6,27","6,10","0,03",12,NA,NA,NA,24,8,7,2,NA,NA,NA,NA,1,NA,NA,14,NA,14
"55","Fellipe Bastos (MEI)","Sport","8,17",5,"6,18","0,00","0,00",10,NA,2,NA,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,1,12
"56","Lucca (ATA)","Internacional","10,52",4,"6,12","18,70","4,64",3,1,1,NA,12,2,3,1,NA,NA,NA,NA,2,NA,NA,4,NA,4
"57","Kannemann (ZAG)","Grêmio","11,68",4,"6,03","11,20","1,40",11,NA,NA,3,7,NA,NA,NA,NA,NA,NA,1,1,NA,NA,6,NA,3
"58","Léo Cittadini (MEI)","Santos","10,33",3,"6,00","0,00","0,00",9,NA,1,NA,4,3,1,NA,NA,NA,NA,NA,1,NA,NA,6,1,2
"59","Luan (ATA)","Grêmio","16,78",5,"5,96","3,40","-0,31",5,NA,1,NA,20,11,2,2,NA,NA,NA,NA,NA,NA,NA,9,NA,18
"60","Victor (GOL)","Atlético-MG","13,38",6,"5,92","11,00","0,34",NA,NA,NA,2,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,6,NA,NA,5
"61","Rodinei (LAT)","Flamengo","11,08",6,"5,87","-0,30","-0,85",6,NA,1,3,13,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,12
"62","Torito González (MEI)","Paraná","5,67",3,"5,83","10,50","2,45",11,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,2
"63","Bruno Henrique (MEI)","Palmeiras","9,21",5,"5,82","2,70","-0,89",15,1,NA,NA,10,3,NA,1,NA,NA,NA,NA,1,NA,NA,13,NA,11
"64","Paulo André (ZAG)","Atlético-PR","8,08",2,"5,80","0,00","0,00",3,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,3
"65","Maílson (GOL)","Sport","5,14",3,"5,80","0,00","0,00",NA,NA,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"66","Diego Souza (MEI)","São Paulo","11,47",3,"5,73","9,30","0,64",NA,2,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8
"67","Ayrton Lucas (LAT)","Fluminense","10,43",4,"5,70","0,00","0,00",9,NA,NA,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5
"68","Léo (ZAG)","Cruzeiro","8,71",4,"5,67","0,00","0,00",10,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2
"69","Norberto  (LAT)","América-MG","12,01",5,"5,62","8,00","1,15",15,NA,NA,2,7,NA,1,NA,NA,NA,NA,NA,2,NA,NA,6,NA,7
"70","Maurício Barbieri (TEC)","Flamengo","12,09",6,"5,61","1,27","-0,64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Emerson (LAT)","Atlético-MG","4,58",1,"5,60","5,60","0,58",2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,3
"72","Thiago Larghi (TEC)","Atlético-MG","10,30",6,"5,58","6,78","0,35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Kelvin (ATA)","Vasco","6,39",3,"5,57","-1,70","-1,19",NA,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,2
"74","Rogério (ATA)","Sport","9,43",5,"5,56","6,20","0,90",3,1,1,NA,12,3,6,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6
"75","Fabiano (LAT)","Internacional","9,59",4,"5,55","0,00","0,00",9,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,12
"76","Fábio (GOL)","Cruzeiro","10,60",5,"5,54","7,00","-0,33",NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,3,NA,NA,1
"77","Ricardo Oliveira (ATA)","Atlético-MG","9,33",6,"5,52","11,10","2,00",3,2,2,NA,8,8,5,NA,NA,NA,NA,NA,2,NA,NA,8,5,11
"78","Leandro Carvalho (ATA)","Botafogo","5,86",1,"5,50","0,00","0,00",2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"79","Weverton (GOL)","Palmeiras","8,88",1,"5,50","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Silvinho (ATA)","Paraná","8,27",6,"5,43","6,10","-0,46",9,1,NA,NA,14,8,7,NA,NA,NA,NA,NA,1,NA,NA,6,NA,19
"81","Murilo (ZAG)","Cruzeiro","8,07",2,"5,40","3,10","-0,83",4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"82","Paulo Miranda (ZAG)","Grêmio","7,76",2,"5,40","0,00","0,00",4,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5
"83","Gilberto  (LAT)","Fluminense","7,83",5,"5,40","13,40","2,42",9,1,NA,2,8,3,1,NA,NA,NA,NA,1,NA,NA,NA,6,1,12
"84","Renato Gaúcho (TEC)","Grêmio","14,58",6,"5,37","4,58","-0,07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Matheus Ferraz (ZAG)","América-MG","6,32",2,"5,30","6,60","0,92",5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"86","Jean Mota (MEI)","Santos","9,83",5,"5,28","1,80","-0,48",12,1,NA,NA,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,19
"87","Lucas Fernandes (ATA)","Vitória","5,62",3,"5,27","3,50","-0,65",1,1,NA,NA,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"88","Bruno Alves (ZAG)","São Paulo","12,06",5,"5,24","9,20","1,88",6,1,NA,2,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,3,NA,6
"89","Bremer (ZAG)","Atlético-MG","6,75",5,"5,22","8,80","0,92",12,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,2,NA,NA,9,NA,12
"90","Gabriel (MEI)","Corinthians","11,54",5,"5,22","2,70","-0,41",17,1,NA,NA,11,2,NA,NA,NA,NA,NA,NA,3,NA,NA,11,NA,10
"91","Marcelo Lomba (GOL)","Internacional","7,72",1,"5,20","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"92","Diego Alves (GOL)","Flamengo","9,58",4,"5,18","-2,00","-3,07",NA,NA,NA,2,1,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,6
"93","Keno (ATA)","Palmeiras","10,61",6,"5,17","2,50","-0,28",16,NA,1,NA,16,1,3,NA,NA,NA,NA,NA,NA,NA,NA,7,3,18
"94","Roger Machado  (TEC)","Palmeiras","11,97",6,"5,15","8,82","1,30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Raul Prata (LAT)","Sport","10,24",3,"5,13","0,00","0,00",11,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8
"96","Léo (LAT)","Bahia","9,76",6,"5,10","1,20","-0,42",16,NA,NA,2,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,13
"97","Vinícius Freitas (LAT)","Chapecoense","4,26",1,"5,10","0,00","0,00",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3
"98","Borja (ATA)","Palmeiras","12,68",4,"5,08","11,00","1,92",7,1,1,NA,4,10,2,NA,NA,NA,NA,NA,3,NA,NA,11,4,7
"99","Edigar Junio (ATA)","Bahia","9,88",5,"5,06","0,00","0,00",3,2,NA,NA,7,1,3,1,NA,NA,NA,NA,NA,NA,NA,7,1,7
"100","Diego Aguirre (TEC)","São Paulo","11,56",6,"5,03","5,90","0,44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Marquinhos (ATA)","América-MG","8,56",4,"5,02","0,00","0,00",4,1,1,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12
"102","Eduardo (LAT)","Chapecoense","5,82",2,"5,00","0,00","0,00",3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Júnior Tavares (LAT)","São Paulo","7,58",1,"5,00","0,00","0,00",1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"104","Léo (LAT)","Fluminense","4,48",1,"5,00","0,00","0,00",3,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,3,1,1
"105","Odair Hellmann (TEC)","Internacional","11,14",6,"4,99","8,73","1,20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Marlon (LAT)","Fluminense","6,43",3,"4,97","10,00","2,01",8,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,13
"107","Cueva (MEI)","São Paulo","12,56",3,"4,93","0,00","0,00",4,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9
"108","Danilo Fernandes (GOL)","Internacional","9,66",5,"4,90","11,50","1,57",NA,NA,NA,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA
"109","Nikão (MEI)","Atlético-PR","13,20",5,"4,90","0,00","0,00",4,1,NA,NA,13,4,5,NA,NA,NA,NA,NA,NA,NA,NA,3,2,9
"110","Marcelo Grohe (GOL)","Grêmio","16,11",5,"4,88","5,20","0,00",NA,NA,NA,4,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,2
"111","Elton (ATA)","Ceará","6,77",4,"4,87","3,50","-0,72",3,1,1,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,11,1,4
"112","Abel Braga (TEC)","Fluminense","11,67",6,"4,85","8,22","1,24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Raphael Alemão (ATA)","Paraná","4,45",2,"4,85","0,00","0,00",3,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"114","Lucas Silva (MEI)","Cruzeiro","6,04",3,"4,83","0,00","0,00",7,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"115","Pablo (ATA)","Atlético-PR","9,52",6,"4,82","0,30","-1,75",6,3,NA,NA,2,5,3,NA,NA,NA,NA,NA,1,NA,NA,12,4,9
"116","Andrés Ríos (ATA)","Vasco","7,09",5,"4,82","1,90","-0,62",1,3,1,NA,9,2,4,1,NA,NA,NA,NA,3,1,NA,16,1,6
"117","Leandro Pereira (ATA)","Chapecoense","6,91",5,"4,80","2,70","-1,81",7,1,NA,NA,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,1
"118","Alemão (LAT)","Paraná","7,80",6,"4,78","6,20","-0,29",17,NA,NA,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,19
"119","Luan (ATA)","Atlético-MG","13,31",6,"4,78","1,00","-0,67",23,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,1,21
"120","Santos (GOL)","Atlético-PR","8,14",6,"4,78","-1,00","-1,41",NA,NA,NA,2,1,NA,NA,NA,12,NA,NA,NA,NA,NA,8,NA,NA,6
"121","Fábio Carille (TEC)","Corinthians","12,97",6,"4,76","2,38","-0,55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Petros (MEI)","São Paulo","9,21",2,"4,75","0,00","0,00",6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"123","Juninho (MEI)","América-MG","8,95",6,"4,75","9,90","1,78",17,1,NA,NA,6,2,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,12
"124","Rafael Moura (ATA)","América-MG","10,68",5,"4,74","3,20","-0,66",2,2,2,NA,4,2,3,NA,NA,NA,NA,NA,1,NA,NA,10,2,15
"125","Antônio Carlos  (ZAG)","Palmeiras","10,23",6,"4,70","11,20","2,06",3,1,NA,3,3,1,NA,2,NA,NA,NA,NA,1,NA,NA,3,1,12
"126","Nico López (ATA)","Internacional","14,07",4,"4,67","0,00","-2,00",1,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8
"127","Cléber Reis (ZAG)","Paraná","6,17",3,"4,60","7,70","1,53",6,NA,NA,1,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,2
"128","Enderson Moreira (TEC)","América-MG","10,75",6,"4,58","5,42","0,29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Willian (ATA)","Palmeiras","10,25",6,"4,52","15,40","3,31",2,2,NA,NA,5,2,6,1,NA,NA,NA,NA,NA,NA,NA,9,1,4
"130","Ezequiel (ATA)","Botafogo","6,00",2,"4,50","0,00","0,00",2,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"131","Rodrigo Becão (ZAG)","Bahia","3,61",1,"4,50","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"132","Renato Chaves (ZAG)","Fluminense","8,83",6,"4,48","13,40","2,82",16,NA,NA,2,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,7,NA,16
"133","Claudinei Oliveira (TEC)","Sport","7,64",4,"4,46","2,94","0,26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Jonathan (LAT)","Atlético-PR","9,36",4,"4,45","0,00","0,00",2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"135","Luan (ATA)","América-MG","11,23",5,"4,44","0,10","-1,33",11,NA,2,NA,8,6,1,NA,NA,NA,NA,NA,2,NA,NA,12,2,11
"136","Dodô (LAT)","Santos","11,71",5,"4,44","4,10","0,20",14,NA,NA,1,11,2,1,NA,NA,NA,NA,NA,2,NA,NA,3,NA,22
"137","Fagner (LAT)","Corinthians","11,70",3,"4,40","0,00","0,00",5,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11
"138","Bressan (ZAG)","Grêmio","8,45",4,"4,38","7,70","1,10",3,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5
"139","Cazares (MEI)","Atlético-MG","9,78",4,"4,38","0,70","-1,16",3,NA,2,NA,1,4,5,NA,NA,NA,NA,NA,1,NA,NA,4,NA,9
"140","Pedro Henrique (ZAG)","Corinthians","5,65",2,"4,35","1,90","-0,76",4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"141","Thiago Galhardo (MEI)","Vasco","8,65",4,"4,35","5,40","0,50",2,NA,2,NA,6,3,2,1,NA,NA,NA,NA,1,NA,NA,4,NA,8
"142","Thiago Santos (MEI)","Palmeiras","6,76",4,"4,35","0,00","-1,78",10,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1
"143","Sornoza (MEI)","Fluminense","9,18",6,"4,30","5,60","0,01",9,NA,1,NA,4,6,8,NA,NA,NA,NA,NA,1,NA,NA,4,NA,17
"144","Alisson (MEI)","Grêmio","7,73",3,"4,30","0,00","0,00",4,NA,NA,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"145","Wagner (MEI)","Vasco","12,37",5,"4,28","8,90","1,41",3,2,NA,NA,7,3,4,NA,NA,NA,NA,NA,2,NA,NA,6,2,6
"146","Cássio (GOL)","Corinthians","10,84",5,"4,28","0,00","0,00",NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,2
"147","Jori (GOL)","América-MG","9,74",3,"4,27","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,1,NA,4
"148","Marlone (MEI)","Sport","8,60",5,"4,24","0,00","0,00",5,1,NA,NA,7,3,7,NA,NA,NA,NA,NA,1,NA,NA,2,1,17
"149","Gilson (LAT)","Botafogo","8,20",6,"4,22","3,70","0,22",14,1,NA,NA,14,1,1,NA,NA,NA,NA,NA,1,NA,NA,7,NA,24
"150","Igor (LAT)","Paraná","2,55",1,"4,20","0,00","0,00",3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
"151","Marcinho (LAT)","Botafogo","6,88",6,"4,20","2,40","-1,05",10,NA,3,NA,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,5,NA,18
"152","Yago (MEI)","Vitória","10,97",4,"4,15","0,00","0,00",9,1,NA,NA,8,3,2,NA,NA,NA,NA,NA,2,NA,NA,7,1,19
"153","Iago (LAT)","Internacional","10,61",6,"4,15","7,80","0,99",11,NA,NA,4,2,2,2,NA,NA,NA,NA,NA,2,NA,NA,11,1,22
"154","Edenílson (MEI)","Internacional","9,88",4,"4,15","4,20","-0,34",5,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9
"155","Mano Menezes (TEC)","Cruzeiro","9,91",6,"4,10","1,76","-0,85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Gabriel (ATA)","Santos","11,82",5,"4,10","0,90","-1,73",4,2,NA,NA,9,7,1,NA,NA,NA,NA,NA,1,NA,NA,8,4,16
"157","Desábato (MEI)","Vasco","7,50",5,"4,10","-0,40","-0,94",13,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,11
