"","Nome","Posição","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"37","Ayrton Lucas","LAT","Fluminense","11,87",3,"7,37","7,90","1,01",8,0,0,1,15,1,0,0,0,0,0,0,0,0,0,4,0,4
"38","Norberto ","LAT","América-MG","12,56",3,"7,30","7,60","1,32",11,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,6
"39","Zé Rafael ","MEI","Bahia","17,19",3,"7,23","7,30","0,08",9,0,0,0,11,4,4,1,0,0,0,0,1,0,0,9,0,6
"40","Christian","MEI","América-MG","11,21",2,"7,20","0,00","0,00",7,0,0,0,6,2,1,0,0,0,0,0,0,0,0,2,0,3
"41","Pedro","ATA","Fluminense","11,90",3,"7,20","9,50","1,82",1,2,1,0,4,1,2,0,0,0,0,0,1,0,0,7,0,2
"42","Patrick","MEI","Internacional","14,89",3,"7,20","5,80","0,18",11,0,1,0,6,2,2,0,0,0,0,0,0,0,0,9,0,8
"43","Léo Moura","LAT","Grêmio","11,58",2,"7,10","0,00","0,00",2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1
"44","Cléber Reis","ZAG","Paraná","5,84",1,"7,00","7,00","0,84",4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"45","Yago Pikachu","LAT","Vasco","14,15",2,"6,95","0,00","0,00",1,1,0,0,4,2,1,1,0,0,0,0,0,0,0,1,1,8
"46","Léo","LAT","Bahia","10,30",3,"6,93","10,40","2,28",7,0,0,2,3,1,1,0,0,0,0,0,0,0,0,2,2,4
"47","Léo Cittadini","MEI","Santos","10,44",2,"6,85","0,00","0,00",9,0,0,0,4,2,1,0,0,0,0,0,1,0,0,3,1,2
"48","Clayson","ATA","Corinthians","11,94",3,"6,83","4,20","-0,54",6,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4,0,6
"49","Pedro Geromel","ZAG","Grêmio","16,90",1,"6,70","0,00","0,00",3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"50","Rogério","ATA","Sport","8,66",2,"6,70","10,00","2,30",1,1,0,0,6,1,2,0,0,0,0,0,0,0,0,2,2,1
"51","Maurício Barbieri","TEC","Flamengo","12,25",3,"6,70","8,72","1,30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Rodrigo Caio","ZAG","São Paulo","12,76",2,"6,55","0,00","0,00",3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,3
"53","Cuéllar","MEI","Flamengo","11,60",3,"6,40","12,00","2,90",11,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,0,2
"54","Jhonny Lucas","MEI","Paraná","5,98",2,"6,30","10,50","2,98",6,1,0,0,2,3,1,0,0,0,0,0,1,0,0,11,0,5
"55","Wagner","MEI","Vasco","13,00",2,"6,25","0,00","0,00",2,1,0,0,4,1,3,0,0,0,0,0,1,0,0,2,2,3
"56","Nico López","ATA","Internacional","16,07",3,"6,23","0,80","-1,34",1,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,8
"57","Arthur","MEI","Grêmio","15,08",2,"6,20","0,00","0,00",6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2
"58","Maílson","GOL","Sport","4,71",2,"6,20","9,70","2,87",0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2
"59","Róger Guedes","ATA","Atlético-MG","8,89",3,"6,07","7,50","1,08",2,2,0,0,9,2,0,0,0,0,0,0,1,0,0,5,0,8
"60","Nikão","MEI","Atlético-PR","13,61",3,"6,00","4,60","-0,02",3,1,0,0,7,3,2,0,0,0,0,0,0,0,0,1,1,6
"61","Edu Dracena","ZAG","Palmeiras","7,46",1,"6,00","0,00","0,00",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Arrascaeta","MEI","Cruzeiro","15,74",2,"6,00","0,00","0,00",5,0,0,0,5,1,4,1,0,0,0,0,1,0,0,5,0,7
"63","Bruno Silva","MEI","Cruzeiro","7,60",1,"5,90","5,90","-0,40",3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
"64","Fábio Carille","TEC","Corinthians","13,27",3,"5,88","3,11","-1,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Paulo André","ZAG","Atlético-PR","8,08",2,"5,80","6,70","1,09",3,0,0,2,4,0,0,0,0,0,0,0,1,0,0,4,0,3
"66","Jandrei","GOL","Chapecoense","8,18",3,"5,80","20,20","6,20",0,0,0,1,2,0,0,0,8,0,0,0,0,0,6,0,0,2
"67","Léo Duarte","ZAG","Flamengo","5,92",1,"5,70","0,00","0,00",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"68","Thiago Galhardo","MEI","Vasco","9,15",2,"5,65","0,00","0,00",1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,5
"69","Carlinhos","LAT","América-MG","13,58",3,"5,63","1,10","-0,98",4,1,0,1,2,1,3,0,0,0,0,0,1,0,0,7,1,5
"70","Rhayner","ATA","Vitória","10,08",3,"5,63","4,60","0,27",4,0,1,0,9,3,2,1,0,0,0,0,1,0,0,4,0,8
"71","Claudinei Oliveira","TEC","Sport","6,50",1,"5,63","5,63","0,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","Marquinhos","ATA","América-MG","7,92",2,"5,60","10,40","2,66",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
"73","Henrique","MEI","Cruzeiro","11,91",2,"5,60","0,00","0,00",7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,3
"74","Enderson Moreira","TEC","América-MG","10,50",3,"5,55","4,65","0,53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Manoel","ZAG","Cruzeiro","6,06",1,"5,50","5,50","0,06",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"76","Weverton","GOL","Palmeiras","8,88",1,"5,50","5,50","-1,12",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Leandro Carvalho","ATA","Botafogo","5,86",1,"5,50","0,00","0,00",2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
"78","Jonathan","LAT","Atlético-PR","9,63",2,"5,45","4,70","-0,15",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"79","Elton","MEI","Bahia","9,02",3,"5,43","4,30","0,05",11,0,1,0,1,2,0,0,0,0,0,0,0,0,0,11,0,6
"80","Yago","MEI","Vitória","11,55",3,"5,43","2,20","-0,86",8,1,0,0,7,3,2,0,0,0,0,0,2,0,0,6,1,15
"81","Paulo Miranda","ZAG","Grêmio","7,76",2,"5,40","5,70","0,80",4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,2,0,5
"82","Dodô","LAT","Santos","12,33",2,"5,40","0,00","0,00",5,0,0,1,4,1,1,0,0,0,0,0,1,0,0,2,0,9
"83","Éverson","GOL","Ceará","9,01",3,"5,33","3,00","-0,56",0,0,0,1,0,0,0,0,7,0,0,0,0,0,5,0,0,0
"84","Diego Aguirre","TEC","São Paulo","10,65",3,"5,29","3,80","-0,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Marlone","MEI","Sport","9,52",3,"5,23","12,00","3,05",3,1,0,0,4,1,5,0,0,0,0,0,1,0,0,2,1,7
"86","Fernando Diniz","TEC","Atlético-PR","10,21",3,"5,22","5,44","0,66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Rafael Moura","ATA","América-MG","11,21",3,"5,20","8,80","1,74",2,1,1,0,3,2,3,0,0,0,0,0,0,0,0,6,1,12
"88","Matheus Rossetto","MEI","Atlético-PR","12,36",3,"5,20","4,10","0,23",7,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,9
"89","Lucca","ATA","Internacional","7,37",1,"5,20","5,20","-0,63",0,0,0,0,3,1,2,1,0,0,0,0,1,0,0,1,0,0
"90","Marcelo Lomba","GOL","Internacional","7,72",1,"5,20","0,00","0,00",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"91","Cássio","GOL","Corinthians","10,82",3,"5,13","3,70","-0,66",0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,0,2
"92","Raul Prata","LAT","Sport","10,24",3,"5,13","4,20","0,17",11,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,8
"93","Brenner","ATA","Botafogo","7,54",3,"5,13","12,20","3,42",2,1,0,0,7,2,1,0,0,0,0,0,0,0,0,2,0,3
"94","Cazares","MEI","Atlético-MG","11,09",1,"5,10","0,00","0,00",2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2
"95","Vinícius Freitas","LAT","Chapecoense","4,26",1,"5,10","0,00","0,00",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"96","Thiago Larghi","TEC","Atlético-MG","8,65",3,"5,05","6,52","1,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Luan","ATA","Grêmio","16,04",2,"5,05","1,70","-2,28",1,0,0,0,7,6,1,1,0,0,0,0,0,0,0,3,0,8
"98","Rodrygo","ATA","Santos","11,17",2,"5,05","0,00","0,00",1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,3,0,3
"99","Cueva","MEI","São Paulo","13,01",2,"5,05","0,00","0,00",4,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,1,8
"100","Marcos Rocha","LAT","Palmeiras","9,97",3,"5,03","9,10","1,37",8,0,0,2,3,0,0,0,0,0,0,0,1,0,0,5,0,13
"101","Léo","LAT","Fluminense","4,48",1,"5,00","5,00","0,48",3,0,0,0,2,1,0,1,0,0,0,0,1,0,0,3,1,1
"102","Keno","ATA","Palmeiras","9,78",3,"5,00","6,60","0,80",9,0,0,0,10,1,2,0,0,0,0,0,0,0,0,5,0,14
"103","Lucas Fonseca","ZAG","Bahia","7,56",2,"5,00","4,50","0,31",0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,4
"104","Luan Peres ","ZAG","Fluminense","6,33",1,"5,00","0,00","0,00",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Júnior Tavares","LAT","São Paulo","7,58",1,"5,00","0,00","0,00",1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
"106","Arboleda","ZAG","São Paulo","10,00",2,"5,00","-0,50","-2,17",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
"107","Fellipe Bastos","MEI","Sport","6,93",3,"4,97","12,00","3,45",5,0,1,0,0,4,3,0,0,0,0,0,0,0,0,3,1,8
"108","Alison","MEI","Santos","9,19",2,"4,95","0,00","0,00",6,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,3
"109","Lucas Veríssimo","ZAG","Santos","9,53",2,"4,95","0,00","0,00",3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2
"110","Anselmo","MEI","Sport","10,69",3,"4,90","5,10","0,45",10,0,0,0,8,2,0,0,0,0,0,0,0,0,0,7,0,8
"111","Henrique Dourado","ATA","Flamengo","14,25",3,"4,87","-1,80","-3,51",0,2,0,0,7,2,0,0,0,0,0,0,1,0,0,5,1,5
"112","Gilson","LAT","Botafogo","7,88",3,"4,87","7,40","1,63",7,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,13
"113","Alisson","MEI","Grêmio","8,06",2,"4,85","4,80","0,36",3,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,6
"114","Odair Hellmann","TEC","Internacional","9,85",3,"4,85","5,25","0,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Raphael Alemão","ATA","Paraná","4,45",2,"4,85","3,10","0,26",3,0,0,0,2,1,4,0,0,0,0,0,0,0,0,1,0,3
"116","Luan","ATA","América-MG","12,04",3,"4,83","3,40","-0,06",7,0,1,0,4,2,1,0,0,0,0,0,1,0,0,3,1,6
"117","Jair Ventura","TEC","Santos","11,62",2,"4,82","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Dudu","ATA","Palmeiras","15,88",3,"4,77","2,00","-2,08",2,1,1,0,5,1,3,0,0,0,0,0,2,0,0,2,0,12
"119","Antônio Carlos ","ZAG","Palmeiras","9,11",3,"4,77","8,70","1,80",2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2,1,4
"120","Wellington Paulista","ATA","Chapecoense","11,24",3,"4,77","-1,20","-2,18",2,2,0,0,4,4,0,0,0,0,0,0,2,0,0,6,4,3
"121","Petros","MEI","São Paulo","9,21",2,"4,75","2,00","-0,99",6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0
"122","Régis","LAT","São Paulo","8,00",3,"4,70","4,10","0,32",5,0,0,2,1,1,1,0,0,0,0,0,1,0,0,3,0,8
"123","Everton Felipe","MEI","Sport","6,32",2,"4,65","0,00","0,00",1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,5
"124","Guto Ferreira","TEC","Bahia","8,46",3,"4,64","5,80","0,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Éderson","ATA","Atlético-PR","9,50",2,"4,55","0,00","0,00",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"126","Hudson","MEI","São Paulo","9,37",2,"4,55","0,00","0,00",6,0,0,0,3,2,1,0,0,0,0,0,0,0,0,6,0,4
"127","Gregore","MEI","Bahia","7,39",3,"4,53","2,90","-0,06",13,0,0,0,3,1,0,0,0,0,0,0,0,0,0,14,0,4
"128","Luiz Otávio ","ZAG","Chapecoense","5,73",1,"4,50","4,50","-0,27",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"129","Rodrigo Becão","ZAG","Bahia","3,61",1,"4,50","4,50","0,61",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"130","Everson","ZAG","Bahia","3,61",1,"4,50","4,50","0,61",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"131","Renatinho","MEI","Botafogo","4,31",1,"4,50","4,50","0,31",2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,3
"132","Ezequiel","ATA","Botafogo","6,00",2,"4,50","6,80","1,55",2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1
"133","Andrés Ríos","ATA","Vasco","6,29",2,"4,45","0,00","0,00",1,1,0,0,3,0,2,0,0,0,0,0,1,0,0,5,0,0
"134","Fagner","LAT","Corinthians","11,70",3,"4,40","-0,30","-2,41",5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,11
"135","Renato Gaúcho","TEC","Grêmio","13,31",3,"4,37","1,35","-1,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","Douglas","ZAG","Chapecoense","7,13",3,"4,33","7,50","1,70",6,0,0,1,2,1,0,0,0,0,0,0,0,0,0,5,0,1
"137","Carlos","ATA","Paraná","5,28",2,"4,30","4,60","0,78",2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0
"138","Abel Braga","TEC","Fluminense","10,21",3,"4,30","3,85","-0,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Jori","GOL","América-MG","9,74",3,"4,27","0,10","-0,82",0,0,0,1,1,0,0,0,5,0,0,0,0,0,3,1,0,4
"140","Victor","GOL","Atlético-MG","11,57",3,"4,27","7,70","1,22",0,0,0,1,0,0,0,0,5,0,0,0,0,0,3,0,0,4
"141","Alberto Valentim","TEC","Botafogo","8,72",3,"4,27","4,66","0,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Pio","MEI","Ceará","6,53",2,"4,25","0,00","0,00",10,0,0,0,1,2,0,0,0,0,1,0,0,0,0,3,0,7
"143","Roger Machado ","TEC","Palmeiras","10,16",3,"4,21","4,19","-0,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Jean Mota","MEI","Santos","8,83",2,"4,20","0,00","0,00",4,0,0,0,3,4,2,0,0,0,0,0,0,0,0,4,0,9
"145","Sander","LAT","Sport","8,20",3,"4,20","8,00","1,73",8,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,2
"146","Iago","LAT","Internacional","9,72",3,"4,17","3,10","-0,01",7,0,0,2,2,1,0,0,0,0,0,0,2,0,0,5,0,11
"147","Diogo Barbosa","LAT","Palmeiras","9,71",3,"4,17","1,10","-1,69",5,0,1,2,0,0,0,0,0,0,0,0,2,0,0,6,0,10
"148","Jucilei","MEI","São Paulo","7,81",2,"4,15","7,70","0,51",7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4
"149","Edenílson","MEI","Internacional","10,22",3,"4,13","2,20","-0,44",5,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8
"150","Gabriel","ATA","Santos","13,13",2,"4,00","0,00","0,00",4,0,0,0,2,7,1,0,0,0,0,0,0,0,0,5,3,6
"151","Mansur","LAT","Paraná","5,90",2,"3,95","0,00","0,00",4,0,0,0,3,0,1,1,0,0,0,0,0,0,0,4,0,6
"152","Rodrigo Dourado","MEI","Internacional","10,22",3,"3,90","1,40","-0,79",11,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7,1,5
"153","Daniel Guedes ","LAT","Santos","8,82",2,"3,90","0,00","0,00",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"154","Rodrigo Lindoso","MEI","Botafogo","7,73",3,"3,90","-0,10","-1,47",2,1,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,9
"155","Liziero","LAT","São Paulo","4,44",2,"3,90","-0,40","-1,13",4,0,0,1,2,1,0,0,0,0,0,0,1,0,0,3,0,5
"156","Zé Ricardo","TEC","Vasco","9,71",2,"3,88","0,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Silvinho","ATA","Paraná","6,11",3,"3,87","7,10","1,72",4,0,0,0,8,1,4,0,0,0,0,0,0,0,0,5,0,5
"158","Pedro Botelho","LAT","Vitória","7,00",3,"3,87","6,80","1,55",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9
"159","Guilherme","MEI","Atlético-PR","8,61",2,"3,85","2,00","-0,83",3,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,8
"160","Tiago Alves","ZAG","Ceará","4,41",2,"3,85","-0,80","-1,29",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"161","Rafael Carioca","LAT","Ceará","4,79",3,"3,83","2,70","-0,18",6,0,0,1,2,2,2,0,0,0,0,0,1,0,0,4,1,10
"162","Aylon","ATA","América-MG","8,18",3,"3,80","2,50","-0,24",3,0,0,0,5,6,0,1,0,0,0,0,0,0,0,5,0,3
"163","Marcos Guilherme ","ATA","São Paulo","10,22",2,"3,80","2,20","-1,77",4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,3
"164","Richardson","MEI","Ceará","5,50",1,"3,80","3,80","-0,50",1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0
"165","Paulão","ZAG","Vasco","6,73",2,"3,80","0,00","0,00",5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4
"166","Juninho","MEI","América-MG","6,41",3,"3,77","1,90","-0,39",8,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,0,5
"167","Gum","ZAG","Fluminense","5,58",3,"3,77","1,50","-0,70",2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,5
"168","Tiago ","ZAG","Bahia","7,53",2,"3,75","0,00","0,00",2,0,0,1,2,3,1,0,0,0,0,0,0,0,0,8,1,2
"169","Bruno Guimarães","MEI","Atlético-PR","6,88",3,"3,73","5,40","1,19",6,0,0,0,16,0,0,0,0,0,0,0,1,0,0,4,0,6
"170","Emerson Sheik","ATA","Corinthians","8,58",2,"3,70","0,90","-1,41",0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,2,0,1
"171","Sidão","GOL","São Paulo","10,00",3,"3,70","-2,30","-2,47",0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,3
"172","Denilson","ATA","Vitória","9,94",3,"3,67","-0,20","-1,31",1,1,0,0,1,5,1,0,0,0,0,0,0,0,0,4,2,4
"173","Desábato","MEI","Vasco","7,20",2,"3,65","0,00","0,00",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"174","Mantuan","LAT","Corinthians","2,60",1,"3,60","3,60","0,60",4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,3
"175","Lucas Fernandes","MEI","São Paulo","5,24",1,"3,60","0,00","0,00",1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1
"176","Valdo","ZAG","Ceará","6,69",3,"3,50","3,00","0,07",4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"177","Luiz Antonio ","MEI","Chapecoense","6,40",1,"3,50","0,00","0,00",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
"178","Bruno Pacheco","LAT","Chapecoense","5,13",2,"3,45","5,70","0,86",2,0,0,1,5,0,0,0,0,0,0,0,1,0,0,2,0,2
"179","Arnaldo","LAT","Ceará","5,95",3,"3,43","1,60","-0,63",4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,4
"180","Thiago Santos","MEI","Palmeiras","6,07",1,"3,40","3,40","-0,93",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"181","Ricardo Oliveira","ATA","Atlético-MG","5,05",3,"3,27","-3,40","-2,60",2,1,1,0,4,3,1,0,0,0,0,0,2,0,0,8,4,6
"182","Bressan","ZAG","Grêmio","7,35",3,"3,27","-1,40","-1,55",1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,4
"183","Diego","MEI","Flamengo","9,73",2,"3,25","5,70","-1,16",1,1,0,0,10,3,0,0,0,0,0,0,2,0,0,5,3,8
