"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"117","Roger Machado  (TEC)","Palmeiras","12,15",10,"4,71","8,08","1,03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Nenê (MEI)","São Paulo","8,50",9,"4,69","0,00","0,00",6,3,1,NA,19,7,3,2,NA,NA,NA,NA,3,NA,NA,10,1,30
"119","Sander (LAT)","Sport","9,91",9,"4,62","0,00","0,00",25,NA,NA,2,16,2,4,NA,NA,NA,NA,NA,3,NA,NA,20,1,13
"120","Tiago  (ZAG)","Bahia","7,28",6,"4,60","-0,40","-1,22",11,NA,NA,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,9,1,9
"121","Everton (MEI)","São Paulo","10,27",8,"4,57","0,00","0,00",5,2,3,NA,19,3,3,NA,NA,NA,NA,NA,1,NA,NA,8,6,28
"122","Léo (ZAG)","Cruzeiro","7,97",8,"4,51","-0,50","-0,87",10,NA,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,4
"123","Rodrigo Becão (ZAG)","Bahia","3,61",1,"4,50","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"124","Rafael Sobis (ATA)","Cruzeiro","8,33",8,"4,47","8,50","1,61",8,1,1,NA,8,11,3,NA,NA,NA,NA,NA,1,NA,NA,3,NA,7
"125","Jonathan (LAT)","Atlético-PR","9,36",4,"4,45","0,00","0,00",2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"126","Rogério (ATA)","Sport","8,99",9,"4,43","1,50","-0,02",3,2,1,NA,16,8,8,NA,NA,NA,NA,NA,NA,NA,NA,6,6,12
"127","Mano Menezes (TEC)","Cruzeiro","10,80",10,"4,42","3,42","-0,22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Abel Braga (TEC)","Fluminense","11,06",10,"4,40","1,71","-0,26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Fagner (LAT)","Corinthians","11,70",3,"4,40","0,00","0,00",5,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11
"130","Kelvin (ATA)","Vasco","6,67",4,"4,40","0,00","0,00",1,1,2,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,4
"131","Walter (GOL)","Corinthians","6,68",5,"4,40","1,00","-0,09",NA,NA,NA,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,5,NA,NA,NA
"132","Dudu (ATA)","Palmeiras","14,57",9,"4,37","2,70","-0,97",6,2,2,NA,27,5,8,NA,NA,NA,NA,NA,5,NA,NA,8,2,26
"133","Thiago Galhardo (MEI)","Vasco","8,65",4,"4,35","0,00","0,00",2,NA,2,NA,6,3,2,1,NA,NA,NA,NA,1,NA,NA,4,NA,8
"134","Pedro Henrique (ZAG)","Corinthians","5,65",2,"4,35","0,00","0,00",4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"135","Diego Aguirre (TEC)","São Paulo","10,88",9,"4,34","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Renato Chaves (ZAG)","Fluminense","8,16",10,"4,32","3,00","-0,48",23,NA,1,3,6,NA,2,NA,NA,NA,NA,NA,2,NA,NA,12,NA,22
"137","Hyoran (MEI)","Palmeiras","4,44",6,"4,32","0,20","-1,48",1,1,4,NA,5,1,1,NA,NA,NA,NA,NA,1,NA,NA,7,1,7
"138","Thiago Martins (ZAG)","Palmeiras","5,77",3,"4,30","7,50","0,47",2,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2
"139","Nico López (ATA)","Internacional","14,27",7,"4,30","0,00","0,00",1,3,NA,NA,1,3,4,1,NA,NA,NA,NA,1,NA,NA,NA,1,12
"140","Alisson (MEI)","Grêmio","7,73",3,"4,30","0,00","0,00",4,NA,NA,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"141","Cássio (GOL)","Corinthians","10,84",5,"4,28","0,00","0,00",NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,2
"142","Petros (MEI)","São Paulo","8,51",4,"4,28","0,00","0,00",12,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3
"143","Madson (LAT)","Grêmio","6,98",4,"4,25","0,00","0,00",3,NA,NA,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"144","Marcelo Grohe (GOL)","Grêmio","14,42",9,"4,23","-4,30","-1,97",NA,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,3
"145","Gilson (LAT)","Botafogo","8,20",6,"4,22","0,00","0,00",14,1,NA,NA,14,1,1,NA,NA,NA,NA,NA,1,NA,NA,7,NA,24
"146","Magrão (GOL)","Sport","9,12",6,"4,17","8,00","-0,15",NA,NA,NA,2,1,NA,NA,NA,9,1,NA,NA,2,NA,7,NA,NA,5
"147","Marcos Junior (ATA)","Fluminense","6,65",8,"4,16","0,00","0,00",5,2,1,NA,12,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8
"148","Anderson (GOL)","Bahia","3,92",3,"4,13","0,00","0,00",NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"149","Ezequiel  (LAT)","Cruzeiro","4,41",2,"4,10","0,00","0,00",5,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,6
"150","Rodrigo Dourado (MEI)","Internacional","10,17",9,"4,09","0,00","0,00",32,NA,NA,NA,12,1,2,NA,NA,NA,NA,NA,3,NA,NA,20,1,13
"151","Bruno Cosendey (MEI)","Vasco","3,96",4,"4,05","-0,60","-0,79",3,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11
"152","Keno (ATA)","Palmeiras","9,87",9,"4,04","0,00","0,00",17,1,1,NA,22,3,4,NA,NA,NA,NA,NA,NA,1,NA,12,7,23
"153","Thaciano (MEI)","Grêmio","3,80",3,"4,03","0,00","0,00",1,1,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
"154","Igor (LAT)","Paraná","3,56",3,"4,03","7,70","1,54",6,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4
"155","Alison (MEI)","Santos","9,00",5,"4,02","0,00","0,00",17,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,9
"156","Ademir (ATA)","América-MG","3,44",4,"4,02","6,40","0,24",5,1,NA,NA,7,2,1,NA,NA,NA,NA,NA,1,NA,NA,3,2,4
"157","Éverson (GOL)","Ceará","10,05",10,"3,98","8,20","0,97",NA,NA,NA,2,3,NA,NA,NA,20,NA,NA,NA,1,NA,14,1,NA,4
"158","Aderlan (LAT)","América-MG","3,97",5,"3,96","0,00","0,00",13,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,9,NA,10
"159","Torito González (MEI)","Paraná","4,77",6,"3,95","0,00","0,00",15,NA,NA,NA,16,4,1,NA,NA,NA,NA,NA,3,NA,NA,8,NA,4
