"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"19","Thiago Rodrigues (GOL)","Paraná","6,57",3,"8,07","5,00","-0,13",NA,NA,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,NA,1,NA,NA,1
"20","Gatito Fernández (GOL)","Botafogo","14,65",2,"8,05","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,2,NA,NA,3
"21","Paolo Guerrero (ATA)","Flamengo","13,78",2,"8,05","0,00","0,00",NA,1,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
"22","Balbuena (ZAG)","Corinthians","18,68",6,"8,02","13,80","1,71",23,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16
"23","Renê (LAT)","Flamengo","13,71",7,"7,93","15,50","2,22",18,NA,2,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,25
"24","Pedro (ATA)","Fluminense","14,04",8,"7,86","0,40","-2,55",4,5,2,NA,21,4,5,NA,NA,NA,NA,NA,1,NA,NA,15,NA,11
"25","Diego Alves (GOL)","Flamengo","13,35",6,"7,52","14,00","1,30",NA,NA,NA,4,1,NA,NA,NA,11,NA,NA,NA,NA,NA,3,NA,NA,8
"26","Zé Rafael  (MEI)","Bahia","18,10",8,"7,41","5,90","-1,48",16,1,NA,NA,28,9,10,3,NA,NA,NA,NA,1,NA,NA,15,NA,18
"27","Egídio (LAT)","Cruzeiro","10,63",5,"7,40","9,00","0,63",16,NA,NA,4,5,2,NA,NA,NA,NA,NA,NA,1,NA,NA,10,1,12
"28","Wallyson (ATA)","Vitória","12,42",6,"7,37","15,20","3,03",6,2,3,NA,5,5,3,1,NA,NA,NA,NA,NA,NA,NA,6,1,18
"29","Nino Paraíba (LAT)","Bahia","13,84",5,"7,34","0,00","0,00",16,NA,NA,2,11,2,2,NA,NA,NA,NA,NA,1,NA,NA,3,NA,11
"30","Sidcley (LAT)","Corinthians","14,64",7,"7,34","4,60","0,34",16,1,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,12
"31","Patrick (MEI)","Internacional","17,22",8,"7,32","10,50","1,20",28,2,1,NA,9,4,3,NA,NA,NA,NA,NA,1,NA,NA,16,NA,19
"32","Gilberto  (LAT)","Fluminense","9,37",7,"7,26","10,00","0,12",15,1,2,3,12,3,1,NA,NA,NA,NA,1,NA,NA,NA,8,1,16
"33","Vinicius Junior (ATA)","Flamengo","15,88",8,"7,23","3,70","-0,83",6,4,3,NA,16,4,5,NA,NA,NA,NA,NA,2,NA,NA,5,1,28
"34","Víctor Cuesta (ZAG)","Internacional","16,79",7,"7,22","9,60","0,47",28,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,13,NA,15
"35","Júnior (LAT)","Paraná","5,79",4,"7,10","6,70","0,62",11,NA,NA,2,10,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,3
"36","Fábio (GOL)","Cruzeiro","12,24",7,"7,06","8,00","-0,47",NA,NA,NA,4,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,3,NA,NA,2
"37","Giovanni (LAT)","América-MG","7,54",4,"7,00","1,20","0,21",7,2,NA,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,5
"38","Bruno Cortez (LAT)","Grêmio","15,50",7,"6,94","6,00","-0,30",16,NA,NA,6,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,22
"39","Clayson (ATA)","Corinthians","11,94",3,"6,83","0,00","0,00",6,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6
"40","Rodrigo Moledo (ZAG)","Internacional","12,06",7,"6,75","3,30","-0,33",14,1,NA,4,8,4,1,NA,NA,NA,NA,NA,1,NA,NA,10,1,9
"41","Walter (GOL)","Corinthians","8,16",3,"6,67","11,00","1,53",NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,NA,NA,NA
"42","Neilton (ATA)","Vitória","11,89",7,"6,60","7,40","0,27",13,2,2,NA,18,6,1,NA,NA,NA,NA,NA,1,NA,NA,7,2,26
"43","Rodrigo Caio (ZAG)","São Paulo","12,76",2,"6,55","0,00","0,00",3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"44","Jailson (GOL)","Palmeiras","14,46",7,"6,46","1,00","0,03",NA,NA,NA,2,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,7,NA,NA,6
"45","Kannemann (ZAG)","Grêmio","11,70",6,"6,40","5,50","-0,38",15,NA,NA,5,7,2,NA,NA,NA,NA,NA,1,2,NA,NA,8,NA,4
"46","João Pedro  (LAT)","Bahia","5,11",3,"6,40","4,40","-0,92",7,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15
"47","Réver (ZAG)","Flamengo","16,24",5,"6,30","0,00","0,00",1,1,NA,3,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"48","Richard (MEI)","Fluminense","16,96",8,"6,23","9,00","1,02",30,1,NA,NA,15,2,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,21
"49","Marcos Rocha (LAT)","Palmeiras","12,11",8,"6,22","3,60","-0,29",27,1,1,3,8,NA,NA,1,NA,NA,NA,NA,3,NA,NA,16,NA,39
"50","Rodinei (LAT)","Flamengo","12,93",8,"6,22","8,50","0,64",9,NA,1,5,13,4,3,NA,NA,NA,NA,NA,1,NA,NA,2,1,12
"51","Ramon (LAT)","Vasco","8,78",1,"6,20","6,20","-1,22",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"52","Zeca (LAT)","Internacional","10,62",4,"6,15","8,70","1,41",9,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,13
"53","Léo Moura (LAT)","Grêmio","11,85",5,"6,12","0,00","0,00",3,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"54","Maurício Barbieri (TEC)","Flamengo","13,78",8,"6,10","8,79","0,62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Arthur  (ATA)","Chapecoense","11,23",8,"6,03","13,90","1,13",9,3,NA,NA,17,13,1,1,NA,NA,NA,NA,1,NA,NA,11,NA,16
"56","Éder Militão (LAT)","São Paulo","12,27",6,"5,85","0,00","0,00",13,1,NA,3,7,6,NA,NA,NA,NA,NA,NA,3,NA,NA,11,NA,14
"57","Paulo André (ZAG)","Atlético-PR","8,08",2,"5,80","0,00","0,00",3,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,3
"58","Maílson (GOL)","Sport","5,14",3,"5,80","0,00","0,00",NA,NA,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"59","Pio (MEI)","Ceará","7,59",5,"5,78","1,60","-0,01",13,1,1,NA,5,4,5,NA,NA,NA,1,NA,1,NA,NA,6,1,16
"60","Lucca (ATA)","Internacional","8,84",6,"5,77","1,60","-1,11",6,1,2,NA,15,4,4,1,NA,NA,NA,NA,2,NA,NA,6,NA,13
"61","Ricardo Oliveira (ATA)","Atlético-MG","9,23",7,"5,76","7,20","-0,10",3,3,2,NA,8,8,6,NA,NA,NA,NA,NA,2,NA,NA,10,7,11
"62","Ayrton Lucas (LAT)","Fluminense","10,43",4,"5,70","0,00","0,00",9,NA,NA,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5
"63","Bruno Cosendey (MEI)","Vasco","4,75",3,"5,60","4,00","0,62",3,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9
"64","Fabiano (LAT)","Internacional","9,59",4,"5,55","0,00","0,00",9,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,12
"65","Nenê (MEI)","São Paulo","10,34",8,"5,51","9,40","-0,44",6,3,1,NA,15,7,3,2,NA,NA,NA,NA,2,NA,NA,8,1,27
"66","Norberto  (LAT)","América-MG","11,89",6,"5,50","0,00","0,00",16,NA,1,2,8,NA,1,NA,NA,NA,NA,NA,2,NA,NA,9,NA,9
"67","Weverton (GOL)","Palmeiras","8,88",1,"5,50","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Leandro Carvalho (ATA)","Botafogo","5,86",1,"5,50","0,00","0,00",2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"69","Bressan (ZAG)","Grêmio","9,43",6,"5,48","7,40","0,26",8,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7
"70","Serginho (MEI)","América-MG","16,72",8,"5,46","1,20","-0,48",9,2,2,NA,10,7,4,NA,NA,NA,NA,NA,NA,NA,NA,10,1,19
"71","Bruno Henrique (MEI)","Palmeiras","9,25",7,"5,45","0,20","-1,50",20,1,1,NA,14,4,NA,1,NA,NA,NA,NA,2,NA,NA,18,NA,17
"72","Jean Mota (MEI)","Santos","10,61",7,"5,43","3,60","-0,66",15,1,NA,NA,10,8,8,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,25
"73","Fellipe Bastos (MEI)","Sport","8,24",7,"5,43","2,10","-0,51",13,NA,2,NA,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18
"74","Jonas (MEI)","Flamengo","7,12",5,"5,42","3,10","-1,37",19,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,1,NA,NA,5,NA,6
"75","Rafael Moura (ATA)","América-MG","12,08",6,"5,40","0,00","0,00",2,3,2,NA,6,3,4,NA,NA,NA,NA,NA,1,NA,NA,13,3,16
"76","Paulo Miranda (ZAG)","Grêmio","7,76",2,"5,40","0,00","0,00",4,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5
"77","Vinícius Freitas (LAT)","Chapecoense","4,66",2,"5,40","5,70","0,40",3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4
"78","Léo (ZAG)","Cruzeiro","8,75",6,"5,40","5,00","0,17",10,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3
"79","Murilo (ZAG)","Cruzeiro","8,07",2,"5,40","0,00","0,00",4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"80","Rogério (ATA)","Sport","10,25",7,"5,36","9,50","1,75",3,2,1,NA,13,5,7,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8
"81","Marcelo Grohe (GOL)","Grêmio","16,70",7,"5,34","8,00","0,46",NA,NA,NA,6,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2
"82","Renato Gaúcho (TEC)","Grêmio","14,69",8,"5,30","4,64","-0,28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Gabriel (MEI)","Corinthians","11,82",6,"5,30","5,70","0,28",22,1,NA,NA,11,2,NA,NA,NA,NA,NA,NA,3,NA,NA,14,NA,11
"84","Léo Duarte (ZAG)","Flamengo","8,00",6,"5,30","6,20","-0,15",9,NA,NA,4,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,4
"85","Luan (ATA)","Grêmio","15,80",6,"5,28","1,90","-0,98",5,NA,1,NA,22,13,4,2,NA,NA,NA,NA,NA,NA,NA,11,NA,25
"86","Matheus Fernandes (MEI)","Botafogo","13,56",8,"5,28","3,70","0,31",28,NA,1,NA,7,5,1,1,NA,NA,NA,NA,3,NA,NA,9,1,18
"87","Tiago  (ZAG)","Bahia","7,99",4,"5,25","6,40","0,20",7,NA,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,9,1,5
"88","Luan (ATA)","Atlético-MG","14,34",8,"5,21","5,70","-0,25",30,NA,1,NA,6,4,2,NA,NA,NA,NA,NA,1,NA,NA,15,1,23
"89","Santos (GOL)","Atlético-PR","10,05",8,"5,21","8,00","0,78",NA,NA,NA,4,1,NA,NA,NA,13,NA,NA,NA,NA,NA,8,NA,NA,6
"90","Marcelo Lomba (GOL)","Internacional","7,72",1,"5,20","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"91","Thiago Larghi (TEC)","Atlético-MG","10,16",8,"5,18","4,03","0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Léo (LAT)","Bahia","9,76",6,"5,10","0,00","0,00",16,NA,NA,2,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,13
"93","Moisés (LAT)","Botafogo","7,35",3,"5,10","8,70","0,77",9,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5
"94","Borja (ATA)","Palmeiras","12,68",4,"5,08","0,00","0,00",7,1,1,NA,4,10,2,NA,NA,NA,NA,NA,3,NA,NA,11,4,7
"95","Edigar Junio (ATA)","Bahia","9,88",5,"5,06","0,00","0,00",3,2,NA,NA,7,1,3,1,NA,NA,NA,NA,NA,NA,NA,7,1,7
"96","Rodrigo Dourado (MEI)","Internacional","11,76",8,"5,05","4,50","-1,00",31,NA,NA,NA,12,1,2,NA,NA,NA,NA,NA,2,NA,NA,15,1,11
"97","Léo (LAT)","Fluminense","4,48",1,"5,00","0,00","0,00",3,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,3,1,1
"98","Yago (ZAG)","Botafogo","4,90",1,"5,00","0,00","0,00",3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Eduardo (LAT)","Chapecoense","5,82",2,"5,00","0,00","0,00",3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Júnior Tavares (LAT)","São Paulo","7,58",1,"5,00","0,00","0,00",1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"101","Everton (MEI)","São Paulo","11,15",7,"4,97","8,00","0,51",4,2,3,NA,15,3,3,NA,NA,NA,NA,NA,1,NA,NA,7,6,24
"102","Caio Monteiro (ATA)","Vasco","5,20",4,"4,97","3,30","0,63",4,1,1,NA,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9
"103","Abel Braga (TEC)","Fluminense","11,66",8,"4,95","5,25","0,04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Odair Hellmann (TEC)","Internacional","10,96",8,"4,94","4,78","0,03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Cueva (MEI)","São Paulo","12,56",3,"4,93","0,00","0,00",4,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9
"106","Ángel Romero (ATA)","Corinthians","10,87",5,"4,92","0,00","0,00",9,NA,2,NA,22,5,1,NA,NA,NA,NA,NA,2,NA,NA,9,NA,22
"107","Petros (MEI)","São Paulo","8,86",3,"4,90","5,20","-0,35",10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1
"108","Raphael Alemão (ATA)","Paraná","4,45",2,"4,85","0,00","0,00",3,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"109","Christian (MEI)","América-MG","9,20",3,"4,83","0,10","-2,01",7,NA,NA,NA,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"110","Claudinei Oliveira (TEC)","Sport","8,61",6,"4,81","4,97","0,03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Emerson (LAT)","Atlético-MG","5,15",3,"4,80","3,40","-0,06",9,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,7
"112","Marlone (MEI)","Sport","9,07",7,"4,79","1,70","-1,39",6,1,2,NA,11,3,7,NA,NA,NA,NA,NA,1,NA,NA,2,1,21
"113","Alemão (LAT)","Paraná","7,80",6,"4,78","0,00","0,00",17,NA,NA,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,19
"114","Maicon (MEI)","Grêmio","8,46",7,"4,77","0,00","-0,44",17,2,NA,NA,7,3,1,NA,NA,NA,NA,NA,1,NA,NA,12,NA,24
"115","Diego Aguirre (TEC)","São Paulo","11,49",8,"4,77","4,45","0,08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Michel Bastos (MEI)","Sport","5,42",2,"4,75","8,40","1,48",NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1
"117","Marcos Junior (ATA)","Fluminense","8,06",7,"4,75","0,00","0,00",5,2,1,NA,12,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8
"118","Thiago Heleno (ZAG)","Atlético-PR","10,98",5,"4,74","13,50","2,02",5,1,NA,3,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,7
"119","Danilo Fernandes (GOL)","Internacional","9,51",7,"4,74","7,70","1,26",NA,NA,NA,3,1,NA,NA,NA,10,NA,NA,NA,NA,NA,6,NA,NA,1
"120","Cléber Reis (ZAG)","Paraná","6,53",5,"4,72","5,70","0,50",9,NA,NA,2,5,3,1,NA,NA,NA,NA,NA,1,NA,NA,4,1,5
"121","Osmar Loss (TEC)","Corinthians","11,71",2,"4,72","5,38","0,21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Keno (ATA)","Palmeiras","10,46",8,"4,67","1,30","-0,79",17,1,1,NA,21,3,4,NA,NA,NA,NA,NA,NA,1,NA,10,6,23
"123","Leonardo Valencia (MEI)","Botafogo","9,38",6,"4,55","14,50","2,92",2,1,1,NA,11,4,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,10
"124","Rafael Sobis (ATA)","Cruzeiro","8,11",6,"4,53","9,60","0,78",5,1,NA,NA,4,10,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"125","Roger Machado  (TEC)","Palmeiras","10,88",8,"4,51","1,50","-0,59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Rodrigo Becão (ZAG)","Bahia","3,61",1,"4,50","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"127","Cazares (MEI)","Atlético-MG","10,74",6,"4,47","6,20","0,56",4,1,2,NA,1,8,6,NA,NA,NA,NA,NA,1,NA,NA,6,NA,21
"128","Nico López (ATA)","Internacional","14,93",6,"4,47","8,10","1,21",1,3,NA,NA,1,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,9
"129","Mano Menezes (TEC)","Cruzeiro","10,78",8,"4,46","4,93","-0,13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Torito González (MEI)","Paraná","4,72",5,"4,46","1,30","-0,35",14,NA,NA,NA,13,4,NA,NA,NA,NA,NA,NA,2,NA,NA,7,NA,3
"131","Sander (LAT)","Sport","9,59",8,"4,46","5,90","0,19",23,NA,NA,1,13,2,4,NA,NA,NA,NA,NA,2,NA,NA,18,1,11
"132","Jonathan (LAT)","Atlético-PR","9,36",4,"4,45","0,00","0,00",2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"133","Silvinho (ATA)","Paraná","7,20",8,"4,43","-1,30","-1,14",11,1,NA,NA,18,9,7,NA,NA,NA,NA,NA,1,NA,NA,10,NA,22
"134","Fagner (LAT)","Corinthians","11,70",3,"4,40","0,00","0,00",5,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11
"135","Kelvin (ATA)","Vasco","6,67",4,"4,40","0,00","0,00",1,1,2,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,4
"136","Marcos Guilherme  (ATA)","São Paulo","10,54",5,"4,38","6,50","0,23",8,NA,1,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3
"137","Thiago Galhardo (MEI)","Vasco","8,65",4,"4,35","0,00","0,00",2,NA,2,NA,6,3,2,1,NA,NA,NA,NA,1,NA,NA,4,NA,8
"138","Pedro Henrique (ZAG)","Corinthians","5,65",2,"4,35","0,00","0,00",4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"139","Luiz Gustavo (ZAG)","Vasco","3,91",1,"4,30","4,30","-0,09",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4
"140","Diogo Barbosa (LAT)","Palmeiras","10,95",7,"4,30","0,00","0,00",14,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,11,NA,18
"141","Alisson (MEI)","Grêmio","7,73",3,"4,30","0,00","0,00",4,NA,NA,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"142","Cássio (GOL)","Corinthians","10,84",5,"4,28","0,00","0,00",NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,2
"143","Madson (LAT)","Grêmio","6,98",4,"4,25","6,10","-0,08",3,NA,NA,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"144","Bremer (ZAG)","Atlético-MG","5,79",7,"4,24","0,90","-0,37",15,1,NA,2,3,NA,1,NA,NA,NA,NA,NA,2,NA,NA,10,NA,15
"145","Gilson (LAT)","Botafogo","8,20",6,"4,22","0,00","0,00",14,1,NA,NA,14,1,1,NA,NA,NA,NA,NA,1,NA,NA,7,NA,24
"146","Igor (LAT)","Paraná","2,55",1,"4,20","0,00","0,00",3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
"147","Andrés Ríos (ATA)","Vasco","6,71",6,"4,18","1,00","-0,38",2,3,1,NA,13,3,4,1,NA,NA,NA,NA,3,1,NA,22,1,7
"148","Edílson (LAT)","Cruzeiro","9,04",3,"4,17","10,00","1,62",4,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,6
"149","Renato Chaves (ZAG)","Fluminense","8,06",8,"4,17","5,80","0,92",19,NA,NA,3,4,NA,2,NA,NA,NA,NA,NA,2,NA,NA,9,NA,20
"150","Fernando Diniz (TEC)","Atlético-PR","10,68",8,"4,14","6,83","0,78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Anderson (GOL)","Bahia","3,92",3,"4,13","5,00","0,37",NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"152","Juninho (MEI)","América-MG","7,59",8,"4,13","-0,80","-1,19",23,1,NA,NA,9,3,NA,NA,NA,NA,NA,NA,2,NA,NA,11,NA,23
"153","Guto Ferreira (TEC)","Bahia","8,97",8,"4,12","3,48","-0,52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Ezequiel  (LAT)","Cruzeiro","4,41",2,"4,10","0,00","0,00",5,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,6
"155","Rodrigo Lindoso (MEI)","Botafogo","9,64",8,"4,10","8,10","1,02",7,2,1,NA,14,5,2,NA,NA,NA,NA,NA,1,NA,NA,9,1,17
"156","Nikão (MEI)","Atlético-PR","12,61",7,"4,09","4,90","0,70",5,1,NA,NA,14,5,7,1,NA,NA,NA,NA,NA,NA,NA,6,3,16
"157","Antônio Carlos  (ZAG)","Palmeiras","8,28",8,"4,08","-3,50","-2,19",8,1,NA,3,4,1,1,2,NA,NA,NA,NA,2,NA,NA,8,1,13
