"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"160","Wellington Silva (ATA)","Internacional","3,83",2,"3,75","0,00","0,00",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"161","Jucilei (MEI)","São Paulo","8,29",15,"3,73","4,40","0,02",47,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,3,NA,NA,27,NA,29
"162","Caio Monteiro (ATA)","Vasco","4,56",6,"3,73","0,00","0,00",4,1,1,NA,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9
"163","Borja (ATA)","Palmeiras","10,32",6,"3,73","0,00","0,00",7,1,1,NA,6,12,3,NA,NA,NA,NA,NA,3,NA,NA,11,5,11
"164","Erick (ATA)","Vitória","5,93",6,"3,72","0,00","0,00",9,1,NA,NA,11,3,1,NA,NA,NA,NA,NA,1,NA,NA,5,1,11
"165","Mano Menezes (TEC)","Cruzeiro","11,09",21,"3,70","4,74","0,32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Juninho (MEI)","Ceará","6,22",9,"3,67","0,00","0,00",24,NA,NA,NA,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,33
"167","Matheus Savio (MEI)","Flamengo","5,30",3,"3,67","0,00","0,00",2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"168","Guto Ferreira (TEC)","Chapecoense","8,14",12,"3,63","0,99","-0,16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Eduardo Brock (ZAG)","Ceará","4,76",3,"3,63","0,00","0,00",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,2
"170","Sidão (GOL)","São Paulo","11,14",19,"3,62","8,50","1,44",NA,NA,NA,9,1,NA,NA,NA,22,NA,NA,NA,3,NA,16,NA,NA,16
"171","Henrique (ZAG)","Corinthians","11,42",20,"3,60","13,00","2,49",11,2,NA,8,13,4,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,11
"172","Danilo Avelar (LAT)","Corinthians","7,25",7,"3,60","5,50","0,89",10,NA,NA,3,7,1,5,1,NA,NA,NA,NA,NA,NA,NA,16,1,32
"173","Gilson (LAT)","Botafogo","7,84",11,"3,59","5,30","1,04",20,1,NA,2,24,2,2,NA,NA,NA,NA,NA,4,NA,NA,14,NA,32
"174","Cardona (MEI)","Ceará","3,57",3,"3,57","0,00","0,00",10,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,6,NA,12
"175","Carpegiani (TEC)","Vitória","8,86",3,"3,57","6,49","0,94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Wallyson (ATA)","Vitória","9,24",15,"3,57","0,00","0,00",10,2,3,NA,13,10,6,1,NA,NA,NA,NA,2,NA,NA,7,2,29
"177","Lisca (TEC)","Ceará","6,83",10,"3,57","0,76","-0,36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Valdir (TEC)","Vasco","7,28",4,"3,56","5,16","0,19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Jean Mota (MEI)","Santos","9,77",15,"3,56","0,00","0,00",22,1,NA,NA,18,14,17,1,NA,NA,NA,NA,3,NA,NA,24,NA,44
"180","Pepê (ATA)","Grêmio","3,75",11,"3,55","3,50","0,61",14,2,NA,NA,14,2,1,1,NA,NA,NA,NA,1,NA,NA,6,2,16
"181","Claudinei Oliveira (TEC)","Paraná","8,86",19,"3,51","2,05","0,12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Daniel Guedes  (LAT)","Santos","7,58",5,"3,50","6,90","0,20",8,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,10
"183","Marcelo Benevenuto (ZAG)","Botafogo","6,69",1,"3,50","0,00","0,00",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Bruno Pacheco (LAT)","Chapecoense","6,29",17,"3,50","-1,20","-1,26",35,NA,NA,4,31,4,NA,NA,NA,NA,NA,NA,4,NA,NA,26,NA,35
"185","Maicon (MEI)","Grêmio","8,62",13,"3,49","0,00","0,00",22,3,2,NA,11,4,2,NA,NA,NA,NA,NA,3,1,NA,18,NA,46
"186","Léo (LAT)","Bahia","8,95",17,"3,49","-0,30","-0,05",29,NA,1,4,16,4,4,NA,NA,NA,NA,NA,NA,NA,NA,22,3,42
"187","Enderson Moreira (TEC)","Bahia","10,13",20,"3,48","1,35","-0,09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Juninho (MEI)","América-MG","8,38",19,"3,47","2,20","0,58",45,2,NA,NA,21,5,1,NA,NA,NA,NA,NA,3,NA,NA,23,1,51
"189","Leandro Damião (ATA)","Internacional","8,43",12,"3,44","0,00","0,00",4,3,1,NA,11,15,11,NA,NA,NA,NA,NA,3,NA,NA,20,4,21
"190","Cuéllar (MEI)","Flamengo","9,23",16,"3,43","-1,00","-0,20",59,NA,1,NA,8,2,3,NA,NA,NA,NA,3,4,NA,NA,35,NA,24
"191","Vanderlei (GOL)","Santos","15,41",19,"3,38","8,50","0,29",NA,NA,NA,6,3,NA,NA,NA,26,NA,NA,NA,NA,NA,22,NA,NA,3
"192","Edigar Junio (ATA)","Bahia","8,25",13,"3,38","3,30","0,46",8,3,NA,NA,18,8,3,1,NA,NA,NA,NA,NA,NA,NA,17,2,15
"193","Diogo Barbosa (LAT)","Palmeiras","9,39",15,"3,36","2,70","-0,23",20,NA,2,7,8,2,NA,NA,NA,NA,NA,NA,5,NA,NA,23,NA,29
"194","Rodrigo Dourado (MEI)","Internacional","10,71",19,"3,36","4,20","0,41",61,NA,1,NA,20,2,4,NA,NA,NA,NA,NA,7,NA,NA,50,1,32
"195","Eduardo (LAT)","Chapecoense","6,07",13,"3,35","2,80","0,50",20,NA,2,3,9,2,1,NA,NA,NA,NA,NA,1,NA,NA,13,NA,34
"196","Danilo Silva (ZAG)","Internacional","5,08",2,"3,35","0,00","0,00",5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,1
"197","Diego Pituca (MEI)","Santos","4,20",16,"3,35","4,10","0,84",29,NA,3,NA,23,9,NA,NA,NA,NA,NA,NA,3,NA,NA,20,NA,25
"198","Lucas Romero (MEI)","Cruzeiro","6,45",15,"3,34","7,50","-0,47",42,NA,NA,NA,12,3,2,NA,NA,NA,NA,NA,2,NA,NA,21,1,29
"199","Rhayner (ATA)","Vitória","8,70",12,"3,32","4,10","0,12",22,NA,1,NA,21,6,10,1,NA,NA,NA,NA,4,NA,NA,24,NA,28
"200","Hyoran (MEI)","Palmeiras","5,48",15,"3,32","3,80","-0,11",7,1,5,NA,16,9,8,1,NA,NA,NA,NA,2,NA,NA,21,2,19
"201","Mayke (LAT)","Palmeiras","6,24",8,"3,32","0,00","0,00",10,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,14,1,8
"202","Pablo Dyego (ATA)","Fluminense","5,75",10,"3,29","0,00","0,00",3,2,NA,NA,12,6,4,1,NA,NA,NA,NA,NA,NA,NA,4,NA,14
"203","Adilson (MEI)","Atlético-MG","6,64",10,"3,28","0,00","0,00",30,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,17,NA,19
"204","Arboleda (ZAG)","São Paulo","8,93",14,"3,27","0,00","0,00",21,NA,1,4,15,8,2,NA,NA,NA,NA,NA,4,NA,NA,23,3,20
"205","Richardson (MEI)","Ceará","7,02",14,"3,27","5,10","0,00",32,NA,1,NA,40,4,3,NA,NA,NA,NA,NA,5,NA,NA,32,1,25
"206","Walisson Maia (ZAG)","Vitória","5,06",2,"3,25","0,00","0,00",7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,5
"207","Zé Ricardo (TEC)","Botafogo","9,34",12,"3,25","6,82","0,86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Rafael Moura (ATA)","América-MG","11,12",15,"3,21","10,70","1,04",4,5,2,NA,13,8,8,NA,NA,NA,NA,NA,3,NA,NA,28,4,28
"209","Renan Lodi (LAT)","Atlético-PR","3,35",11,"3,21","3,60","-0,72",10,NA,NA,4,17,8,9,NA,NA,NA,1,1,2,NA,NA,13,1,15
"210","Léo (ZAG)","Cruzeiro","8,25",17,"3,20","0,00","0,00",23,NA,NA,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,16,2,11
"211","Régis (LAT)","São Paulo","6,85",7,"3,20","5,50","-0,01",10,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,2,NA,NA,7,NA,12
"212","Valdo (ZAG)","Ceará","7,22",10,"3,20","0,00","0,00",11,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5
"213","Wagner (MEI)","Vasco","10,54",13,"3,17","7,90","1,33",9,4,NA,NA,25,6,7,NA,NA,NA,NA,NA,7,NA,NA,15,2,25
"214","Jonathas (ATA)","Corinthians","6,09",5,"3,16","0,00","0,00",4,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3
"215","Luan (ATA)","América-MG","10,81",10,"3,16","0,00","0,00",13,1,3,NA,19,9,1,NA,NA,NA,NA,1,3,NA,NA,19,4,21
"216","Elton (MEI)","Bahia","8,35",19,"3,16","-1,10","-0,29",54,NA,2,NA,8,9,2,NA,NA,NA,NA,NA,3,NA,NA,59,NA,30
"217","Igor Rabello (ZAG)","Botafogo","10,88",21,"3,16","4,70","1,33",28,2,NA,5,16,8,2,NA,NA,NA,1,NA,3,NA,NA,18,5,36
"218","Hernane (ATA)","Sport","4,54",4,"3,15","2,90","-0,33",2,NA,1,NA,12,3,3,NA,NA,NA,NA,NA,1,NA,NA,6,NA,8
"219","Raniel (ATA)","Cruzeiro","7,92",16,"3,13","10,40","1,66",10,3,1,NA,26,11,6,NA,NA,NA,NA,NA,1,NA,NA,30,3,14
"220","Luiz Otávio (ZAG)","Ceará","7,50",17,"3,11","1,20","-0,13",26,NA,NA,5,7,3,NA,NA,NA,NA,NA,NA,4,NA,NA,9,NA,15
"221","Victor (GOL)","Atlético-MG","10,20",21,"3,10","0,40","-1,99",NA,NA,NA,5,2,NA,NA,NA,34,NA,NA,NA,2,NA,27,NA,NA,17
"222","Vinícius Freitas (LAT)","Chapecoense","3,74",4,"3,08","0,00","0,00",4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4
"223","Léo Pereira (ZAG)","Atlético-PR","2,60",5,"3,06","-1,40","-0,60",2,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,20
"224","Doffo (MEI)","Chapecoense","2,92",2,"3,05","0,00","0,00",1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,3
"225","Douglas (ZAG)","Chapecoense","7,64",19,"3,04","1,00","-0,26",26,NA,NA,5,14,3,NA,1,NA,NA,NA,NA,2,NA,NA,22,NA,12
"226","Gabriel (MEI)","Sport","6,37",20,"3,03","1,30","-0,47",19,2,1,NA,32,9,6,1,NA,NA,NA,NA,1,NA,NA,14,2,41
"227","Yann Rolim (MEI)","Chapecoense","2,99",5,"3,02","0,70","-0,31",4,NA,1,NA,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,12
"228","Thiago Heleno (ZAG)","Atlético-PR","8,87",10,"3,02","0,00","0,00",9,1,NA,3,8,3,1,1,NA,NA,1,NA,1,NA,NA,13,NA,11
"229","Ramon (LAT)","Vasco","7,44",8,"3,02","0,00","0,00",11,1,NA,1,4,1,2,NA,NA,NA,NA,NA,1,NA,NA,5,NA,20
"230","Desábato (MEI)","Vasco","7,98",18,"3,01","2,50","-0,34",49,NA,1,NA,15,2,NA,NA,NA,NA,NA,1,1,NA,NA,26,NA,45
"231","Gregore (MEI)","Bahia","7,05",18,"3,01","0,40","-0,52",57,NA,1,NA,12,5,5,NA,NA,NA,NA,NA,7,NA,NA,62,NA,25
"232","Diego Torres (MEI)","Chapecoense","5,39",3,"3,00","2,00","0,06",NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"233","Torito González (MEI)","Paraná","5,89",13,"3,00","0,00","0,00",26,NA,NA,NA,30,8,2,NA,NA,NA,NA,NA,5,NA,NA,20,NA,12
"234","Aderlan (LAT)","América-MG","4,25",13,"2,98","4,00","0,17",30,NA,1,4,11,4,NA,NA,NA,NA,NA,1,7,NA,NA,19,NA,38
"235","Lucas Fernandes (ATA)","Vitória","6,29",15,"2,98","5,80","0,70",9,1,NA,NA,29,4,5,3,NA,NA,NA,NA,NA,NA,NA,6,NA,22
"236","Marcos Junior (ATA)","Fluminense","6,25",15,"2,98","0,00","0,00",9,2,2,NA,20,4,4,NA,NA,NA,NA,NA,NA,NA,NA,9,6,18
"237","Jadson (MEI)","Corinthians","8,45",13,"2,97","9,20","1,68",3,2,4,NA,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,7,NA,34
"238","Antônio Carlos  (ZAG)","Palmeiras","8,26",14,"2,97","0,00","0,00",10,1,NA,5,6,3,3,2,NA,NA,NA,NA,4,NA,NA,15,1,18
"239","Ibañez (ZAG)","Fluminense","4,84",7,"2,97","-0,70","-1,22",11,NA,NA,2,3,2,1,NA,NA,NA,NA,NA,2,NA,NA,3,NA,15
"240","Bruno Bispo (ZAG)","Vitória","4,18",2,"2,95","0,00","0,00",3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,2
"241","João Lucas (LAT)","Ceará","3,75",9,"2,95","0,10","-0,15",6,NA,NA,4,4,6,2,NA,NA,NA,NA,NA,1,NA,NA,6,NA,22
"242","Marlone (MEI)","Sport","8,37",20,"2,94","-0,40","-0,66",9,2,3,NA,29,14,10,NA,NA,NA,NA,NA,1,NA,NA,7,2,56
"243","Jean (LAT)","Palmeiras","6,38",7,"2,93","5,80","0,35",3,NA,NA,4,3,3,1,1,NA,NA,NA,NA,1,1,NA,8,NA,7
"244","Élber (MEI)","Bahia","5,99",15,"2,93","3,80","0,18",13,1,3,NA,23,1,11,NA,NA,NA,NA,NA,5,NA,NA,7,3,30
"245","Fábio (GOL)","Cruzeiro","9,64",18,"2,91","1,00","-0,52",NA,NA,NA,5,1,NA,NA,NA,18,1,NA,NA,NA,NA,16,NA,NA,7
"246","Andrés Ríos (ATA)","Vasco","6,58",16,"2,89","0,00","0,00",8,5,1,NA,31,6,6,1,NA,NA,NA,NA,4,1,NA,41,2,26
"247","Leandro Carvalho (ATA)","Ceará","4,94",6,"2,88","0,10","-0,29",5,1,NA,NA,11,2,6,NA,NA,NA,NA,1,1,NA,NA,6,2,5
"248","Digão (ZAG)","Fluminense","5,59",8,"2,86","0,00","0,00",8,NA,NA,3,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,10
"249","Thiago Galhardo (MEI)","Vasco","7,96",10,"2,86","7,40","1,13",7,1,2,NA,16,4,2,1,NA,NA,NA,NA,3,NA,NA,8,1,20
"250","Camilo (MEI)","Internacional","3,85",7,"2,83","0,50","-0,09",2,1,2,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,11
"251","Carlos Sánchez (MEI)","Santos","9,99",3,"2,83","3,80","-0,19",6,NA,NA,NA,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,13
"252","Messias (ZAG)","América-MG","8,93",20,"2,82","0,00","0,00",20,1,NA,7,11,3,2,NA,NA,NA,NA,NA,3,NA,NA,20,NA,36
"253","Ademir (ATA)","América-MG","3,08",10,"2,81","0,00","0,00",8,1,NA,NA,23,7,3,NA,NA,NA,NA,NA,2,NA,NA,8,2,12
"254","Júlio César (GOL)","Fluminense","4,71",21,"2,80","-0,80","-0,88",1,NA,NA,6,3,NA,NA,NA,28,NA,NA,NA,1,NA,26,NA,NA,14
"255","Rogério (ATA)","Sport","8,25",17,"2,78","1,70","0,56",6,2,1,NA,28,19,9,NA,NA,NA,NA,1,NA,NA,NA,17,7,19
"256","Raul Prata (LAT)","Sport","8,14",12,"2,78","0,00","0,00",24,NA,NA,3,15,2,2,NA,NA,NA,NA,1,2,NA,NA,15,NA,42
"257","Aderllan (ZAG)","Vitória","2,75",12,"2,78","0,00","0,00",10,1,NA,4,6,5,3,NA,NA,NA,1,NA,1,NA,NA,17,NA,16
"258","Nikão (MEI)","Atlético-PR","10,74",17,"2,77","1,00","-0,56",11,1,2,NA,23,13,10,2,NA,NA,NA,NA,3,NA,NA,13,4,42
"259","Matheus Ferraz (ZAG)","América-MG","6,14",17,"2,76","3,00","-0,41",20,NA,NA,6,7,2,NA,NA,NA,NA,NA,NA,2,NA,NA,15,1,21
"260","Bruno Silva (MEI)","Cruzeiro","7,33",12,"2,75","0,00","0,00",13,2,1,NA,6,10,1,NA,NA,NA,NA,NA,3,NA,NA,20,NA,12
"261","Hulk (LAT)","Atlético-MG","3,60",3,"2,73","0,00","0,00",4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"262","Leandro Pereira (ATA)","Chapecoense","8,19",17,"2,73","13,70","2,43",15,3,NA,NA,22,9,7,1,NA,NA,NA,1,2,NA,NA,26,10,9
"263","Lucas (LAT)","Vitória","6,50",6,"2,72","0,00","0,00",5,1,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11
"264","Plata (ATA)","Atlético-PR","4,77",1,"2,70","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"265","Rafael Pereira (ZAG)","Chapecoense","4,61",6,"2,70","0,00","0,00",7,NA,NA,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,8
"266","Ronaldo Alves (ZAG)","Sport","6,81",19,"2,70","3,60","0,55",25,NA,NA,4,22,7,1,NA,NA,NA,NA,NA,4,NA,NA,17,2,22
"267","Ramon (ZAG)","Vitória","4,91",15,"2,70","7,50","0,79",16,1,NA,4,13,3,2,NA,NA,NA,NA,NA,3,NA,NA,22,NA,19
"268","Piris da Motta (MEI)","Flamengo","6,38",3,"2,70","1,50","-0,08",6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"269","Pachu (ATA)","Botafogo","2,55",1,"2,70","0,00","0,00",1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"270","Willian Farias (MEI)","Vitória","4,44",11,"2,69","0,30","-0,39",18,NA,1,NA,3,5,1,NA,NA,NA,NA,NA,1,NA,NA,10,NA,7
"271","Régis (MEI)","Bahia","5,36",18,"2,68","3,20","0,46",13,3,2,NA,16,6,3,1,NA,NA,NA,NA,3,NA,NA,14,1,37
"272","Barcos (ATA)","Cruzeiro","7,88",7,"2,65","2,50","-0,06",6,1,1,NA,5,5,4,NA,NA,NA,NA,NA,1,1,NA,10,1,11
"273","Deyverson (ATA)","Palmeiras","3,34",13,"2,63","2,40","0,51",2,3,1,NA,10,2,6,NA,NA,NA,NA,NA,2,NA,NA,8,NA,12
"274","Luiz Gustavo (ZAG)","Vasco","4,37",12,"2,63","2,20","-0,65",18,NA,NA,3,14,4,NA,NA,NA,NA,NA,NA,3,NA,NA,12,1,27
"275","Zé Ivaldo (ZAG)","Atlético-PR","3,70",13,"2,62","1,80","-0,98",13,1,NA,5,6,3,1,NA,NA,NA,NA,NA,5,NA,NA,18,1,18
"276","Bruno Cosendey (MEI)","Vasco","3,76",7,"2,61","0,00","-0,56",5,1,1,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,14
"277","Renê Júnior (MEI)","Corinthians","5,85",4,"2,60","0,00","0,00",9,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,4
"278","Wellington Paulista (ATA)","Chapecoense","9,16",16,"2,59","0,00","0,00",10,4,2,NA,27,21,2,NA,NA,NA,NA,NA,7,NA,NA,40,8,34
"279","Igor (LAT)","Paraná","3,71",11,"2,57","5,20","0,82",19,NA,NA,2,4,9,NA,NA,NA,NA,NA,NA,3,NA,NA,12,1,23
"280","Alison (MEI)","Santos","7,51",12,"2,56","0,00","0,00",33,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,6,NA,NA,21,NA,16
"281","Everton Felipe (MEI)","São Paulo","5,33",8,"2,56","0,00","0,00",7,1,NA,NA,11,1,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,22
"282","Pedro Henrique (ZAG)","Corinthians","5,97",11,"2,55","5,00","0,95",12,NA,NA,4,9,3,1,NA,NA,NA,NA,NA,4,NA,NA,10,1,15
"283","Claudio Winck (LAT)","Sport","3,87",11,"2,53","0,00","0,00",8,2,1,1,16,4,4,NA,NA,NA,NA,NA,3,NA,NA,22,1,29
"284","Iago Maidana (ZAG)","Atlético-MG","3,26",7,"2,53","-1,80","-1,64",5,NA,NA,3,5,4,1,NA,NA,NA,NA,NA,2,NA,NA,10,NA,9
"285","Yago (MEI)","Vitória","9,24",16,"2,51","4,70","0,96",18,1,NA,NA,38,14,6,NA,NA,NA,NA,1,4,NA,NA,19,1,31
"286","Rafael Thyere (ZAG)","Chapecoense","3,63",18,"2,51","-1,30","-0,62",24,NA,NA,5,9,1,2,NA,NA,NA,NA,NA,5,NA,NA,9,1,29
"287","Paulinho (ATA)","São Paulo","1,29",1,"2,50","0,00","0,00",NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Gum (ZAG)","Fluminense","4,88",17,"2,50","-3,00","-1,97",16,1,1,5,8,5,1,NA,NA,NA,NA,NA,3,NA,NA,24,NA,36
"289","Jhony (MEI)","Paraná","2,75",1,"2,50","0,00","0,00",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"290","Renatinho (MEI)","Botafogo","4,97",11,"2,49","0,00","0,00",15,NA,NA,NA,13,3,6,NA,NA,NA,NA,NA,2,NA,NA,5,1,14
"291","Henrique (MEI)","Cruzeiro","8,61",13,"2,46","0,90","0,09",31,NA,NA,NA,15,6,1,NA,NA,NA,1,NA,5,NA,NA,16,NA,17
"292","Jefferson (GOL)","Botafogo","8,15",12,"2,46","0,00","0,00",NA,NA,1,2,1,NA,NA,NA,16,NA,NA,NA,NA,NA,16,NA,NA,7
"293","Brenner (ATA)","Botafogo","5,92",11,"2,45","5,30","0,17",8,1,NA,NA,22,5,5,NA,NA,NA,NA,NA,2,NA,NA,11,2,12
"294","Canteros (MEI)","Chapecoense","7,42",19,"2,43","0,60","-0,27",30,2,2,NA,16,5,2,1,NA,NA,NA,NA,2,NA,NA,25,NA,86
"295","Thiago Santos (ATA)","Paraná","1,64",6,"2,43","0,00","0,00",1,1,1,NA,8,6,NA,2,NA,NA,NA,NA,2,NA,NA,11,5,9
"296","Elias (MEI)","Atlético-MG","5,94",19,"2,42","2,70","-0,52",21,2,3,NA,16,8,3,NA,NA,NA,NA,NA,6,NA,NA,21,5,32
"297","Tréllez (ATA)","São Paulo","5,43",10,"2,42","0,00","0,00",NA,3,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,9,NA,6
"298","Rafinha (MEI)","Cruzeiro","7,01",13,"2,40","0,80","-0,67",13,NA,1,NA,27,2,3,NA,NA,NA,NA,NA,NA,NA,NA,10,4,17
"299","Alex Santana (MEI)","Paraná","3,80",12,"2,40","4,20","0,20",9,1,NA,NA,15,10,6,NA,NA,NA,NA,NA,4,NA,NA,9,NA,10
"300","Osman (ATA)","Chapecoense","3,50",7,"2,40","-0,50","-0,18",4,1,NA,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,10
"301","Fábio Santos (LAT)","Atlético-MG","5,34",17,"2,38","-1,00","-1,24",16,1,NA,5,23,3,1,NA,NA,NA,NA,NA,4,NA,NA,18,4,42
"302","Eduardo Sasha (ATA)","Santos","7,33",16,"2,37","0,00","-1,23",11,1,3,NA,21,7,1,1,NA,NA,NA,NA,1,NA,NA,16,8,26
"303","Emerson Sheik (ATA)","Corinthians","6,87",10,"2,36","0,00","0,00",4,NA,2,NA,12,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,2
"304","Lucas Fonseca (ZAG)","Bahia","6,61",17,"2,36","0,00","0,00",15,NA,NA,5,20,3,2,1,NA,NA,NA,NA,4,NA,NA,13,NA,36
"305","Werley (ZAG)","Vasco","5,87",6,"2,35","0,00","0,00",9,NA,NA,1,5,3,2,NA,NA,NA,1,NA,NA,NA,NA,8,NA,9
"306","Edenílson (MEI)","Internacional","9,40",17,"2,35","7,40","1,56",19,1,2,NA,22,7,2,NA,NA,NA,NA,NA,4,NA,NA,12,NA,38
"307","Everson (ZAG)","Bahia","3,84",6,"2,35","3,90","0,62",6,NA,NA,1,5,2,NA,1,NA,NA,NA,NA,1,NA,NA,3,1,10
"308","Thiago Neves (MEI)","Cruzeiro","9,99",15,"2,34","7,40","1,39",11,1,NA,NA,14,10,15,NA,NA,NA,NA,NA,1,NA,NA,9,7,41
"309","Moisés (MEI)","Palmeiras","6,17",17,"2,33","5,10","0,59",27,1,NA,NA,17,5,4,1,NA,NA,NA,NA,4,NA,NA,21,NA,35
"310","Jeferson (LAT)","Vitória","5,15",17,"2,33","2,50","0,22",25,NA,1,4,14,2,1,NA,NA,NA,NA,NA,5,NA,NA,19,2,40
"311","Neto Moura (MEI)","Sport","4,81",10,"2,33","0,00","0,00",13,NA,NA,NA,10,3,3,NA,NA,NA,NA,NA,1,NA,NA,8,NA,4
"312","Matheus Alessandro (ATA)","Fluminense","4,24",14,"2,32","4,50","0,41",12,NA,1,NA,29,8,4,NA,NA,NA,NA,NA,4,NA,NA,8,3,9
"313","Paulo Victor (GOL)","Grêmio","5,61",6,"2,30","-1,00","-0,74",NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,2,NA,6,NA,NA,4
"314","Clayson (ATA)","Corinthians","9,34",10,"2,30","1,50","0,23",9,1,1,NA,11,3,2,NA,NA,NA,NA,NA,1,NA,NA,11,3,16
"315","Edinho (ATA)","Atlético-MG","3,36",1,"2,30","0,00","0,00",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Manoel (ZAG)","Cruzeiro","4,37",5,"2,28","0,00","0,00",1,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,7
"317","Marcelo (MEI)","Botafogo","3,27",3,"2,27","0,00","0,00",3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1
"318","Arnaldo (LAT)","Ceará","5,49",7,"2,26","0,00","0,00",7,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,14
"319","Gabriel (ZAG)","Atlético-MG","6,06",16,"2,25","-0,50","-0,32",19,NA,NA,2,18,2,2,1,NA,NA,1,NA,1,NA,NA,15,NA,13
