"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"42","Bruno Cortez (LAT)","Grêmio","14,73",16,"5,88","0,00","0,00",30,NA,NA,13,21,NA,1,NA,NA,NA,NA,NA,2,NA,NA,23,NA,40
"43","Bruno Peres (LAT)","São Paulo","12,60",6,"5,87","16,90","3,20",12,1,NA,3,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,7,NA,13
"44","João Ricardo (GOL)","América-MG","7,02",12,"5,86","2,00","-1,65",NA,NA,NA,5,1,NA,NA,NA,23,1,NA,NA,NA,NA,14,NA,NA,11
"45","Leonardo Silva (ZAG)","Atlético-MG","10,05",8,"5,81","0,00","0,00",13,2,NA,3,12,2,1,1,NA,NA,NA,NA,3,NA,NA,7,NA,21
"46","Nino Paraíba (LAT)","Bahia","12,10",11,"5,76","-0,80","-1,30",30,NA,1,4,15,3,3,NA,NA,NA,NA,NA,2,NA,NA,13,NA,32
"47","Júnior (LAT)","Paraná","8,43",16,"5,75","0,00","0,00",43,1,1,4,29,5,2,NA,NA,NA,NA,NA,3,NA,NA,21,NA,33
"48","Robson Bambu (ZAG)","Santos","1,81",1,"5,70","5,70","0,81",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"49","Nico López (ATA)","Internacional","14,87",17,"5,65","1,70","0,20",16,6,2,NA,15,8,15,3,NA,NA,NA,NA,3,NA,NA,16,4,36
"50","Dedé (ZAG)","Cruzeiro","10,56",15,"5,64","0,10","-0,41",33,2,NA,5,15,6,5,NA,NA,NA,NA,NA,4,NA,NA,15,1,27
"51","Maílson (GOL)","Sport","5,20",4,"5,60","0,00","0,00",NA,NA,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"52","Luan (ZAG)","Palmeiras","6,13",6,"5,55","9,60","0,93",12,NA,NA,5,8,NA,1,NA,NA,NA,NA,1,2,NA,NA,7,NA,8
"53","Matheus Fernandes (MEI)","Botafogo","14,68",18,"5,53","6,70","0,61",71,NA,1,NA,22,10,5,1,NA,NA,NA,1,5,NA,NA,25,1,40
"54","Léo Moura (LAT)","Grêmio","10,53",10,"5,49","0,00","0,00",9,NA,2,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,12
"55","Zeca (LAT)","Internacional","11,38",11,"5,49","10,60","1,21",19,NA,1,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,2,33
"56","Derlis González (ATA)","Santos","9,70",3,"5,47","12,20","2,04",3,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,6,1,3
"57","Luan (ATA)","Atlético-MG","15,35",20,"5,41","6,30","1,00",54,3,3,NA,17,10,4,1,NA,NA,NA,NA,3,NA,NA,27,2,52
"58","Bruno Henrique (MEI)","Palmeiras","10,70",19,"5,36","-0,30","-0,68",44,5,2,NA,28,10,3,1,NA,NA,NA,NA,4,NA,NA,47,NA,38
"59","Maurício Barbieri (TEC)","Flamengo","14,24",21,"5,36","4,67","-0,14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Dudu (ATA)","Palmeiras","14,82",16,"5,34","0,00","0,00",13,4,5,NA,57,11,13,NA,NA,NA,NA,1,6,1,NA,15,3,46
"61","Serginho (MEI)","América-MG","16,58",12,"5,34","0,00","0,00",11,4,3,NA,14,8,6,NA,NA,NA,NA,NA,1,NA,NA,17,1,30
"62","Odair Hellmann (TEC)","Internacional","12,33",20,"5,31","4,62","-0,06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Iago (LAT)","Internacional","11,67",19,"5,30","4,20","-0,82",41,NA,1,12,8,5,3,NA,NA,NA,NA,NA,5,NA,NA,23,2,50
"64","Éverson (GOL)","Ceará","11,21",19,"5,27","5,50","0,06",NA,NA,NA,6,7,2,NA,NA,38,NA,NA,NA,2,NA,21,1,NA,8
"65","Thiago Rodrigues (GOL)","Paraná","7,57",11,"5,23","0,00","0,00",NA,NA,NA,4,1,NA,NA,NA,18,1,NA,NA,NA,NA,11,1,NA,5
"66","Egídio (LAT)","Cruzeiro","10,65",14,"5,20","6,00","1,16",42,NA,1,5,14,5,NA,NA,NA,NA,NA,NA,2,NA,NA,19,6,49
"67","Gabriel (ATA)","Santos","14,33",19,"5,18","7,60","0,30",17,7,1,NA,33,25,8,NA,NA,NA,NA,NA,1,NA,NA,20,14,50
"68","Maxi López (ATA)","Vasco","10,36",4,"5,15","17,90","3,17",2,1,3,NA,7,7,2,NA,NA,NA,NA,NA,3,NA,NA,20,NA,3
"69","Rodrygo (ATA)","Santos","11,48",17,"5,14","-0,60","-1,38",10,6,3,NA,33,8,8,1,NA,NA,NA,NA,1,NA,NA,21,1,44
"70","Diego Souza (MEI)","São Paulo","12,57",17,"5,14","5,50","-0,27",5,7,3,NA,26,11,8,1,NA,NA,NA,NA,NA,NA,NA,23,9,31
"71","Carlos Augusto (LAT)","Corinthians","1,22",2,"5,10","0,00","0,00",4,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2
"72","Diego Aguirre (TEC)","São Paulo","12,87",20,"5,08","6,50","0,68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Rodinei (LAT)","Flamengo","13,48",21,"5,07","5,20","0,06",23,NA,2,11,27,6,7,NA,NA,NA,NA,NA,2,NA,NA,14,1,28
"74","Nenê (MEI)","São Paulo","10,67",20,"5,06","3,20","-0,91",15,8,2,NA,41,14,7,2,NA,NA,NA,NA,6,NA,NA,19,3,61
"75","Cássio (GOL)","Corinthians","11,43",13,"5,06","8,00","0,95",1,NA,NA,6,1,NA,NA,NA,21,NA,NA,NA,3,NA,10,1,NA,9
"76","Weverton (GOL)","Palmeiras","9,28",10,"5,04","7,70","0,27",NA,NA,NA,7,1,NA,NA,NA,8,NA,NA,NA,NA,NA,4,NA,NA,4
"77","Juninho Quixadá (ATA)","Ceará","4,53",3,"5,03","0,00","0,00",2,1,1,NA,1,3,NA,1,NA,NA,NA,NA,1,NA,NA,4,2,6
"78","Éverton Ribeiro (MEI)","Flamengo","9,48",18,"5,01","18,60","3,59",30,4,4,NA,34,14,8,NA,NA,NA,NA,1,4,NA,NA,28,NA,59
"79","Diego (GOL)","Botafogo","1,98",1,"5,00","5,00","0,98",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Bressan (ZAG)","Grêmio","9,56",15,"4,97","1,20","-0,92",18,1,NA,10,10,2,NA,NA,NA,NA,NA,NA,1,NA,NA,19,NA,18
"81","Carlinhos (LAT)","América-MG","11,37",11,"4,96","2,00","-1,33",22,1,1,4,11,4,5,NA,NA,NA,NA,NA,4,NA,NA,19,1,27
"82","Diego Alves (GOL)","Flamengo","11,15",18,"4,95","-4,90","-2,04",NA,NA,NA,10,5,NA,NA,NA,21,1,NA,NA,2,NA,11,NA,NA,25
"83","Yuri (LAT)","Botafogo","1,71",1,"4,90","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"84","Paulo Miranda (ZAG)","Grêmio","6,87",7,"4,89","-1,20","-1,60",12,NA,NA,4,9,3,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,19
"85","Santos (GOL)","Atlético-PR","9,15",17,"4,89","-2,30","-2,89",NA,NA,NA,7,2,NA,NA,NA,28,NA,NA,NA,NA,NA,17,NA,NA,10
"86","Anderson Martins (ZAG)","São Paulo","8,86",12,"4,87","6,90","1,07",28,1,NA,5,6,4,3,NA,NA,NA,NA,1,4,NA,NA,17,NA,16
"87","Victor Luis (LAT)","Palmeiras","8,59",9,"4,87","7,40","-0,19",13,NA,NA,5,8,4,3,NA,NA,NA,NA,NA,1,NA,NA,7,NA,20
"88","Ayrton Lucas (LAT)","Fluminense","9,83",14,"4,84","-0,30","-1,75",30,NA,NA,4,37,5,1,NA,NA,NA,1,NA,1,NA,NA,13,NA,25
"89","Gabriel (MEI)","Corinthians","11,71",16,"4,83","0,00","0,00",59,1,NA,NA,21,4,2,NA,NA,NA,NA,NA,5,NA,NA,34,NA,28
"90","Thiago Santos (MEI)","Palmeiras","10,28",13,"4,83","16,90","2,37",43,1,NA,NA,16,2,1,1,NA,NA,NA,NA,2,NA,NA,29,1,15
"91","Rafael Sobis (ATA)","Cruzeiro","8,90",11,"4,81","0,00","0,00",10,2,1,NA,15,12,5,2,NA,NA,NA,NA,2,NA,NA,6,2,14
"92","Thiago Larghi (TEC)","Atlético-MG","11,20",21,"4,80","2,30","-0,47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Jonathan (LAT)","Atlético-PR","9,86",11,"4,80","7,40","0,09",7,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,11
"94","Sander (LAT)","Sport","10,92",19,"4,80","0,00","0,00",61,NA,NA,3,34,5,7,NA,NA,NA,NA,NA,6,NA,NA,38,2,43
"95","Tiago Nunes (TEC)","Atlético-PR","9,86",7,"4,78","3,61","-0,74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Marcelo Grohe (GOL)","Grêmio","15,68",14,"4,77","0,00","0,00",NA,NA,NA,10,2,NA,NA,NA,9,NA,NA,NA,NA,NA,5,NA,NA,4
"97","Renato Gaúcho (TEC)","Grêmio","14,53",21,"4,77","1,00","-0,15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Giovanni (LAT)","América-MG","8,39",15,"4,76","3,10","-1,31",21,3,NA,4,12,7,2,NA,NA,NA,NA,NA,3,NA,NA,10,2,20
"99","Leonardo Valencia (MEI)","Botafogo","9,65",18,"4,76","2,30","-0,75",20,2,3,NA,27,17,14,1,NA,NA,NA,NA,1,NA,NA,12,1,46
"100","Jailson (GOL)","Palmeiras","13,68",12,"4,75","0,00","0,00",NA,NA,NA,4,NA,NA,NA,NA,23,NA,NA,1,1,NA,11,NA,NA,10
"101","Neilton (ATA)","Vitória","11,70",19,"4,74","1,50","-0,37",27,5,3,NA,42,15,4,1,NA,NA,NA,NA,5,NA,NA,28,3,69
"102","Luan (ATA)","Grêmio","14,08",13,"4,73","0,00","0,00",16,NA,4,NA,43,19,10,2,NA,NA,NA,NA,1,2,NA,18,3,56
"103","Diego (MEI)","Flamengo","10,91",15,"4,72","8,70","-0,60",26,4,1,NA,52,13,3,NA,NA,NA,NA,NA,5,NA,NA,26,7,62
"104","Marcelo Benítez (LAT)","Vitória","5,51",3,"4,70","10,70","2,14",8,NA,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,9,NA,12
"105","Fellipe Bastos (MEI)","Sport","10,24",20,"4,69","6,20","0,36",40,1,2,NA,24,25,16,NA,NA,NA,NA,NA,1,NA,NA,26,1,67
"106","Tiago Alves (ZAG)","Ceará","5,55",12,"4,65","0,20","-1,32",17,1,NA,6,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,9,1,12
"107","Marinho (ATA)","Grêmio","11,10",7,"4,60","-3,80","-2,78",10,1,1,NA,16,5,5,NA,NA,NA,NA,NA,2,NA,NA,12,1,11
"108","Marcelo Cirino (ATA)","Atlético-PR","6,12",3,"4,60","0,00","0,00",5,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,10
"109","Durval (ZAG)","Sport","5,16",3,"4,57","0,20","-1,11",2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"110","Pablo (ATA)","Atlético-PR","11,47",18,"4,54","11,10","0,94",25,6,1,NA,16,17,9,NA,NA,NA,NA,NA,4,NA,NA,39,15,21
"111","Richard (MEI)","Fluminense","15,42",19,"4,54","3,50","0,32",53,1,1,NA,29,4,6,NA,NA,NA,NA,NA,3,NA,NA,25,NA,42
"112","Diego Tavares (LAT)","Paraná","3,92",1,"4,50","4,50","0,92",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Dudu (LAT)","Internacional","4,07",2,"4,50","0,00","0,00",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"114","Marcinho (ATA)","Atlético-PR","5,13",8,"4,49","6,50","-0,46",7,1,1,NA,19,5,8,NA,NA,NA,NA,NA,NA,NA,NA,8,2,19
"115","Dodô (LAT)","Santos","13,22",19,"4,47","11,20","1,15",42,NA,NA,6,23,6,2,1,NA,NA,NA,NA,3,NA,NA,11,2,58
"116","Kieza (ATA)","Botafogo","7,71",16,"4,47","0,00","0,00",8,5,1,NA,24,10,10,NA,NA,NA,NA,NA,NA,NA,NA,16,5,23
"117","Bruno Alves (ZAG)","São Paulo","10,89",13,"4,47","6,80","0,71",20,1,NA,7,6,2,1,1,NA,NA,NA,NA,4,NA,NA,20,3,14
"118","Cuca (TEC)","Santos","10,14",4,"4,46","6,20","0,25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Victor Ferraz (LAT)","Santos","11,43",14,"4,46","0,00","0,00",25,2,NA,4,5,2,4,NA,NA,NA,NA,NA,2,NA,NA,10,4,30
"120","Everton (MEI)","São Paulo","10,42",18,"4,45","-1,70","-0,28",12,5,6,NA,44,7,6,NA,NA,NA,NA,NA,5,NA,NA,27,8,50
"121","Edimar (LAT)","São Paulo","5,70",6,"4,45","0,00","0,00",7,NA,1,3,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,7
"122","Christian (MEI)","América-MG","9,58",8,"4,38","0,00","0,00",14,1,NA,NA,12,7,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,16
"123","Chará (ATA)","Atlético-MG","10,14",9,"4,35","0,30","-0,13",10,1,3,NA,19,2,1,NA,NA,NA,NA,NA,1,NA,NA,5,3,17
"124","Rodrigo Lindoso (MEI)","Botafogo","9,94",18,"4,33","0,00","0,00",26,4,2,NA,24,13,4,NA,NA,NA,NA,NA,3,NA,NA,20,2,44
"125","Norberto  (LAT)","América-MG","10,69",10,"4,32","0,00","0,00",22,NA,1,3,11,1,1,NA,NA,NA,NA,NA,3,NA,NA,13,NA,16
"126","Yago (ZAG)","Botafogo","4,50",4,"4,25","0,00","0,00",5,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"127","Léo Duarte (ZAG)","Flamengo","7,91",18,"4,22","-3,00","-1,22",22,NA,NA,10,8,4,1,NA,NA,NA,NA,NA,3,NA,NA,11,NA,13
"128","Moisés (LAT)","Botafogo","6,84",13,"4,21","0,00","0,00",35,NA,NA,3,18,3,3,NA,NA,NA,NA,1,1,NA,NA,26,NA,26
"129","Tomás Andrade (MEI)","Atlético-MG","5,79",11,"4,21","0,00","0,00",12,3,1,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,5,NA,25
"130","Cazares (MEI)","Atlético-MG","10,22",15,"4,16","2,60","-0,14",16,3,3,NA,3,17,8,NA,NA,NA,NA,NA,1,NA,NA,10,NA,61
"131","Elicarlos (MEI)","Chapecoense","6,92",14,"4,13","0,00","0,00",27,2,NA,NA,30,5,2,NA,NA,NA,NA,NA,2,NA,NA,20,NA,20
"132","Paulo André (ZAG)","Atlético-PR","7,57",6,"4,12","0,00","0,00",3,1,NA,4,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,11
"133","Saulo (GOL)","Botafogo","3,28",7,"4,12","0,00","0,00",NA,NA,NA,2,2,NA,NA,NA,10,1,NA,NA,NA,NA,9,NA,NA,4
"134","Fagner (LAT)","Corinthians","11,21",10,"4,11","8,40","0,67",19,NA,2,4,13,2,NA,NA,NA,NA,NA,NA,3,NA,NA,12,NA,45
"135","Pará (LAT)","Flamengo","3,99",4,"4,08","0,00","0,00",4,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"136","Fabiano (LAT)","Internacional","8,68",11,"4,08","0,00","0,00",16,NA,1,7,1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,12,NA,36
"137","Jean (MEI)","Botafogo","4,96",8,"4,05","11,30","1,23",19,NA,2,NA,12,2,NA,NA,NA,NA,NA,NA,2,NA,NA,14,NA,9
"138","Marcinho (LAT)","Botafogo","8,19",17,"4,04","7,00","0,73",26,1,3,4,9,8,5,NA,NA,NA,NA,NA,3,NA,NA,16,1,53
"139","Edson (MEI)","Bahia","5,75",4,"4,03","0,20","-0,65",10,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"140","Silvinho (ATA)","Paraná","8,17",20,"4,02","-1,40","-0,61",23,3,NA,NA,46,17,13,1,NA,NA,NA,NA,2,NA,NA,22,1,58
"141","Gustavo Henrique (ZAG)","Santos","5,73",12,"4,02","4,70","0,19",11,1,NA,5,4,5,6,1,NA,NA,NA,NA,2,NA,NA,15,1,18
"142","Danilo Fernandes (GOL)","Internacional","10,00",13,"4,01","0,00","0,00",NA,NA,NA,6,2,NA,NA,NA,14,NA,NA,NA,NA,NA,10,NA,NA,3
"143","Rhodolfo (ZAG)","Flamengo","6,97",5,"3,96","0,00","-1,60",7,NA,NA,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,5
"144","Lucca (ATA)","Internacional","8,41",14,"3,91","0,00","0,00",13,1,3,NA,29,9,5,1,NA,NA,NA,NA,3,NA,NA,13,NA,20
"145","Osmar Loss (TEC)","Corinthians","12,11",15,"3,91","6,13","0,98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Paolo Guerrero (ATA)","Internacional","11,23",6,"3,90","0,00","0,00",3,1,1,NA,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,9,2,4
"147","Madson (LAT)","Grêmio","6,27",5,"3,90","0,00","0,00",5,NA,NA,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7
"148","William Pottker (ATA)","Internacional","5,30",18,"3,88","0,00","0,00",20,4,NA,NA,29,14,12,1,NA,NA,NA,1,3,NA,NA,19,7,37
"149","Adilson Batista (TEC)","América-MG","9,21",6,"3,86","3,93","-0,05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Hudson (MEI)","São Paulo","8,80",16,"3,83","0,00","0,00",51,1,NA,NA,13,7,4,NA,NA,NA,NA,NA,7,NA,NA,35,2,25
"151","Lucas Lima (MEI)","Palmeiras","9,20",19,"3,83","8,60","-0,64",26,4,2,NA,25,7,4,1,NA,NA,NA,NA,3,NA,NA,30,1,42
"152","Uribe (ATA)","Flamengo","7,38",6,"3,83","0,00","0,00",3,1,1,NA,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,2,4,6
"153","Cléber Reis (ZAG)","Paraná","6,21",11,"3,80","2,40","-0,49",23,NA,NA,3,9,4,1,NA,NA,NA,NA,1,1,NA,NA,6,2,19
"154","Tiago  (ZAG)","Bahia","7,58",15,"3,80","-0,90","-1,23",24,1,NA,4,15,9,5,NA,NA,NA,NA,NA,3,NA,NA,25,2,27
"155","Mantuan (LAT)","Corinthians","4,90",11,"3,80","0,00","0,00",24,NA,NA,3,17,3,NA,NA,NA,NA,NA,NA,1,NA,NA,16,1,32
"156","Liziero (LAT)","São Paulo","5,48",15,"3,79","0,00","0,00",21,NA,NA,6,14,3,NA,NA,NA,NA,NA,NA,2,NA,NA,11,NA,15
"157","Cedric (LAT)","Vitória","3,83",4,"3,78","0,00","0,00",2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8
"158","Emerson (LAT)","Atlético-MG","5,08",9,"3,77","2,90","-0,16",16,NA,NA,3,20,3,2,NA,NA,NA,NA,NA,2,NA,NA,21,NA,18
"159","Marcelo Oliveira (TEC)","Fluminense","10,12",9,"3,75","1,40","-0,57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
