"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"14","Lucas Paquetá (MEI)","Flamengo","21,76",15,"7,88","3,10","-1,19",39,5,1,NA,38,10,15,1,NA,NA,NA,NA,3,NA,NA,23,NA,53
"15","Gilberto (ATA)","Bahia","11,66",4,"7,75","1,50","-1,00",2,3,NA,NA,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"16","Kannemann (ZAG)","Grêmio","13,09",10,"7,73","0,00","0,00",34,NA,NA,7,18,2,1,NA,NA,NA,NA,1,3,NA,NA,13,NA,10
"17","Evandro (LAT)","Sport","3,86",1,"7,70","0,00","0,00",2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"18","Zé Rafael  (MEI)","Bahia","18,90",15,"7,57","3,30","-1,82",38,2,1,NA,51,17,16,3,NA,NA,NA,NA,3,NA,NA,28,1,37
"19","Patrick (MEI)","Internacional","17,71",15,"7,57","5,40","0,35",55,3,3,NA,21,7,6,NA,NA,NA,NA,NA,3,NA,NA,27,NA,39
"20","Ángel Romero (ATA)","Corinthians","11,14",11,"7,45","1,90","-3,08",14,6,2,NA,43,9,3,NA,NA,NA,NA,NA,5,NA,NA,15,1,38
"21","Juninho Quixadá (ATA)","Ceará","5,60",2,"7,35","7,70","1,19",1,1,1,NA,1,2,NA,1,NA,NA,NA,NA,1,NA,NA,2,2,3
"22","Emerson Santos (ZAG)","Internacional","3,65",1,"7,20","0,00","0,00",1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"23","Thuler (ZAG)","Flamengo","4,91",6,"7,00","3,40","-0,35",12,1,NA,4,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,6
"24","Gilberto  (LAT)","Fluminense","8,71",11,"6,91","0,00","0,00",24,3,2,4,16,5,2,NA,NA,NA,NA,1,3,NA,NA,16,1,30
"25","Marcelo Cirino (ATA)","Atlético-PR","6,83",2,"6,80","3,90","-0,39",5,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9
"26","Durval (ZAG)","Sport","6,27",2,"6,75","0,00","0,00",2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Rodrigo Caio (ZAG)","São Paulo","12,76",2,"6,55","0,00","0,00",3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"28","Nino Paraíba (LAT)","Bahia","14,23",9,"6,53","0,00","0,00",28,NA,1,3,14,3,3,NA,NA,NA,NA,NA,2,NA,NA,10,NA,24
"29","Willian (ATA)","Palmeiras","12,66",15,"6,52","0,00","0,00",14,7,2,NA,17,9,9,3,NA,NA,NA,NA,2,NA,NA,30,6,9
"30","Bruno Henrique (MEI)","Palmeiras","11,27",15,"6,52","0,70","-2,27",40,5,2,NA,25,9,1,1,NA,NA,NA,NA,3,NA,NA,40,NA,34
"31","Joao Rojas (ATA)","São Paulo","10,30",5,"6,50","12,00","1,84",10,1,2,NA,7,3,1,NA,NA,NA,NA,NA,1,NA,NA,5,2,7
"32","Trauco (LAT)","Flamengo","5,71",3,"6,47","0,00","0,00",4,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"33","Bruno Cortez (LAT)","Grêmio","15,74",13,"6,46","4,70","-0,45",27,NA,NA,11,19,NA,1,NA,NA,NA,NA,NA,1,NA,NA,21,NA,32
"34","Réver (ZAG)","Flamengo","16,23",9,"6,34","0,00","0,00",7,2,NA,4,11,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"35","Dedé (ZAG)","Cruzeiro","12,15",13,"6,34","0,00","0,00",29,2,NA,5,15,5,5,NA,NA,NA,NA,NA,3,NA,NA,14,1,20
"36","Ricardo Oliveira (ATA)","Atlético-MG","11,14",16,"6,29","1,20","-0,77",8,7,5,NA,17,15,14,NA,NA,NA,NA,NA,2,NA,NA,25,10,27
"37","Renê (LAT)","Flamengo","13,01",16,"6,26","1,90","-0,26",44,NA,2,9,16,2,3,NA,NA,NA,NA,NA,3,NA,NA,20,1,58
"38","Matheus Fernandes (MEI)","Botafogo","14,98",15,"6,21","5,10","0,12",63,NA,1,NA,21,9,4,1,NA,NA,NA,NA,5,NA,NA,21,1,36
"39","Walter (GOL)","Corinthians","8,96",7,"6,17","0,00","0,00",NA,NA,NA,2,1,NA,NA,NA,15,NA,NA,NA,NA,NA,6,NA,NA,1
"40","Júnior (LAT)","Paraná","7,98",13,"6,16","4,60","0,99",38,NA,1,4,26,3,2,NA,NA,NA,NA,NA,2,NA,NA,17,NA,24
"41","Léo Moura (LAT)","Grêmio","11,66",9,"6,13","0,00","0,00",8,NA,2,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,11
"42","Mateus (LAT)","Vitória","3,57",1,"6,10","0,00","0,00",1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"43","Mena (LAT)","Bahia","8,11",5,"6,04","0,00","0,00",7,1,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,11
"44","Chará (ATA)","Atlético-MG","10,52",5,"5,88","1,30","-1,52",6,1,2,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,11
"45","Neilton (ATA)","Vitória","14,10",15,"5,84","14,20","3,05",21,5,3,NA,37,12,4,1,NA,NA,NA,NA,4,NA,NA,20,3,51
"46","Yago (ZAG)","Botafogo","5,82",3,"5,83","0,00","0,00",5,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"47","Cássio (GOL)","Corinthians","12,13",10,"5,82","10,70","1,92",1,NA,NA,5,1,NA,NA,NA,17,NA,NA,NA,2,NA,7,NA,NA,6
"48","Rodrigo Moledo (ZAG)","Internacional","12,04",11,"5,82","4,40","-0,12",21,1,NA,6,10,4,1,NA,NA,NA,NA,NA,2,NA,NA,13,1,13
"49","Reinaldo (LAT)","São Paulo","11,29",12,"5,79","2,90","-1,17",21,2,1,5,12,9,5,NA,NA,NA,NA,NA,2,NA,NA,23,1,38
"50","Leonardo (LAT)","Grêmio","4,51",4,"5,73","11,90","2,50",8,NA,1,2,4,1,1,NA,NA,NA,NA,NA,1,NA,NA,8,NA,7
"51","Anderson Martins (ZAG)","São Paulo","9,06",9,"5,66","0,00","0,00",24,1,NA,4,3,4,2,NA,NA,NA,NA,1,3,NA,NA,11,NA,12
"52","Marcos Rocha (LAT)","Palmeiras","12,25",14,"5,63","0,00","0,00",51,1,1,4,14,NA,NA,1,NA,NA,NA,NA,4,NA,NA,29,NA,61
"53","Maílson (GOL)","Sport","5,20",4,"5,60","0,00","0,00",NA,NA,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,2
"54","Moisés (LAT)","Botafogo","8,02",10,"5,49","0,00","0,00",29,NA,NA,3,15,3,3,NA,NA,NA,NA,NA,1,NA,NA,17,NA,22
"55","Maurício Barbieri (TEC)","Flamengo","13,82",17,"5,43","2,21","-0,57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","João Ricardo (GOL)","América-MG","8,26",8,"5,43","15,00","1,28",NA,NA,NA,3,1,NA,NA,NA,15,1,NA,NA,NA,NA,11,NA,NA,7
"57","Paulo Miranda (ZAG)","Grêmio","7,86",5,"5,40","5,70","1,11",9,NA,NA,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,12
"58","Egídio (LAT)","Cruzeiro","10,00",11,"5,38","0,00","0,00",32,NA,NA,5,11,5,NA,NA,NA,NA,NA,NA,1,NA,NA,16,5,36
"59","Luan (ATA)","Atlético-MG","15,10",16,"5,37","5,20","0,59",48,2,2,NA,12,9,4,1,NA,NA,NA,NA,3,NA,NA,25,2,45
"60","Diego Alves (GOL)","Flamengo","12,87",15,"5,36","5,10","1,22",NA,NA,NA,8,4,NA,NA,NA,19,1,NA,NA,1,NA,9,NA,NA,19
"61","Serginho (MEI)","América-MG","16,58",12,"5,34","0,00","0,00",11,4,3,NA,14,8,6,NA,NA,NA,NA,NA,1,NA,NA,17,1,30
"62","Rodrygo (ATA)","Santos","11,95",14,"5,33","2,20","-0,40",9,5,3,NA,27,7,6,1,NA,NA,NA,NA,1,NA,NA,18,1,39
"63","Edson (MEI)","Bahia","6,40",3,"5,30","0,00","0,00",10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2
"64","Leonardo Silva (ZAG)","Atlético-MG","9,15",5,"5,24","3,10","-0,86",5,2,NA,1,6,1,NA,1,NA,NA,NA,NA,2,NA,NA,3,NA,12
"65","Marinho (ATA)","Grêmio","14,34",5,"5,24","17,80","3,68",7,1,NA,NA,13,5,4,NA,NA,NA,NA,NA,1,NA,NA,6,1,7
"66","Bressan (ZAG)","Grêmio","10,48",14,"5,24","5,20","0,94",17,1,NA,10,8,2,NA,NA,NA,NA,NA,NA,1,NA,NA,17,NA,17
"67","Thiago Rodrigues (GOL)","Paraná","7,57",11,"5,23","0,00","0,00",NA,NA,NA,4,1,NA,NA,NA,18,1,NA,NA,NA,NA,11,1,NA,5
"68","Vitinho (ATA)","Flamengo","13,47",1,"5,20","5,20","-1,53",2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"69","Rodinei (LAT)","Flamengo","12,82",17,"5,17","1,00","0,16",19,NA,2,9,25,4,4,NA,NA,NA,NA,NA,2,NA,NA,9,1,24
"70","Nico López (ATA)","Internacional","14,84",14,"5,13","2,90","-1,54",10,4,2,NA,11,7,13,3,NA,NA,NA,NA,2,NA,NA,11,3,33
"71","Odair Hellmann (TEC)","Internacional","12,08",16,"5,11","5,30","-0,38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Cardona (MEI)","Ceará","4,29",2,"5,10","5,30","0,67",10,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,6,NA,11
"73","Éverson (GOL)","Ceará","12,30",16,"5,08","14,50","1,60",NA,NA,NA,5,5,NA,NA,NA,32,NA,NA,NA,1,NA,19,1,NA,6
"74","Everton (MEI)","São Paulo","11,31",14,"5,07","3,00","-0,28",9,5,5,NA,33,6,4,NA,NA,NA,NA,NA,4,NA,NA,19,8,40
"75","Richard (MEI)","Fluminense","15,56",16,"5,04","0,40","-0,92",50,1,1,NA,25,3,5,NA,NA,NA,NA,NA,3,NA,NA,21,NA,39
"76","Diego Aguirre (TEC)","São Paulo","12,27",16,"5,01","3,79","-0,42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Luan (ATA)","Grêmio","16,24",11,"5,00","0,00","0,00",12,NA,3,NA,41,19,8,2,NA,NA,NA,NA,1,1,NA,16,3,46
"78","Diego Souza (MEI)","São Paulo","11,80",13,"4,99","2,00","-0,49",3,6,1,NA,21,9,6,1,NA,NA,NA,NA,NA,NA,NA,19,7,25
"79","Zeca (LAT)","Internacional","10,28",9,"4,98","0,00","0,00",15,NA,1,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,2,30
"80","Rhodolfo (ZAG)","Flamengo","8,57",4,"4,95","0,00","0,00",7,NA,NA,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,5
"81","Gabriel (MEI)","Corinthians","12,81",14,"4,93","0,00","0,00",53,1,NA,NA,21,4,1,NA,NA,NA,NA,NA,5,NA,NA,30,NA,28
"82","Nenê (MEI)","São Paulo","9,75",16,"4,90","-0,60","-0,02",11,6,2,NA,36,11,5,2,NA,NA,NA,NA,5,NA,NA,16,2,53
"83","Yuri (LAT)","Botafogo","1,71",1,"4,90","4,90","0,71",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"84","Leonardo Valencia (MEI)","Botafogo","9,63",15,"4,88","2,50","0,70",15,2,3,NA,22,15,10,1,NA,NA,NA,NA,1,NA,NA,11,NA,36
"85","Cléber Reis (ZAG)","Paraná","6,80",8,"4,86","0,00","0,00",17,NA,NA,3,6,3,1,NA,NA,NA,NA,NA,1,NA,NA,4,2,11
"86","Fellipe Bastos (MEI)","Sport","10,39",16,"4,85","8,10","0,98",34,1,2,NA,15,19,13,NA,NA,NA,NA,NA,1,NA,NA,23,1,53
"87","Rafael Sobis (ATA)","Cruzeiro","8,90",11,"4,81","8,30","0,21",10,2,1,NA,15,12,5,2,NA,NA,NA,NA,2,NA,NA,6,2,14
"88","Renato Gaúcho (TEC)","Grêmio","15,33",17,"4,80","6,19","0,88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Marcelo Grohe (GOL)","Grêmio","15,68",14,"4,77","0,00","0,00",NA,NA,NA,10,2,NA,NA,NA,9,NA,NA,NA,NA,NA,5,NA,NA,4
"90","Jailson (GOL)","Palmeiras","13,51",11,"4,75","0,00","0,00",NA,NA,NA,3,NA,NA,NA,NA,23,NA,NA,1,1,NA,11,NA,NA,9
"91","Ronaldo (GOL)","Vitória","4,03",4,"4,75","4,50","1,59",NA,NA,NA,2,2,NA,NA,NA,6,NA,NA,NA,NA,NA,5,NA,NA,NA
"92","Saulo (GOL)","Botafogo","3,63",4,"4,72","13,70","2,87",NA,NA,NA,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,2
"93","Tiago Alves (ZAG)","Ceará","5,95",9,"4,69","5,00","-0,19",13,NA,NA,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,7
"94","Gabriel (ATA)","Santos","12,97",16,"4,68","0,20","-0,52",12,5,1,NA,26,25,6,NA,NA,NA,NA,NA,1,NA,NA,16,10,44
"95","Sander (LAT)","Sport","10,48",16,"4,68","3,70","-0,11",48,NA,NA,3,29,5,7,NA,NA,NA,NA,NA,5,NA,NA,34,2,37
"96","Thiago Larghi (TEC)","Atlético-MG","10,82",17,"4,67","1,57","-0,06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Dudu (ATA)","Palmeiras","14,98",14,"4,59","0,00","0,00",12,3,3,NA,46,6,11,NA,NA,NA,NA,1,5,NA,NA,12,2,39
"98","Giovanni (LAT)","América-MG","8,34",12,"4,56","4,30","-0,06",14,3,NA,3,11,4,1,NA,NA,NA,NA,NA,3,NA,NA,7,1,17
"99","Léo Duarte (ZAG)","Flamengo","7,89",14,"4,56","0,00","0,00",17,NA,NA,8,8,4,1,NA,NA,NA,NA,NA,2,NA,NA,5,NA,12
"100","Adilson Batista (TEC)","América-MG","8,97",2,"4,52","4,85","0,78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Kieza (ATA)","Botafogo","7,71",16,"4,47","3,00","-0,33",8,5,1,NA,24,10,10,NA,NA,NA,NA,NA,NA,NA,NA,16,5,23
"102","Bruno Alves (ZAG)","São Paulo","10,52",11,"4,40","3,50","-0,99",18,1,NA,5,4,1,1,1,NA,NA,NA,NA,3,NA,NA,15,3,12
"103","Silvinho (ATA)","Paraná","9,00",16,"4,38","4,00","-0,13",18,3,NA,NA,33,13,12,1,NA,NA,NA,NA,1,NA,NA,19,1,43
"104","Uribe (ATA)","Flamengo","7,85",5,"4,38","1,70","-1,91",3,1,1,NA,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,2,3,6
"105","Christian (MEI)","América-MG","9,58",8,"4,38","0,00","0,00",14,1,NA,NA,12,7,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,16
"106","Luiz Felipe Scolari (TEC)","Palmeiras","11,35",1,"4,33","4,33","-0,73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Luan (ZAG)","Palmeiras","5,04",3,"4,33","6,10","1,52",8,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,5
"108","Éverton Ribeiro (MEI)","Flamengo","6,80",14,"4,32","5,90","-1,84",21,3,2,NA,28,10,7,NA,NA,NA,NA,1,3,NA,NA,23,NA,43
"109","Norberto  (LAT)","América-MG","10,69",10,"4,32","0,00","0,00",22,NA,1,3,11,1,1,NA,NA,NA,NA,NA,3,NA,NA,13,NA,16
"110","Erick (ATA)","Vitória","5,17",4,"4,30","-0,10","-0,32",6,1,NA,NA,8,1,1,NA,NA,NA,NA,NA,1,NA,NA,3,1,6
"111","Jonathas (ATA)","Corinthians","6,57",3,"4,27","0,00","0,00",3,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2
"112","Carlinhos (LAT)","América-MG","11,60",8,"4,27","5,40","0,52",8,1,1,3,7,3,5,NA,NA,NA,NA,NA,2,NA,NA,15,1,19
"113","Leandro Carvalho (ATA)","Ceará","4,85",3,"4,27","-1,10","-1,41",2,1,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4
"114","Léo Pereira (ZAG)","Atlético-PR","3,27",2,"4,25","4,10","0,15",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5
"115","Rodolfo  (ATA)","Paraná","6,42",4,"4,25","4,50","1,12",1,1,NA,NA,12,5,4,NA,NA,NA,NA,NA,1,NA,NA,6,1,6
"116","Ayrton Lucas (LAT)","Fluminense","10,07",10,"4,24","4,40","0,30",18,NA,NA,2,30,4,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,21
"117","Lucca (ATA)","Internacional","8,74",13,"4,21","0,00","-0,30",13,1,3,NA,28,9,5,1,NA,NA,NA,NA,3,NA,NA,12,NA,20
"118","Iago (LAT)","Internacional","10,99",15,"4,21","5,70","0,21",30,NA,NA,8,5,5,2,NA,NA,NA,NA,NA,4,NA,NA,19,2,41
"119","Osmar Loss (TEC)","Corinthians","12,00",11,"4,19","4,35","0,06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Juninho (MEI)","América-MG","8,55",15,"4,19","0,00","0,00",41,2,NA,NA,16,4,1,NA,NA,NA,NA,NA,3,NA,NA,19,1,37
"121","Cuéllar (MEI)","Flamengo","9,43",13,"4,18","-3,00","-1,31",53,NA,1,NA,5,2,3,NA,NA,NA,NA,2,3,NA,NA,30,NA,23
"122","Pio (MEI)","Ceará","7,37",8,"4,18","0,00","0,00",15,1,1,NA,11,9,8,NA,NA,NA,1,NA,2,NA,NA,14,1,26
"123","Edigar Junio (ATA)","Bahia","9,38",9,"4,18","9,80","1,51",5,3,NA,NA,14,4,3,1,NA,NA,NA,NA,NA,NA,NA,14,2,9
"124","Santos (GOL)","Atlético-PR","9,57",14,"4,14","4,70","0,36",NA,NA,NA,5,2,NA,NA,NA,22,NA,NA,NA,NA,NA,16,NA,NA,7
"125","Elicarlos (MEI)","Chapecoense","6,92",14,"4,13","6,50","-1,28",27,2,NA,NA,30,5,2,NA,NA,NA,NA,NA,2,NA,NA,20,NA,20
"126","Paulo André (ZAG)","Atlético-PR","7,57",6,"4,12","4,70","0,32",3,1,NA,4,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,11
"127","Jonathan (LAT)","Atlético-PR","9,36",8,"4,12","6,40","0,00",5,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,7
"128","Fagner (LAT)","Corinthians","10,12",7,"4,11","0,00","0,00",11,NA,2,3,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,10,NA,30
"129","Tiago Nunes (TEC)","Atlético-PR","9,23",4,"4,11","3,87","-0,11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Wallyson (ATA)","Vitória","9,72",13,"4,10","1,20","0,07",10,2,3,NA,12,10,6,1,NA,NA,NA,NA,2,NA,NA,7,2,28
"131","William Pottker (ATA)","Internacional","5,19",15,"4,10","2,70","-2,81",17,4,NA,NA,24,10,8,1,NA,NA,NA,1,2,NA,NA,14,7,30
"132","Borja (ATA)","Palmeiras","10,49",5,"4,08","0,10","-2,19",7,1,1,NA,6,10,2,NA,NA,NA,NA,NA,3,NA,NA,11,4,10
"133","Hudson (MEI)","São Paulo","9,06",13,"4,05","1,90","-0,38",48,NA,NA,NA,13,7,3,NA,NA,NA,NA,NA,6,NA,NA,32,2,20
"134","Dodô (LAT)","Santos","12,30",16,"4,03","6,30","0,61",34,NA,NA,4,22,4,2,1,NA,NA,NA,NA,3,NA,NA,7,1,54
"135","Lisca (TEC)","Ceará","7,28",7,"4,03","3,78","-0,01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Liziero (LAT)","São Paulo","6,59",13,"4,02","4,70","0,03",20,NA,NA,5,13,1,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,12
"137","Danilo Fernandes (GOL)","Internacional","10,00",13,"4,01","0,00","0,00",NA,NA,NA,6,2,NA,NA,NA,14,NA,NA,NA,NA,NA,10,NA,NA,3
"138","Léo (LAT)","Bahia","9,31",13,"4,00","0,00","0,00",27,NA,1,3,14,3,2,NA,NA,NA,NA,NA,NA,NA,NA,16,3,36
"139","Eduardo (LAT)","Chapecoense","6,55",10,"3,99","5,00","1,31",15,NA,2,3,5,1,1,NA,NA,NA,NA,NA,1,NA,NA,7,NA,22
"140","Ramon (LAT)","Vasco","8,80",6,"3,98","6,10","1,10",10,1,NA,1,3,1,2,NA,NA,NA,NA,NA,1,NA,NA,4,NA,16
"141","Pablo (ATA)","Atlético-PR","9,50",16,"3,98","-0,90","-2,39",21,4,1,NA,11,16,8,NA,NA,NA,NA,NA,3,NA,NA,31,13,16
"142","Fabiano (LAT)","Internacional","8,73",9,"3,97","4,00","-0,69",13,NA,1,5,1,3,NA,NA,NA,NA,NA,NA,2,NA,NA,8,NA,29
"143","Mantuan (LAT)","Corinthians","5,38",10,"3,97","0,00","0,00",23,NA,NA,3,13,2,NA,NA,NA,NA,NA,NA,1,NA,NA,14,1,28
"144","Gustavo Henrique (ZAG)","Santos","4,90",10,"3,93","-0,20","-1,19",10,1,NA,3,4,5,6,1,NA,NA,NA,NA,2,NA,NA,13,1,13
"145","Paolo Guerrero (ATA)","Flamengo","11,23",6,"3,90","0,00","0,00",3,1,1,NA,10,5,3,NA,NA,NA,NA,NA,NA,NA,NA,9,2,4
"146","Madson (LAT)","Grêmio","6,27",5,"3,90","0,00","0,00",5,NA,NA,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7
"147","Diego (MEI)","Flamengo","9,64",12,"3,87","0,00","0,00",15,3,1,NA,41,12,3,NA,NA,NA,NA,NA,5,NA,NA,21,6,51
"148","Claudinei Oliveira (TEC)","Sport","9,30",15,"3,87","4,20","0,39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Sidão (GOL)","São Paulo","10,12",15,"3,86","0,70","-1,35",NA,NA,NA,7,NA,NA,NA,NA,20,NA,NA,NA,3,NA,14,NA,NA,11
"150","Marcinho (LAT)","Botafogo","8,41",14,"3,86","9,90","1,77",21,1,3,3,7,5,1,NA,NA,NA,NA,NA,2,NA,NA,15,1,41
"151","Gilson (LAT)","Botafogo","7,23",9,"3,85","0,00","0,00",18,1,NA,1,22,2,2,NA,NA,NA,NA,NA,3,NA,NA,12,NA,28
"152","Victor Ferraz (LAT)","Santos","9,64",12,"3,84","4,70","1,05",21,1,NA,3,3,1,4,NA,NA,NA,NA,NA,1,NA,NA,8,4,25
"153","Rodrigo Lindoso (MEI)","Botafogo","9,35",16,"3,80","2,30","0,52",20,3,2,NA,23,12,4,NA,NA,NA,NA,NA,3,NA,NA,20,2,40
"154","Mano Menezes (TEC)","Cruzeiro","11,10",17,"3,79","4,46","0,73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Cedric (LAT)","Vitória","3,83",4,"3,78","0,00","0,00",2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8
"156","Tomás Andrade (MEI)","Atlético-MG","5,47",8,"3,78","0,00","0,00",9,2,NA,NA,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,4,NA,19
"157","Pará (LAT)","Flamengo","4,32",3,"3,77","0,00","0,00",4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"158","Danilo Avelar (LAT)","Corinthians","6,50",4,"3,77","0,00","0,00",4,NA,NA,2,4,NA,3,1,NA,NA,NA,NA,NA,NA,NA,9,1,15
"159","Wellington Silva (ATA)","Internacional","3,83",2,"3,75","0,00","0,00",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
