"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"67","Enderson Moreira (TEC)","América-MG","9,97",2,"6,00","1,95","0,98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Elton (MEI)","Bahia","8,97",2,"6,00","9,10","2,84",8,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,5
"69","Arrascaeta (MEI)","Cruzeiro","15,74",2,"6,00","2,10","-1,41",5,NA,NA,NA,5,1,4,1,NA,NA,NA,NA,1,NA,NA,5,NA,7
"70","Edu Dracena (ZAG)","Palmeiras","7,46",1,"6,00","6,00","0,46",NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Rodrigo Lindoso (MEI)","Botafogo","9,20",2,"5,90","9,40","2,72",1,1,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"72","Jadson (MEI)","Fluminense","10,26",2,"5,90","4,90","1,37",9,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,10
"73","Renato Gaúcho (TEC)","Grêmio","14,75",2,"5,88","4,47","-0,61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Renê (LAT)","Flamengo","8,15",2,"5,85","9,40","3,12",6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"75","Cássio (GOL)","Corinthians","11,48",2,"5,85","11,00","2,04",NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,1
"76","Matheus Rossetto (MEI)","Atlético-PR","12,13",2,"5,75","-1,20","-0,75",4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5
"77","Guilherme (MEI)","Atlético-PR","9,44",1,"5,70","5,70","-0,56",3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"78","Léo Duarte (ZAG)","Flamengo","5,92",1,"5,70","5,70","0,92",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"79","Diogo Barbosa (LAT)","Palmeiras","11,40",2,"5,70","13,40","2,44",5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,7
"80","Maurício Barbieri (TEC)","Flamengo","10,95",2,"5,69","7,59","1,45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Thiago Galhardo (MEI)","Vasco","9,15",2,"5,65","5,60","1,78",1,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5
"82","Raul Prata (LAT)","Sport","10,07",2,"5,60","4,10","1,05",8,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7
"83","Henrique (MEI)","Cruzeiro","11,91",2,"5,60","4,40","0,34",7,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"84","Bressan (ZAG)","Grêmio","8,90",2,"5,60","4,70","1,67",1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"85","Denilson (ATA)","Vitória","11,25",2,"5,60","2,10","0,16",1,1,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4
"86","Luan (ATA)","América-MG","12,10",2,"5,55","-0,60","-0,78",5,NA,1,NA,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,3,1,4
"87","Leandro Carvalho (ATA)","Botafogo","5,86",1,"5,50","0,00","0,00",2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"88","Lucas Fonseca (ZAG)","Bahia","7,25",1,"5,50","5,50","0,25",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Dodô (LAT)","Santos","12,33",2,"5,40","2,30","-0,42",5,NA,NA,1,4,1,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,9
"90","Marcos Guilherme  (ATA)","São Paulo","11,99",1,"5,40","0,00","0,00",3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3
"91","Róger Guedes (ATA)","Atlético-MG","7,81",2,"5,35","11,00","3,19",1,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2
"92","Gregore (MEI)","Bahia","7,45",2,"5,35","6,40","2,42",9,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,2
"93","Léo (LAT)","Bahia","8,02",2,"5,20","6,90","2,16",4,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3
"94","Marcelo Lomba (GOL)","Internacional","7,72",1,"5,20","0,00","0,00",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"95","Rodinei (LAT)","Flamengo","8,81",2,"5,15","7,20","1,85",2,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"96","Rodrigo Dourado (MEI)","Internacional","11,01",2,"5,15","2,20","-0,08",9,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,5,NA,3
"97","Fernando Diniz (TEC)","Atlético-PR","9,55",2,"5,11","3,45","0,75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Vinícius Freitas (LAT)","Chapecoense","4,26",1,"5,10","5,10","1,26",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3
"99","Paulo Miranda (ZAG)","Grêmio","6,96",1,"5,10","0,00","0,00",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"100","Edenílson (MEI)","Internacional","10,66",2,"5,10","1,60","-0,09",4,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"101","Cazares (MEI)","Atlético-MG","11,09",1,"5,10","0,00","0,00",2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2
"102","Rodrygo (ATA)","Santos","11,17",2,"5,05","1,30","-0,40",1,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"103","Cueva (MEI)","São Paulo","13,01",2,"5,05","4,40","-0,56",4,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,8
"104","Raphael Veiga (MEI)","Atlético-PR","7,58",1,"5,00","0,00","0,00",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Júnior Tavares (LAT)","São Paulo","7,58",1,"5,00","0,00","0,00",1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"106","Luan Peres  (ZAG)","Fluminense","6,33",1,"5,00","5,00","0,33",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Régis (LAT)","São Paulo","7,68",2,"5,00","5,60","1,89",2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,4
"108","Alison (MEI)","Santos","9,19",2,"4,95","6,60","1,41",6,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3
"109","Lucas Veríssimo (ZAG)","Santos","9,53",2,"4,95","1,40","0,23",3,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2
"110","Paulo André (ZAG)","Atlético-PR","6,99",1,"4,90","4,90","-0,01",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2
"111","Gum (ZAG)","Fluminense","6,28",2,"4,90","10,60","3,39",1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5
"112","Alisson (MEI)","Grêmio","7,70",1,"4,90","4,90","-0,30",1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"113","Jair Ventura (TEC)","Santos","11,62",2,"4,82","3,19","-0,40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Anselmo (MEI)","Sport","10,24",2,"4,80","2,90","0,11",6,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5
"115","Juninho (MEI)","América-MG","6,80",2,"4,70","6,80","2,25",6,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"116","Iago (LAT)","Internacional","9,73",2,"4,70","1,10","-0,12",6,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,7
"117","Everton Felipe (MEI)","Sport","6,32",2,"4,65","9,40","2,94",1,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5
"118","Odair Hellmann (TEC)","Internacional","9,08",2,"4,65","1,35","0,16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Éderson (ATA)","Atlético-PR","9,50",2,"4,55","-0,30","-0,42",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3
"120","Hudson (MEI)","São Paulo","9,37",2,"4,55","4,30","0,55",6,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4
"121","Abel Braga (TEC)","Fluminense","10,39",2,"4,53","5,45","0,33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Aylon (ATA)","América-MG","8,42",2,"4,45","3,80","0,77",2,NA,NA,NA,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1
"123","Andrés Ríos (ATA)","Vasco","6,29",2,"4,45","11,40","3,19",1,1,NA,NA,3,NA,2,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA
"124","Rafael Carioca (LAT)","Ceará","4,97",2,"4,40","10,80","3,59",5,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,3,1,9
"125","Santos (GOL)","Atlético-PR","6,28",2,"4,35","11,00","3,04",NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,1
"126","Arnaldo (LAT)","Ceará","6,58",2,"4,35","8,70","2,45",3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1
"127","Thiago Larghi (TEC)","Atlético-MG","7,49",2,"4,32","4,48","1,19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Pio (MEI)","Ceará","6,53",2,"4,25","8,40","2,33",10,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,7
"129","Roger Machado  (TEC)","Palmeiras","10,37",2,"4,22","7,00","0,41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Jean Mota (MEI)","Santos","8,83",2,"4,20","2,90","0,22",4,NA,NA,NA,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9
"131","Keno (ATA)","Palmeiras","8,98",2,"4,20","6,70","0,92",6,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,11
"132","Messias (ZAG)","América-MG","8,75",2,"4,15","-1,30","-0,62",4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4
"133","Alberto Valentim (TEC)","Botafogo","8,27",2,"4,07","3,96","0,57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Guto Ferreira (TEC)","Bahia","7,67",2,"4,06","5,64","1,14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Igor Rabello (ZAG)","Botafogo","11,92",2,"4,05","-1,10","-2,00",2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,4
"136","Luiz Otávio (ZAG)","Ceará","7,25",2,"4,05","5,40","1,26",4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3
"137","Gabriel (ATA)","Santos","13,13",2,"4,00","2,20","-1,89",4,NA,NA,NA,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6
"138","Carlos (ATA)","Paraná","4,50",1,"4,00","4,00","0,50",2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Mansur (LAT)","Paraná","5,90",2,"3,95","7,50","2,18",4,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,6
"140","Ángel Romero (ATA)","Corinthians","9,65",2,"3,90","2,00","-0,55",3,NA,1,NA,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,8
"141","Daniel Guedes  (LAT)","Santos","8,82",2,"3,90","1,60","-0,27",3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"142","Ferreira (MEI)","Sport","4,75",1,"3,90","0,00","0,00",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"143","Zé Ricardo (TEC)","Vasco","9,71",2,"3,88","3,14","-0,36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Pablo (ATA)","Atlético-PR","8,18",2,"3,85","-1,00","-0,57",2,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,3
"145","Paulão (ZAG)","Vasco","6,73",2,"3,80","4,40","1,08",5,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"146","Júnior Brumado (ATA)","Bahia","4,45",2,"3,75","8,00","2,73",NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"147","Valdo (ZAG)","Ceará","6,62",2,"3,75","4,50","1,11",2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"148","Tiago  (ZAG)","Bahia","7,53",2,"3,75","6,10","1,05",2,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2
"149","Marcelo Chamusca (TEC)","Ceará","4,47",2,"3,66","6,14","2,27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Leonardo Valencia (MEI)","Botafogo","7,23",2,"3,65","3,70","0,62",2,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5
"151","Desábato (MEI)","Vasco","7,20",2,"3,65","5,20","0,93",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4
"152","Gilson (LAT)","Botafogo","6,25",2,"3,60","3,50","0,95",6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11
"153","Lucas Fernandes (MEI)","São Paulo","5,24",1,"3,60","0,00","0,00",1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"154","Cuéllar (MEI)","Flamengo","8,70",2,"3,60","2,00","-0,39",6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2
