"","Nome","Posição","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"45","Dedé","ZAG","Cruzeiro","11,60",12,"6,13","5,60","0,86",24,2,0,5,11,5,5,0,0,0,0,0,3,0,0,14,1,18
"46","Marcelo Lomba","GOL","Internacional","7,47",2,"6,10","0,00","0,00",0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,1
"47","Marcos Rocha","LAT","Palmeiras","13,49",13,"5,98","8,80","0,83",50,1,1,4,12,0,0,1,0,0,0,0,4,0,0,28,0,58
"48","Rodrigo Moledo","ZAG","Internacional","12,16",10,"5,96","0,00","0,00",21,1,0,5,10,4,1,0,0,0,0,0,2,0,0,13,1,11
"49","Reinaldo","LAT","São Paulo","13,43",9,"5,93","20,30","3,21",15,2,0,4,9,9,3,0,0,0,0,0,2,0,0,14,1,30
"50","Leonardo Valencia","MEI","Botafogo","10,54",12,"5,92","7,30","0,67",14,2,3,0,19,14,8,1,0,0,0,0,1,0,0,6,0,31
"51","Zeca","LAT","Internacional","10,77",7,"5,91","6,30","0,58",14,0,1,4,5,2,1,0,0,0,0,0,0,0,0,5,1,23
"52","Nenê","MEI","São Paulo","11,30",13,"5,87","8,50","1,50",10,6,2,0,30,10,5,2,0,0,0,0,5,0,0,15,2,44
"53","Yago","ZAG","Botafogo","5,82",3,"5,83","0,00","0,00",5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"54","Réver","ZAG","Flamengo","15,44",7,"5,82","5,50","0,25",2,1,0,4,10,4,2,0,0,0,0,0,0,0,0,0,0,3
"55","Osman","ATA","Chapecoense","3,74",2,"5,75","0,70","-1,50",2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,4
"56","Maurício Barbieri","TEC","Flamengo","14,25",14,"5,75","5,91","0,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","Everton","MEI","São Paulo","12,49",11,"5,66","0,00","0,00",9,4,4,0,26,5,4,0,0,0,0,0,2,0,0,13,8,35
"58","Bressan","ZAG","Grêmio","10,28",12,"5,64","3,60","-1,17",17,1,0,9,6,1,0,0,0,0,0,0,1,0,0,16,0,15
"59","Joao Rojas","ATA","São Paulo","6,91",2,"5,60","2,50","-0,17",3,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,2
"60","Paolo Guerrero","ATA","Flamengo","11,97",4,"5,60","2,40","-0,33",2,1,1,0,7,5,3,0,0,0,0,0,0,0,0,6,1,4
"61","Maílson","GOL","Sport","5,20",4,"5,60","0,00","0,00",0,0,1,2,0,0,0,0,4,0,0,0,0,0,2,0,0,2
"62","Léo Duarte","ZAG","Flamengo","9,62",12,"5,58","6,00","0,44",17,0,0,8,7,4,1,0,0,0,0,0,1,0,0,3,0,10
"63","Rodrygo","ATA","Santos","11,53",11,"5,56","0,00","0,00",5,5,2,0,22,6,6,0,0,0,0,0,1,0,0,15,1,31
"64","Luan","ATA","Atlético-MG","15,67",14,"5,55","8,90","0,72",42,2,2,0,10,8,4,0,0,0,0,0,3,0,0,21,2,33
"65","Leandro Carvalho","ATA","Ceará","5,86",1,"5,50","0,00","0,00",2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
"66","Murilo","ZAG","Cruzeiro","8,07",2,"5,40","0,00","0,00",4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3
"67","Anderson Martins","ZAG","São Paulo","9,07",7,"5,34","10,40","-0,33",18,1,0,3,2,4,0,0,0,0,0,1,2,0,0,9,0,11
"68","Serginho","MEI","América-MG","16,58",12,"5,34","0,00","0,00",11,4,3,0,14,8,6,0,0,0,0,0,1,0,0,17,1,30
"69","Edson","MEI","Bahia","6,40",3,"5,30","2,00","-0,64",10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,2
"70","Moisés","LAT","Botafogo","8,00",8,"5,28","4,90","-0,19",24,0,0,2,11,3,3,0,0,0,0,0,1,0,0,14,0,21
"71","Eduardo","LAT","Chapecoense","6,96",7,"5,27","7,40","0,28",9,0,2,3,3,0,1,0,0,0,0,0,0,0,0,2,0,11
"72","Chará","ATA","Atlético-MG","9,83",2,"5,25","11,00","3,15",1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0
"73","Richard","MEI","Fluminense","15,58",14,"5,23","-0,80","-1,10",46,1,1,0,23,3,3,0,0,0,0,0,3,0,0,19,0,36
"74","Marcelo Grohe","GOL","Grêmio","16,36",13,"5,08","4,00","-0,25",0,0,0,10,2,0,0,0,8,0,0,0,0,0,4,0,0,3
"75","Borja","ATA","Palmeiras","12,68",4,"5,08","0,00","0,00",7,1,1,0,4,10,2,0,0,0,0,0,3,0,0,11,4,7
"76","Diego Aguirre","TEC","São Paulo","12,39",13,"5,04","6,59","0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Eduardo Brock","ZAG","Ceará","4,61",1,"5,00","0,00","0,00",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Oswaldo Henríquez","ZAG","Vasco","5,58",1,"5,00","5,00","-0,42",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Clayson","ATA","Corinthians","9,78",4,"5,00","-0,50","-2,16",6,1,1,0,3,1,0,0,0,0,0,0,0,0,0,5,0,6
"80","Renato Gaúcho","TEC","Grêmio","14,49",14,"4,96","0,88","-1,22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Fellipe Bastos","MEI","Sport","9,26",13,"4,96","2,40","-0,21",25,1,2,0,12,14,12,0,0,0,0,0,1,0,0,17,1,39
"82","Rhodolfo","ZAG","Flamengo","8,57",4,"4,95","0,00","0,00",7,0,0,3,2,1,0,0,0,0,0,1,0,0,0,1,1,5
"83","Lucca","ATA","Internacional","8,68",10,"4,93","0,00","0,00",11,1,3,0,24,9,4,1,0,0,0,0,3,0,0,11,0,19
"84","Cléber Reis","ZAG","Paraná","6,70",6,"4,92","5,90","0,17",10,0,0,3,5,3,1,0,0,0,0,0,1,0,0,4,1,7
"85","Ángel Romero","ATA","Corinthians","9,43",8,"4,92","1,60","-1,06",13,1,2,0,35,9,1,0,0,0,0,0,5,0,0,12,0,27
"86","Sander","LAT","Sport","10,83",13,"4,90","7,50","1,36",39,0,0,3,24,4,5,0,0,0,0,0,4,0,0,27,2,29
"87","Gabriel","ATA","Santos","13,25",13,"4,89","2,80","0,33",12,4,1,0,22,21,5,0,0,0,0,0,1,0,0,15,8,39
"88","Thiago Larghi","TEC","Atlético-MG","10,84",14,"4,86","2,93","0,20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Odair Hellmann","TEC","Internacional","11,57",13,"4,85","5,17","0,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Cuéllar","MEI","Flamengo","10,50",10,"4,79","4,10","0,76",46,0,1,0,4,1,1,0,0,0,0,2,2,0,0,22,0,17
"91","Diego Souza","MEI","São Paulo","11,83",10,"4,79","5,10","1,22",3,4,1,0,17,7,4,1,0,0,0,0,0,0,0,14,5,20
"92","Gabriel","MEI","Corinthians","11,81",12,"4,78","1,80","-0,27",45,1,0,0,19,4,1,0,0,0,0,0,5,0,0,29,0,25
"93","Luan","ATA","Grêmio","15,15",10,"4,76","0,80","-0,95",11,0,2,0,38,18,8,2,0,0,0,0,1,1,0,16,2,43
"94","Jailson","GOL","Palmeiras","13,51",11,"4,75","0,00","0,00",0,0,0,3,0,0,0,0,23,0,0,1,1,0,11,0,0,9
"95","Cássio","GOL","Corinthians","8,54",7,"4,73","-8,30","-4,73",0,0,0,3,0,0,0,0,11,0,0,0,1,0,6,0,0,3
"96","Thiago Santos","MEI","Palmeiras","9,02",8,"4,71","0,00","0,00",20,1,0,0,9,0,1,1,0,0,0,0,1,0,0,11,0,5
"97","Wallyson","ATA","Vitória","10,10",11,"4,63","0,00","0,00",10,2,3,0,10,9,5,1,0,0,0,0,2,0,0,7,2,26
"98","Fagner","LAT","Corinthians","9,75",5,"4,60","-2,70","-2,55",8,0,2,2,3,1,0,0,0,0,0,0,1,0,0,6,0,21
"99","Leonardo Silva","ZAG","Atlético-MG","9,88",3,"4,60","0,00","0,00",3,1,0,0,4,1,0,1,0,0,0,0,1,0,0,2,0,5
"100","Erick","ATA","Vitória","3,94",1,"4,60","4,60","0,94",2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
"101","Nico López","ATA","Internacional","14,39",11,"4,60","3,20","0,64",7,4,0,0,5,5,8,3,0,0,0,0,2,0,0,8,3,25
"102","Kieza","ATA","Botafogo","7,14",14,"4,50","0,60","-0,49",8,5,0,0,18,9,8,0,0,0,0,0,0,0,0,12,5,21
"103","Rafael Sobis","ATA","Cruzeiro","8,69",10,"4,46","0,00","0,00",9,2,1,0,14,12,4,0,0,0,0,0,2,0,0,6,2,11
"104","Silvinho","ATA","Paraná","8,11",13,"4,44","0,00","-0,31",14,3,0,0,26,12,8,0,0,0,0,0,1,0,0,15,1,31
"105","Dudu","ATA","Palmeiras","14,44",12,"4,44","1,60","0,50",8,3,3,0,38,6,9,0,0,0,0,1,5,0,0,11,2,36
"106","Christian","MEI","América-MG","9,58",8,"4,38","0,50","-1,71",14,1,0,0,12,7,1,0,0,0,0,0,0,0,0,4,0,16
"107","Caio Monteiro","ATA","Vasco","4,91",5,"4,38","0,00","0,00",4,1,1,0,7,4,2,0,0,0,0,0,0,0,0,6,1,9
"108","Ramon","LAT","Vasco","8,32",4,"4,33","0,00","0,00",4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8
"109","Bruno Pacheco","LAT","Chapecoense","7,75",12,"4,33","8,00","1,29",27,0,0,4,21,4,0,0,0,0,0,0,3,0,0,18,0,24
"110","Norberto ","LAT","América-MG","10,69",10,"4,32","0,00","0,00",22,0,1,3,11,1,1,0,0,0,0,0,3,0,0,13,0,16
"111","Renato Chaves","ZAG","Fluminense","8,16",10,"4,32","0,00","0,00",23,0,1,3,6,0,2,0,0,0,0,0,2,0,0,12,0,22
"112","Rodrigo Lindoso","MEI","Botafogo","10,08",14,"4,31","5,30","-0,15",17,3,2,0,23,10,4,0,0,0,0,0,2,0,0,17,2,33
"113","Roger Machado ","TEC","Palmeiras","11,91",14,"4,30","5,26","0,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Matheus Savio","MEI","Flamengo","5,77",2,"4,30","8,90","2,84",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
"115","Alisson","MEI","Grêmio","7,73",3,"4,30","0,00","0,00",4,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,8
"116","Douglas","ZAG","Chapecoense","8,85",13,"4,26","5,40","-0,32",21,0,0,5,9,3,0,1,0,0,0,0,1,0,0,12,0,10
"117","Madson","LAT","Grêmio","6,98",4,"4,25","0,00","0,00",3,0,0,2,4,2,1,0,0,0,0,0,0,0,0,1,0,6
"118","Léo","LAT","Bahia","10,69",12,"4,24","9,20","0,91",27,0,1,3,13,2,1,0,0,0,0,0,0,0,0,15,3,33
"119","Hudson","MEI","São Paulo","10,66",11,"4,23","13,20","1,35",39,0,0,0,13,7,3,0,0,0,0,0,5,0,0,23,2,17
"120","Diego","MEI","Flamengo","9,87",10,"4,18","4,00","0,20",12,3,1,0,33,11,2,0,0,0,0,0,4,0,0,18,6,43
"121","Éverson","GOL","Ceará","10,02",14,"4,18","4,00","-1,38",0,0,0,3,3,0,0,0,28,0,0,0,1,0,19,1,0,5
"122","Pio","MEI","Ceará","7,37",8,"4,18","0,00","0,00",15,1,1,0,11,9,8,0,0,0,1,0,2,0,0,14,1,26
"123","Tiago Alves","ZAG","Ceará","5,29",7,"4,17","3,70","-0,96",11,0,0,3,2,1,0,0,0,0,0,0,0,0,0,3,1,7
"124","Gilson","LAT","Botafogo","7,87",7,"4,15","0,00","0,00",17,1,0,0,16,2,2,0,0,0,0,0,2,0,0,10,0,25
"125","Claudinei Oliveira","TEC","Sport","8,96",12,"4,15","2,50","0,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Mano Menezes","TEC","Cruzeiro","11,36",14,"4,14","5,88","0,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Santos","GOL","Atlético-PR","9,21",13,"4,10","2,00","0,28",0,0,0,4,2,0,0,0,22,0,0,0,0,0,16,0,0,6
"128","Marcos Junior","ATA","Fluminense","6,73",10,"4,06","0,90","-0,87",6,2,2,0,15,4,3,0,0,0,0,0,0,0,0,5,6,11
"129","Dodô","LAT","Santos","12,41",13,"4,01","8,40","0,43",26,0,0,3,19,3,2,1,0,0,0,0,2,0,0,5,1,41
"130","Paulo André","ZAG","Atlético-PR","6,67",4,"3,98","-0,30","-0,87",3,1,0,2,4,0,0,0,0,0,0,0,2,0,0,5,0,7
"131","Sidão","GOL","São Paulo","11,73",12,"3,98","0,00","0,00",0,0,0,6,0,0,0,0,16,0,0,0,3,0,11,0,0,8
"132","Giovanni","LAT","América-MG","7,88",9,"3,97","5,60","0,62",12,2,0,1,9,4,1,0,0,0,0,0,3,0,0,4,1,12
"133","Mantuan","LAT","Corinthians","5,38",10,"3,97","0,00","0,00",23,0,0,3,13,2,0,0,0,0,0,0,1,0,0,14,1,28
"134","Léo","ZAG","Cruzeiro","8,53",12,"3,96","1,90","0,00",17,0,0,5,4,3,1,0,0,0,0,0,0,0,0,11,2,7
"135","Diego Pituca","MEI","Santos","3,12",10,"3,92","-0,90","-1,18",20,0,3,0,14,5,0,0,0,0,0,0,3,0,0,13,0,14
"136","Fábio","GOL","Cruzeiro","10,01",13,"3,90","-2,30","-0,33",0,0,0,5,1,0,0,0,15,0,0,0,0,0,9,0,0,6
"137","Cazares","MEI","Atlético-MG","10,04",10,"3,90","0,00","0,00",7,2,2,0,3,13,6,0,0,0,0,0,1,0,0,7,0,37
"138","João Ricardo","GOL","América-MG","6,19",5,"3,90","7,00","0,89",0,0,0,1,0,0,0,0,12,0,0,0,0,0,10,0,0,5
"139","Jean Mota","MEI","Santos","10,28",13,"3,89","2,00","-0,25",21,1,0,0,17,14,15,1,0,0,0,0,3,0,0,22,0,42
"140","Arboleda","ZAG","São Paulo","9,77",9,"3,88","3,20","-0,24",16,0,0,3,10,5,2,0,0,0,0,0,2,0,0,13,2,13
"141","Tomás Andrade","MEI","Atlético-MG","5,31",7,"3,86","2,70","0,46",6,2,0,0,1,1,3,1,0,0,0,0,0,0,0,4,0,13
"142","Danilo Fernandes","GOL","Internacional","9,04",11,"3,85","5,00","0,94",0,0,0,5,2,0,0,0,11,0,0,0,0,0,8,0,0,2
"143","Anderson","GOL","Bahia","4,27",6,"3,82","4,00","0,93",0,0,0,2,1,0,0,0,7,0,0,0,0,0,4,0,0,2
"144","Elton","MEI","Bahia","9,65",13,"3,82","6,00","-0,16",39,0,2,0,5,5,2,0,0,0,0,0,1,0,0,37,0,24
"145","Cedric","LAT","Vitória","3,83",4,"3,78","0,00","0,00",2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"146","Pará","LAT","Flamengo","4,32",3,"3,77","9,00","1,22",4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,4
"147","Tiago ","ZAG","Bahia","8,40",10,"3,76","6,40","1,43",14,1,0,3,12,5,3,0,0,0,0,0,2,0,0,19,2,18
"148","Wellington Silva","ATA","Internacional","3,83",2,"3,75","0,00","0,00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"149","Iago","LAT","Internacional","10,37",12,"3,75","4,90","0,67",22,0,0,6,4,5,2,0,0,0,0,0,3,0,0,16,2,38
"150","Lisca","TEC","Ceará","6,66",5,"3,74","2,39","-0,57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","Gilson Kleina","TEC","Chapecoense","8,07",14,"3,72","3,46","0,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Osmar Loss","TEC","Corinthians","10,98",8,"3,70","0,79","-1,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","Bruno Alves","ZAG","São Paulo","10,30",9,"3,70","0,00","0,00",11,1,0,4,4,0,0,1,0,0,0,0,3,0,0,12,3,9
"154","Carlinhos","LAT","América-MG","11,48",5,"3,70","0,00","0,00",5,1,0,1,3,2,5,0,0,0,0,0,1,0,0,13,1,7
"155","Juninho","MEI","América-MG","8,39",13,"3,70","3,20","0,50",34,1,0,0,13,4,0,0,0,0,0,0,2,0,0,13,1,32
"156","Juninho","MEI","Ceará","6,22",9,"3,67","2,60","-0,27",24,0,0,0,7,7,4,0,0,0,0,0,0,0,0,14,0,33
"157","Desábato","MEI","Vasco","8,66",12,"3,67","5,60","0,90",37,0,1,0,11,2,0,0,0,0,0,1,0,0,0,18,0,32
"158","Gustavo Henrique","ZAG","Santos","5,20",7,"3,67","5,20","-0,68",4,1,0,2,3,4,2,0,0,0,0,0,0,0,0,6,0,8
"159","Enderson Moreira","TEC","Bahia","10,95",14,"3,65","6,56","0,71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","Andrés Ríos","ATA","Vasco","8,44",12,"3,64","10,20","0,95",6,5,1,0,24,5,5,1,0,0,0,0,4,1,0,36,1,16
"161","Edigar Junio","ATA","Bahia","7,62",7,"3,60","-0,30","-0,24",3,2,0,0,11,1,3,1,0,0,0,0,0,0,0,9,2,9
"162","Vinícius Freitas","LAT","Chapecoense","3,82",3,"3,60","0,00","0,00",3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4
"163","Victor Ferraz","LAT","Santos","9,88",9,"3,57","8,90","1,31",15,1,0,2,3,0,2,0,0,0,0,0,1,0,0,8,3,16
"164","Rogério","ATA","Sport","8,73",13,"3,54","0,50","-0,18",4,2,1,0,24,14,8,0,0,0,0,0,0,0,0,12,6,16
"165","Liziero","LAT","São Paulo","5,83",10,"3,54","3,70","-0,97",11,0,0,4,10,1,0,0,0,0,0,0,1,0,0,5,0,8
"166","Renatinho","MEI","Botafogo","5,25",6,"3,53","0,00","0,00",13,0,0,0,6,3,3,0,0,0,0,0,1,0,0,4,0,11
"167","Emerson","LAT","Atlético-MG","4,51",4,"3,52","0,00","0,00",9,0,0,1,7,0,0,0,0,0,0,0,1,0,0,7,0,8
"168","Pablo","ATA","Atlético-PR","9,78",14,"3,50","3,70","-0,26",17,3,0,0,10,15,7,0,0,0,0,0,2,0,0,28,8,13
"169","Marcelo Benevenuto","ZAG","Botafogo","6,69",1,"3,50","0,00","0,00",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","Elton","ATA","Ceará","6,18",6,"3,45","0,00","0,00",3,2,1,0,4,4,4,0,0,0,0,0,2,0,0,17,1,6
"171","Luan","ZAG","Palmeiras","3,52",2,"3,45","0,00","0,00",5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2
"172","Alison","MEI","Santos","8,35",7,"3,44","0,00","0,00",21,0,0,0,12,2,0,0,0,0,0,0,3,0,0,12,0,10
"173","Raniel","ATA","Cruzeiro","6,83",12,"3,43","1,70","-1,23",7,2,1,0,19,10,6,0,0,0,0,0,0,0,0,24,3,5
"174","Vanderlei","GOL","Santos","15,76",13,"3,40","8,00","0,27",0,0,0,3,2,0,0,0,21,0,0,0,0,0,17,0,0,2
"175","Aderllan","ZAG","Vitória","2,73",8,"3,39","-0,60","-1,26",7,1,0,3,3,4,2,0,0,0,1,0,0,0,0,11,0,10
"176","Torito González","MEI","Paraná","4,88",9,"3,38","1,50","0,03",21,0,0,0,22,5,1,0,0,0,0,0,4,0,0,13,0,9
"177","Ayrton Lucas","LAT","Fluminense","8,66",7,"3,38","-1,40","-0,48",11,0,0,1,21,2,0,0,0,0,0,0,1,0,0,8,0,13
"178","Ademir","ATA","América-MG","3,11",8,"3,36","0,30","-0,35",8,1,0,0,21,6,3,0,0,0,0,0,2,0,0,8,2,10
"179","Raul Prata","LAT","Sport","8,50",10,"3,36","-1,10","-0,25",22,0,0,3,13,2,1,0,0,0,0,1,1,0,0,11,0,37
"180","Danilo Silva","ZAG","Internacional","5,08",2,"3,35","6,70","1,24",5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,1
"181","Rogério Micale","TEC","Paraná","7,02",14,"3,35","3,62","0,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Diogo Barbosa","LAT","Palmeiras","9,13",10,"3,34","0,50","-0,52",17,0,2,3,4,0,0,0,0,0,0,0,3,0,0,15,0,19
"183","Jucilei","MEI","São Paulo","7,83",11,"3,34","0,00","0,00",31,0,0,0,17,2,0,0,0,0,0,0,2,0,0,21,0,18
"184","Pablo Dyego","ATA","Fluminense","5,75",10,"3,29","0,00","0,00",3,2,0,0,12,6,4,1,0,0,0,0,0,0,0,4,0,14
