"","Nome","Posição","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"184","Cazares","MEI","Atlético-MG","9,27",11,"3,46","-0,90","-0,77",7,2,2,0,3,13,6,0,0,0,0,0,1,0,0,7,0,40
"185","Elton","ATA","Ceará","6,18",6,"3,45","0,00","0,00",3,2,1,0,4,4,4,0,0,0,0,0,2,0,0,17,1,6
"186","Luan","ZAG","Palmeiras","3,52",2,"3,45","0,00","0,00",5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2
"187","João Lucas","LAT","Ceará","4,60",5,"3,44","9,60","2,01",5,0,0,2,2,3,1,0,0,0,0,0,0,0,0,2,0,13
"188","Ronaldo Alves","ZAG","Sport","7,74",14,"3,44","8,70","1,09",20,0,0,4,18,6,1,0,0,0,0,0,3,0,0,12,1,15
"189","Leandro Damião","ATA","Internacional","8,43",12,"3,44","8,50","1,17",4,3,1,0,11,15,11,0,0,0,0,0,3,0,0,20,4,21
"190","Igor Rabello","ZAG","Botafogo","10,71",16,"3,44","3,20","-0,88",24,2,0,3,13,3,2,0,0,0,1,0,1,0,0,13,3,27
"191","Marcinho","ATA","Atlético-PR","4,68",4,"3,42","8,60","1,36",3,1,0,0,8,2,1,0,0,0,0,0,0,0,0,7,0,7
"192","Jean","MEI","Botafogo","3,73",5,"3,42","6,00","0,85",10,0,1,0,11,0,0,0,0,0,0,0,1,0,0,8,0,8
"193","Marcinho","LAT","Botafogo","6,64",13,"3,39","1,00","-1,68",18,1,3,2,4,5,1,0,0,0,0,0,2,0,0,14,1,39
"194","Danilo Silva","ZAG","Internacional","5,08",2,"3,35","0,00","0,00",5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,1
"195","Jucilei","MEI","São Paulo","7,83",11,"3,34","0,00","0,00",31,0,0,0,17,2,0,0,0,0,0,0,2,0,0,21,0,18
"196","Thiago Martins","ZAG","Palmeiras","5,35",6,"3,32","4,90","0,80",4,0,0,3,1,2,1,0,0,0,0,0,0,0,0,4,0,8
"197","Rogério","ATA","Sport","8,63",14,"3,32","0,00","0,00",4,2,1,0,25,14,8,0,0,0,0,0,0,0,0,12,6,16
"198","Pablo Dyego","ATA","Fluminense","5,75",10,"3,29","0,00","0,00",3,2,0,0,12,6,4,1,0,0,0,0,0,0,0,4,0,14
"199","Adilson","MEI","Atlético-MG","6,64",10,"3,28","0,00","0,00",30,0,0,0,16,0,0,0,0,0,0,0,3,0,0,17,0,19
"200","Maicon","MEI","Grêmio","8,21",11,"3,27","0,00","0,00",19,3,1,0,8,4,2,0,0,0,0,0,3,1,0,17,0,42
"201","Desábato","MEI","Vasco","7,29",13,"3,26","-1,70","-1,37",39,0,1,0,11,2,0,0,0,0,0,1,1,0,0,21,0,36
"202","Hyoran","MEI","Palmeiras","5,12",11,"3,26","3,80","0,43",5,1,5,0,11,3,4,0,0,0,0,0,2,0,0,17,1,14
"203","Fábio","GOL","Cruzeiro","9,72",15,"3,25","-1,00","-0,27",0,0,0,5,1,0,0,0,17,0,0,0,0,0,13,0,0,6
"204","Rhayner","ATA","Vitória","8,58",11,"3,25","0,00","0,00",20,0,1,0,20,6,9,1,0,0,0,0,4,0,0,24,0,26
"205","Walisson Maia","ZAG","Vitória","5,06",2,"3,25","0,00","0,00",7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,5
"206","Rogério Micale","TEC","Paraná","6,78",16,"3,22","2,06","-0,12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","Luiz Otávio","ZAG","Ceará","8,34",14,"3,21","7,00","0,57",24,0,0,4,7,2,0,0,0,0,0,0,4,0,0,8,0,14
"208","Régis","MEI","Bahia","6,72",14,"3,21","12,40","2,20",10,3,2,0,12,6,3,1,0,0,0,0,3,0,0,13,0,30
"209","Pedro Botelho","LAT","Vitória","6,26",5,"3,20","0,00","0,00",8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,15
"210","Valdo","ZAG","Ceará","7,22",10,"3,20","0,00","0,00",11,0,0,3,4,3,0,0,0,0,0,0,0,0,0,5,0,5
"211","Clayson","ATA","Corinthians","9,25",6,"3,18","-1,30","-0,52",7,1,1,0,5,1,0,0,0,0,0,0,0,0,0,8,2,9
"212","Lucas Fernandes","ATA","Vitória","5,88",10,"3,18","4,60","-0,19",7,1,0,0,22,2,3,2,0,0,0,0,0,0,0,6,0,20
"213","Henrique","ZAG","Corinthians","9,36",16,"3,16","2,00","-0,64",8,1,0,6,12,4,0,0,0,0,0,0,1,0,0,7,0,10
"214","Marcos Paquetá","TEC","Botafogo","9,01",4,"3,13","2,01","-0,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","Anderson","GOL","Bahia","3,41",7,"3,13","-1,00","-0,86",0,0,0,2,1,0,0,0,8,0,0,0,0,0,6,0,0,2
"216","Diogo Barbosa","LAT","Palmeiras","9,47",12,"3,12","3,90","0,53",20,0,2,4,7,0,0,0,0,0,0,0,4,0,0,22,0,24
"217","Renatinho","MEI","Botafogo","5,11",8,"3,10","2,90","0,35",14,0,0,0,7,3,5,0,0,0,0,0,1,0,0,5,0,12
"218","Richardson","MEI","Ceará","7,06",10,"3,10","0,00","0,00",22,0,0,0,27,2,3,0,0,0,0,0,3,0,0,18,0,19
"219","Raniel","ATA","Cruzeiro","6,22",13,"3,10","-0,80","-0,61",7,2,1,0,19,11,6,0,0,0,0,0,0,0,0,26,3,7
"220","Alison","MEI","Santos","7,73",9,"3,08","0,90","-0,39",27,0,0,0,12,2,0,0,0,0,0,0,4,0,0,17,0,13
"221","Vinícius Freitas","LAT","Chapecoense","3,74",4,"3,08","1,50","-0,08",4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4
"222","Bruno Cosendey","MEI","Vasco","4,32",6,"3,05","0,00","0,00",5,1,1,0,3,2,2,0,0,0,0,0,0,0,0,7,0,14
"223","Gustavo Scarpa","MEI","Palmeiras","10,33",4,"3,05","6,50","0,97",7,0,0,0,8,5,2,0,0,0,0,0,1,0,0,5,0,14
"224","Thiago Heleno","ZAG","Atlético-PR","8,87",10,"3,02","0,00","0,00",9,1,0,3,8,3,1,1,0,0,1,0,1,0,0,13,0,11
"225","Jorginho","TEC","Vasco","5,72",8,"3,01","2,14","-0,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","Ralf","MEI","Corinthians","8,96",1,"3,00","0,00","0,00",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"227","Ademir","ATA","América-MG","2,97",9,"2,99","0,00","-0,14",8,1,0,0,21,6,3,0,0,0,0,0,2,0,0,8,2,10
"228","Bruno Silva","ATA","Chapecoense","2,80",11,"2,98","1,70","0,03",17,1,0,0,11,2,3,0,0,0,0,0,0,0,0,10,0,21
"229","Marlone","MEI","Sport","8,98",15,"2,97","4,80","0,78",8,1,3,0,22,9,8,0,0,0,0,0,1,0,0,6,2,41
"230","Gabriel","MEI","Sport","6,07",15,"2,95","1,70","-0,29",11,2,1,0,23,7,5,0,0,0,0,0,1,0,0,10,2,28
"231","Bruno Bispo","ZAG","Vitória","4,18",2,"2,95","0,00","0,00",3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,2
"232","Rodrigo Dourado","MEI","Internacional","9,82",14,"2,94","0,80","-0,12",47,0,0,0,17,1,3,0,0,0,0,0,7,0,0,43,1,21
"233","Igor","LAT","Paraná","3,28",7,"2,93","0,00","0,00",10,0,0,2,4,3,0,0,0,0,0,0,1,0,0,5,1,13
"234","Willian Farias","MEI","Vitória","4,53",9,"2,92","0,30","-1,64",16,0,1,0,3,4,1,0,0,0,0,0,1,0,0,9,0,7
"235","Everton Felipe","MEI","Sport","5,47",6,"2,92","0,00","0,00",5,1,0,0,9,1,3,0,0,0,0,0,0,0,0,3,0,18
"236","Nikão","MEI","Atlético-PR","11,56",13,"2,91","5,60","0,78",7,1,2,0,19,9,8,1,0,0,0,0,2,0,0,8,4,33
"237","Gregore","MEI","Bahia","7,73",14,"2,91","6,40","0,03",43,0,1,0,12,4,5,0,0,0,0,0,5,0,0,55,0,22
"238","Rafael Thyere","ZAG","Chapecoense","4,05",14,"2,91","0,00","0,00",20,0,0,5,9,0,0,0,0,0,0,0,4,0,0,7,1,23
"239","Vanderlei","GOL","Santos","13,73",15,"2,88","-2,00","-0,84",0,0,0,3,2,0,0,0,22,0,0,0,0,0,19,0,0,2
"240","Antônio Carlos ","ZAG","Palmeiras","8,58",13,"2,88","5,70","0,81",10,1,0,4,5,3,3,2,0,0,0,0,4,0,0,13,1,17
"241","Henrique","MEI","Cruzeiro","9,21",10,"2,86","3,00","-0,09",21,0,0,0,13,6,1,0,0,0,0,0,3,0,0,11,0,13
"242","Torito González","MEI","Paraná","4,83",11,"2,85","2,00","0,43",22,0,0,0,23,5,1,0,0,0,0,0,4,0,0,15,0,9
"243","Régis","LAT","São Paulo","6,86",6,"2,82","0,00","0,00",10,0,0,2,2,1,1,0,0,0,0,0,2,0,0,7,0,12
"244","Pedro Henrique","ZAG","Corinthians","5,47",7,"2,81","2,10","0,14",8,0,0,2,6,3,1,0,0,0,0,0,2,0,0,5,0,8
"245","Thiago Galhardo","MEI","Vasco","7,19",6,"2,80","0,00","0,00",5,0,2,0,8,3,2,1,0,0,0,0,3,0,0,7,0,10
"246","Júlio César","GOL","Fluminense","5,07",16,"2,78","4,00","-0,93",0,0,0,4,1,0,0,0,23,0,0,0,1,0,20,0,0,10
"247","Élber","MEI","Bahia","5,28",11,"2,78","0,90","-0,04",9,1,2,0,13,0,10,0,0,0,0,0,4,0,0,5,1,28
"248","Raul Prata","LAT","Sport","8,14",12,"2,78","-1,30","-0,58",24,0,0,3,15,2,2,0,0,0,0,1,2,0,0,15,0,42
"249","Lucas","LAT","Vitória","6,50",6,"2,72","0,00","0,00",5,1,0,0,8,2,0,0,0,0,0,0,0,0,0,3,0,11
"250","Victor","GOL","Atlético-MG","9,31",16,"2,70","-3,60","-4,32",0,0,0,3,2,0,0,0,27,0,0,0,1,0,24,0,0,13
"251","Hernane","ATA","Grêmio","4,32",1,"2,70","2,70","-0,68",0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1
"252","Pachu","ATA","Botafogo","2,55",1,"2,70","0,00","0,00",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"253","Rafael Moura","ATA","América-MG","9,31",11,"2,69","0,00","0,00",2,3,2,0,9,4,6,0,0,0,0,0,3,0,0,17,3,21
"254","Marcelo Hermes","LAT","Cruzeiro","4,18",5,"2,68","0,00","0,00",9,0,0,1,4,4,0,0,0,0,0,0,1,0,0,4,0,21
"255","Ibañez","ZAG","Fluminense","5,96",4,"2,67","0,00","0,00",6,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,7
"256","Lucas Fonseca","ZAG","Bahia","6,75",13,"2,67","0,00","0,00",12,0,0,4,16,3,2,1,0,0,0,0,3,0,0,10,0,27
"257","Everson","ZAG","Bahia","4,01",4,"2,67","0,00","0,00",4,0,0,1,2,2,0,1,0,0,0,0,1,0,0,2,1,8
"258","Canteros","MEI","Chapecoense","7,52",15,"2,65","0,00","0,00",24,2,1,0,12,4,1,1,0,0,0,0,2,0,0,16,0,62
"259","Marcelo","MEI","Botafogo","3,30",2,"2,65","0,00","0,00",2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,1
"260","Daniel Guedes ","LAT","Santos","7,38",4,"2,65","0,00","0,00",6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,8
"261","Victor Luis","LAT","Palmeiras","6,77",5,"2,64","0,00","0,00",6,0,0,1,3,2,2,0,0,0,0,0,1,0,0,2,0,11
"262","Messias","ZAG","América-MG","8,86",16,"2,64","6,20","1,06",15,1,0,4,11,3,2,0,0,0,0,0,1,0,0,14,0,32
"263","Gum","ZAG","Fluminense","5,92",12,"2,63","5,00","-0,44",14,0,1,3,4,3,1,0,0,0,0,0,0,0,0,15,0,25
"264","Juan","ZAG","Flamengo","7,20",3,"2,60","0,00","0,00",2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5
"265","Renê Júnior","MEI","Corinthians","5,85",4,"2,60","0,00","0,00",9,0,0,0,5,2,0,0,0,0,0,0,0,0,0,12,0,4
"266","Pepê","ATA","Grêmio","4,61",7,"2,60","14,40","2,70",8,1,0,0,8,2,0,0,0,0,0,0,1,0,0,5,1,8
"267","Edimar","LAT","São Paulo","3,64",5,"2,58","0,00","0,00",4,0,0,2,3,1,0,0,0,0,0,0,1,0,0,5,0,3
"268","Robinho","MEI","Cruzeiro","5,88",14,"2,57","0,00","0,00",19,1,3,0,16,8,2,0,0,0,0,0,4,0,0,19,2,46
"269","Barcos","ATA","Cruzeiro","7,42",4,"2,55","-4,90","-2,10",4,1,0,0,3,3,1,0,0,0,0,0,0,1,0,5,0,8
"270","Luiz Gustavo","ZAG","Vasco","4,18",8,"2,55","2,50","-0,86",13,0,0,2,6,2,0,0,0,0,0,0,2,0,0,8,0,19
"271","Wellington Paulista","ATA","Chapecoense","9,57",14,"2,54","0,80","0,40",9,3,2,0,20,19,2,0,0,0,0,0,6,0,0,30,7,30
"272","Jeferson","LAT","Vitória","4,51",12,"2,52","0,00","0,00",18,0,1,3,7,1,1,0,0,0,0,0,4,0,0,13,1,24
"273","Denilson","ATA","Atlético-MG","8,41",7,"2,52","0,00","0,00",3,2,0,0,5,5,1,0,0,0,0,0,0,0,0,11,3,12
"274","Emerson Sheik","ATA","Corinthians","7,66",8,"2,52","6,50","0,55",2,0,2,0,11,0,1,1,0,0,0,0,0,0,0,4,0,2
"275","Aderlan","LAT","América-MG","4,08",10,"2,52","5,90","0,93",20,0,1,2,8,3,0,0,0,0,0,0,5,0,0,15,0,29
"276","Bruno Silva","MEI","Cruzeiro","6,90",10,"2,51","0,00","0,00",10,1,1,0,2,9,1,0,0,0,0,0,2,0,0,11,0,9
"277","Paulinho","ATA","São Paulo","1,29",1,"2,50","0,00","0,00",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"278","Jonatan Álvez","ATA","Internacional","6,51",2,"2,50","-1,30","-1,55",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,1
"279","Felipe Azevedo","ATA","Ceará","4,76",13,"2,49","-1,10","-0,72",9,1,2,0,16,5,4,0,0,0,0,0,0,0,0,13,1,30
"280","Jadson","MEI","Fluminense","8,52",15,"2,48","3,50","0,53",28,0,1,0,24,6,4,0,0,0,0,0,3,0,0,22,1,46
"281","Sornoza","MEI","Fluminense","8,16",15,"2,48","3,70","0,41",18,0,1,0,10,12,10,0,0,0,0,0,3,0,0,8,0,38
"282","Ramon","ZAG","Vitória","2,94",12,"2,48","-4,50","-2,43",11,1,0,3,10,3,2,0,0,0,0,0,3,0,0,18,0,15
"283","David Braz","ZAG","Santos","8,70",13,"2,46","2,20","-0,49",17,0,0,3,7,7,0,0,0,0,0,0,3,0,0,10,0,22
"284","Jefferson","GOL","Botafogo","8,15",12,"2,46","0,00","0,00",0,0,1,2,1,0,0,0,16,0,0,0,0,0,16,0,0,7
"285","Jean","LAT","Palmeiras","5,56",4,"2,45","0,00","0,00",3,0,0,1,2,0,1,1,0,0,0,0,1,0,0,4,0,3
"286","Gabriel","ZAG","Atlético-MG","6,38",15,"2,43","-0,60","-0,48",19,0,0,2,17,2,2,1,0,0,1,0,1,0,0,13,0,13
"287","Thiago Santos","ATA","Paraná","1,64",6,"2,43","0,00","0,00",1,1,1,0,8,6,0,2,0,0,0,0,2,0,0,11,5,9
"288","Lucas Lima","MEI","Palmeiras","8,21",14,"2,42","9,50","1,74",15,2,1,0,12,5,1,1,0,0,0,0,3,0,0,21,0,24
"289","Jandrei","GOL","Chapecoense","5,65",16,"2,41","1,00","0,36",1,0,0,5,2,0,0,0,20,0,0,0,1,0,22,0,0,10
"290","Rafael Marques","ATA","Sport","4,22",13,"2,40","3,90","1,27",9,1,1,0,13,7,7,0,0,0,0,0,1,0,0,12,6,16
"291","Nicolas","LAT","Atlético-PR","3,53",1,"2,40","0,00","0,00",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"292","Luis Ricardo","LAT","Botafogo","3,99",5,"2,38","3,90","0,02",4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,12
"293","Ezequiel","ATA","Botafogo","4,59",6,"2,37","0,00","0,00",4,0,1,0,4,3,1,0,0,0,0,0,0,0,0,3,0,3
"294","Leandro Vilela","MEI","Paraná","5,51",12,"2,37","8,80","0,76",29,0,0,0,19,7,1,0,0,0,0,0,4,0,0,28,0,31
"295","Camilo","MEI","Internacional","4,23",4,"2,35","0,00","0,00",1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
"296","Werley","ZAG","Vasco","5,87",6,"2,35","0,00","0,00",9,0,0,1,5,3,2,0,0,0,1,0,0,0,0,8,0,9
"297","Edenílson","MEI","Internacional","8,79",12,"2,35","3,60","0,29",14,0,2,0,12,6,1,0,0,0,0,0,2,0,0,7,0,24
"298","Digão","ZAG","Fluminense","5,27",4,"2,33","3,40","-0,22",4,0,0,1,3,0,2,0,0,0,0,0,0,0,0,7,0,7
"299","Caio Henrique","MEI","Paraná","4,49",16,"2,33","0,20","-0,14",16,0,3,0,11,8,3,0,0,0,0,0,1,0,0,10,2,31
"300","Leandro Pereira","ATA","Chapecoense","6,14",14,"2,31","1,30","-0,38",11,2,0,0,18,9,5,1,0,0,0,1,1,0,0,23,9,8
"301","Luan","ATA","América-MG","9,59",8,"2,30","0,00","0,00",12,0,2,0,15,7,1,0,0,0,0,1,2,0,0,16,3,18
"302","René","ZAG","Paraná","3,70",2,"2,30","2,30","0,34",3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,0,3
"303","Edinho","ATA","Atlético-MG","3,36",1,"2,30","0,00","0,00",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"304","Raphael Alemão","ATA","Paraná","3,54",4,"2,30","0,00","0,00",3,0,0,0,3,2,4,0,0,0,0,0,0,0,0,4,0,4
"305","Léo Cittadini","MEI","Santos","8,14",11,"2,29","0,00","0,00",13,0,1,0,10,4,2,0,0,0,0,0,2,0,0,9,1,3
"306","Rafinha","MEI","Cruzeiro","7,28",8,"2,28","3,60","0,07",7,0,1,0,14,1,2,0,0,0,0,0,0,0,0,6,3,10
"307","Arnaldo","LAT","Ceará","5,49",7,"2,26","0,00","0,00",7,0,0,2,8,0,0,0,0,0,0,0,1,0,0,5,0,14
"308","Moisés","MEI","Palmeiras","5,56",12,"2,24","2,60","-0,72",18,1,0,0,14,4,3,1,0,0,0,0,4,0,0,17,0,28
"309","Kelvin","ATA","Vasco","5,45",7,"2,23","-0,60","-0,14",1,1,2,0,4,1,0,0,0,0,0,0,1,0,0,4,0,9
"310","Guerra","MEI","Palmeiras","7,89",4,"2,23","0,00","0,00",2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0,7
"311","Geuvânio","ATA","Flamengo","4,60",5,"2,22","1,50","-0,55",7,0,1,0,1,1,3,0,0,0,0,0,2,0,0,6,1,6
"312","Rayan","ZAG","Paraná","3,09",10,"2,20","0,70","-0,57",16,0,0,1,10,3,1,0,0,0,0,0,3,0,0,10,2,12
"313","Douglas","MEI","Corinthians","3,61",8,"2,20","2,20","-0,45",12,0,1,0,5,5,2,0,0,0,0,0,2,0,0,14,0,11
"314","Terans","MEI","Atlético-MG","4,24",4,"2,20","0,50","-1,44",4,0,1,0,4,1,1,0,0,0,0,0,1,0,0,6,0,4
"315","Michel Bastos","MEI","Sport","4,33",10,"2,17","-0,40","-0,69",2,2,0,0,8,7,2,1,0,0,0,0,1,0,0,8,0,21
"316","Lucas Romero","MEI","Cruzeiro","4,69",11,"2,16","0,00","0,00",22,0,0,0,10,2,2,0,0,0,0,0,1,0,0,17,1,24
"317","Aylon","ATA","América-MG","7,06",10,"2,16","0,00","0,00",7,0,1,0,14,9,5,1,0,0,0,0,2,0,0,14,5,12
"318","Ruan Renato","ZAG","Vitória","2,07",2,"2,15","-1,50","-1,24",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,9
"319","Neto Moura","MEI","Sport","4,30",9,"2,14","0,00","0,00",11,0,0,0,8,3,3,0,0,0,0,0,1,0,0,8,0,4
"320","Judivan ","ATA","América-MG","2,90",8,"2,14","0,00","-0,32",3,0,1,0,6,4,6,0,0,0,0,0,0,0,0,9,0,4
"321","Wagner","MEI","Vasco","9,26",10,"2,14","1,20","-0,83",7,2,0,0,20,5,5,0,0,0,0,0,6,0,0,13,2,19
"322","Matheus Ferraz","ZAG","América-MG","5,79",12,"2,13","4,40","0,55",15,0,0,3,5,1,0,0,0,0,0,0,2,0,0,10,1,19
"323","Eduardo Sasha","ATA","Santos","7,40",14,"2,13","0,50","-0,07",11,0,3,0,19,7,1,1,0,0,0,0,1,0,0,16,8,23
"324","Mateus Vital","MEI","Corinthians","4,92",14,"2,13","-0,60","-0,46",6,1,1,0,13,6,4,0,0,0,0,0,0,0,0,5,2,16
"325","Frazan","ZAG","Fluminense","3,74",4,"2,12","0,00","0,00",3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,0,4
"326","Zé Ivaldo","ZAG","Atlético-PR","3,19",11,"2,12","0,00","0,00",12,0,0,4,6,2,1,0,0,0,0,0,4,0,0,13,1,18
"327","Rodrigo Pimpão","ATA","Botafogo","4,18",11,"2,10","0,00","0,00",12,1,0,0,13,4,3,0,0,0,0,0,3,0,0,9,0,19
"328","Marinho","ATA","Grêmio","10,66",4,"2,10","4,80","0,57",2,0,0,0,7,3,4,0,0,0,0,0,1,0,0,3,0,6
"329","Brenner","ATA","Botafogo","4,76",8,"2,09","-2,00","-0,68",2,1,0,0,14,4,3,0,0,0,0,0,1,0,0,6,2,7
"330","Paulo Roberto","MEI","Corinthians","2,83",5,"2,08","0,00","0,00",11,0,0,0,1,1,1,0,0,0,0,0,2,0,0,5,0,7
"331","Mateus Norton","MEI","Fluminense","3,02",5,"2,08","4,30","0,36",11,0,0,0,4,1,1,0,0,0,0,0,1,0,0,6,0,17
"332","Matheus Rossetto","MEI","Atlético-PR","8,96",10,"2,06","1,70","-0,52",15,1,0,0,4,3,0,0,0,0,0,0,1,0,0,10,2,21
"333","Bruno Guimarães","MEI","Atlético-PR","5,40",12,"2,05","-1,00","-0,77",16,0,0,0,34,2,0,0,0,0,0,0,3,0,0,16,0,13
"334","Robinho","ATA","América-MG","4,13",6,"2,03","0,00","0,00",4,0,1,0,2,4,1,1,0,0,0,0,1,0,0,4,1,9
"335","Amaral","MEI","Chapecoense","4,99",9,"2,01","6,70","1,06",17,0,0,0,2,1,2,0,0,0,0,0,1,0,0,14,0,9
"336","Elias","MEI","Atlético-MG","5,66",15,"2,01","3,40","-0,64",16,1,3,0,11,5,1,0,0,0,0,0,5,0,0,16,4,25
"337","Araruna","MEI","São Paulo","3,10",5,"2,00","5,60","1,70",7,0,1,0,8,1,0,0,0,0,0,1,0,0,0,4,0,11
"338","Caíque","ATA","São Paulo","1,15",1,"2,00","0,00","0,00",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Danilo","MEI","Corinthians","3,53",1,"2,00","0,00","0,00",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Marlon","LAT","Fluminense","4,70",9,"2,00","0,00","0,00",16,0,0,2,4,4,1,0,0,0,0,0,3,0,0,12,1,33
"341","Fábio Santos","LAT","Atlético-MG","5,84",14,"1,99","0,00","0,00",13,1,0,3,21,2,1,0,0,0,0,0,4,0,0,16,4,33
"342","Lucas Silva","MEI","Cruzeiro","4,69",10,"1,98","0,00","0,00",22,0,0,0,12,6,0,0,0,0,0,0,3,0,0,22,0,23
"343","José Welison","MEI","Atlético-MG","3,72",10,"1,98","4,20","0,32",22,0,0,0,10,2,0,0,0,0,0,0,1,0,0,20,0,26
"344","André","ATA","Grêmio","8,09",14,"1,97","0,00","0,00",9,3,0,0,23,10,5,0,0,0,0,0,3,0,0,32,11,27
"345","Guilherme","MEI","Atlético-PR","7,99",11,"1,96","0,00","0,00",7,2,0,0,15,7,2,0,0,0,0,0,3,0,0,12,0,28
"346","Wescley","MEI","Ceará","4,23",9,"1,94","0,00","0,00",5,2,0,0,4,5,2,0,0,0,0,0,1,0,0,13,1,18
"347","Renato","MEI","Santos","6,97",9,"1,92","0,00","0,00",7,1,0,0,8,2,2,0,0,0,0,0,1,0,0,4,2,14
"348","Vinícius","MEI","Bahia","4,66",14,"1,91","-1,20","-1,97",7,2,0,0,7,14,8,0,0,0,0,0,2,1,0,10,1,35
"349","Michel ","MEI","Grêmio","4,70",2,"1,90","0,00","0,00",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"350","Artur","ATA","Palmeiras","3,38",4,"1,90","6,40","1,03",2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,1,1
"351","Fabinho","MEI","Ceará","3,49",7,"1,89","1,40","-0,09",11,0,0,0,11,2,0,0,0,0,0,0,1,0,0,9,0,13
"352","Léo","LAT","Fluminense","3,96",4,"1,87","0,00","0,00",6,0,1,0,8,1,0,1,0,0,0,0,3,0,0,11,2,6
"353","Edílson","LAT","Cruzeiro","6,89",9,"1,85","-0,30","-1,12",12,0,0,3,7,4,2,0,0,0,0,0,6,0,0,10,0,28
"354","Léo Itaperuna","ATA","Paraná","3,75",11,"1,85","0,00","0,00",6,0,1,0,13,6,2,0,0,0,0,0,0,0,0,10,0,8
"355","Rossi","ATA","Internacional","4,39",9,"1,85","0,00","0,00",7,1,1,0,9,2,0,1,0,0,0,0,2,1,0,8,0,13
"356","Henrique","LAT","Vasco","6,14",11,"1,85","0,00","0,00",16,0,1,2,17,2,1,0,0,0,0,1,4,0,0,19,1,23
"357","Arthur","ATA","Ceará","4,59",9,"1,85","3,40","0,47",5,1,0,0,3,8,5,0,0,0,0,0,2,0,0,11,1,9
"358","Thaciano","MEI","Grêmio","2,18",7,"1,84","-1,10","-0,08",4,1,0,0,3,2,4,0,0,0,0,0,1,0,0,10,1,5
"359","Léo Santos","ZAG","Corinthians","1,74",3,"1,83","0,00","-0,83",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Allione","MEI","Bahia","4,31",8,"1,82","0,00","0,00",1,1,1,0,5,0,2,0,0,0,0,0,0,0,0,6,0,6
"361","Guilherme","ATA","Chapecoense","4,88",10,"1,82","0,00","0,00",4,1,0,0,12,5,2,0,0,0,0,0,0,0,0,4,1,19
"362","Cícero","MEI","Grêmio","5,49",11,"1,82","0,00","0,00",11,0,1,0,8,5,5,0,0,0,0,0,3,0,0,10,0,15
"363","Wanderson","ZAG","Atlético-PR","3,73",8,"1,80","0,00","0,00",10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,12,1,19
"364","Thonny Anderson","MEI","Grêmio","3,24",6,"1,80","1,00","-0,12",2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,4
"365","Márcio Araújo","MEI","Chapecoense","3,48",14,"1,79","0,00","0,00",20,0,0,0,13,3,1,0,0,0,0,0,1,0,0,11,0,25
"366","Mansur","LAT","Paraná","3,68",9,"1,77","-4,20","-1,25",8,0,0,3,8,3,3,1,0,0,0,1,2,0,0,18,0,20
"367","Yago","MEI","Vitória","8,39",11,"1,77","1,50","-0,21",13,1,0,0,18,5,4,0,0,0,0,1,3,0,0,15,1,23
"368","Iago Maidana","ZAG","Atlético-MG","3,22",2,"1,75","0,40","-0,45",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5
